year,state,county,precinct,office,district,party,candidate,votes
2016,NV,Carson City,Precinct 105,United States Senator,,UNK,"GUMINA, TONY",2
2016,NV,Carson City,Precinct 105,United States Senator,,UNK,"HECK, JOE",669
2016,NV,Carson City,Precinct 105,United States Senator,,UNK,"JONES, TOM",9
2016,NV,Carson City,Precinct 105,United States Senator,,,None Of These Candidates,17
2016,NV,Carson City,Precinct 105,United States Senator,,UNK,"SAWYER, THOMAS ""TOM""",7
2016,NV,Carson City,Precinct 105,United States Senator,,UNK,"WILLIAMS, JARROD M.",0
2016,NV,Carson City,Precinct 105,"University Board of Regents, Dist.  9",,UNK,"DEL CARLO, CAROL",418
2016,NV,Carson City,Precinct 105,"University Board of Regents, Dist.  9",,UNK,"LAFRANCE, SARA",486
2016,NV,Carson City,Precinct 107,COUNTY QUESTION CC1,,,No,638
2016,NV,Carson City,Precinct 107,COUNTY QUESTION CC1,,,Yes,437
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 1",,,None Of These Candidates,217
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 1",,UNK,"TAO, JERRY",727
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 2",,UNK,"GIBBONS, MICHAEL",767
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 2",,,None Of These Candidates,193
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,215
2016,NV,Carson City,Precinct 107,"Court Of Appeals Judge, Dept. 3",,UNK,"SILVER, ABBI",728
2016,NV,Carson City,Precinct 107,Mayor of Carson City,,UNK,"CARVER, CHRIS",444
2016,NV,Carson City,Precinct 107,Mayor of Carson City,,UNK,"CROWELL, ROBERT ""BOB""",557
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,UNK,"CASTLE, DARRELL",8
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,UNK,"CLINTON, HILLARY",376
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,UNK,"DE LA FUENTE, ROQUE ""ROCKY""",1
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,UNK,"JOHNSON, GARY",39
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,,None Of These Candidates,50
2016,NV,Carson City,Precinct 107,President and Vice President of the United States,,REP,"TRUMP, DONALD J.",617
2016,NV,Carson City,Precinct 107,School Trustee Dist. 5,,UNK,"REYNOLDS, STEVEN",398
2016,NV,Carson City,Precinct 107,School Trustee Dist. 5,,UNK,"WALKER, MICHAEL B.",424
2016,NV,Carson City,Precinct 107,School Trustee Dist. 6,,UNK,"HART, SUSAN",813
2016,NV,Carson City,Precinct 107,"State Assembly, District 40",40,UNK,"GREEDY, MICHAEL L.",296
2016,NV,Carson City,Precinct 107,"State Assembly, District 40",40,UNK,"KRAMER, AL",685
2016,NV,Carson City,Precinct 107,"State Assembly, District 40",40,UNK,"WAGNER, JOHN",50
2016,NV,Carson City,Precinct 107,"State Board of Education, Dist. 2",,UNK,"CARTER, DAVID W.",417
2016,NV,Carson City,Precinct 107,"State Board of Education, Dist. 2",,UNK,"HICKEY, PAT",456
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.1,,,No,700
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.1,,,Yes,381
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.2,,,No,684
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.2,,,Yes,397
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.3,,,No,492
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.3,,,Yes,566
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.4,,,No,390
2016,NV,Carson City,Precinct 107,STATE QUESTION NO.4,,,Yes,666
2016,NV,Carson City,Precinct 107,"Supervisor, Ward 2",,UNK,"BONKOWSKI, BRAD",575
2016,NV,Carson City,Precinct 107,"Supervisor, Ward 2",,UNK,"WHITE, MAURICE",373
2016,NV,Carson City,Precinct 107,"Supervisor, Ward 4",,UNK,"BARRETTE, JOHN",488
2016,NV,Carson City,Precinct 107,"Supervisor, Ward 4",,UNK,"SHIRK, JIM",457
2016,NV,Carson City,Precinct 107,"Supreme Court Justice, Seat A",,UNK,"HARDESTY, JIM",770
2016,NV,Carson City,Precinct 107,"Supreme Court Justice, Seat A",,,None Of These Candidates,196
2016,NV,Carson City,Precinct 107,"Supreme Court Justice, Seat E",,,None Of These Candidates,198
2016,NV,Carson City,Precinct 107,"Supreme Court Justice, Seat E",,UNK,"PARRAGUIRRE, RON D.",762
2016,NV,Carson City,Precinct 107,"U.S. Representative in Congress, Dist. 2",,REP,"Amodei, Mark E.",707
2016,NV,Carson City,Precinct 107,"U.S. Representative in Congress, Dist. 2",,UNK,"EVANS, H.D. ""CHIP""",330
2016,NV,Carson City,Precinct 107,"U.S. Representative in Congress, Dist. 2",,UNK,"Everhart, John H.",13
2016,NV,Carson City,Precinct 107,"U.S. Representative in Congress, Dist. 2",,UNK,"KNIGHT, DREW",11
2016,NV,Carson City,Precinct 107,United States Senator,,DEM,"CORTEZ MASTO, CATHERINE",397
2016,NV,Carson City,Precinct 107,United States Senator,,UNK,"GUMINA, TONY",4
2016,NV,Carson City,Precinct 107,United States Senator,,UNK,"HECK, JOE",643
2016,NV,Carson City,Precinct 107,United States Senator,,UNK,"JONES, TOM",8
2016,NV,Carson City,Precinct 107,United States Senator,,,None Of These Candidates,23
2016,NV,Carson City,Precinct 107,United States Senator,,UNK,"SAWYER, THOMAS ""TOM""",8
2016,NV,Carson City,Precinct 107,United States Senator,,UNK,"WILLIAMS, JARROD M.",2
2016,NV,Carson City,Precinct 107,"University Board of Regents, Dist.  9",,UNK,"DEL CARLO, CAROL",441
2016,NV,Carson City,Precinct 107,"University Board of Regents, Dist.  9",,UNK,"LAFRANCE, SARA",471
2016,NV,Carson City,Precinct 109,COUNTY QUESTION CC1,,,No,741
2016,NV,Carson City,Precinct 109,COUNTY QUESTION CC1,,,Yes,419
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 1",,,None Of These Candidates,241
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 1",,UNK,"TAO, JERRY",788
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 2",,UNK,"GIBBONS, MICHAEL",838
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 2",,,None Of These Candidates,201
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,229
2016,NV,Carson City,Precinct 109,"Court Of Appeals Judge, Dept. 3",,UNK,"SILVER, ABBI",797
2016,NV,Carson City,Precinct 109,Mayor of Carson City,,UNK,"CARVER, CHRIS",496
2016,NV,Carson City,Precinct 109,Mayor of Carson City,,UNK,"CROWELL, ROBERT ""BOB""",584
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,UNK,"CASTLE, DARRELL",11
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,UNK,"CLINTON, HILLARY",482
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,UNK,"DE LA FUENTE, ROQUE ""ROCKY""",0
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,UNK,"JOHNSON, GARY",47
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,,None Of These Candidates,35
2016,NV,Carson City,Precinct 109,President and Vice President of the United States,,REP,"TRUMP, DONALD J.",606
2016,NV,Carson City,Precinct 109,School Trustee Dist. 5,,UNK,"REYNOLDS, STEVEN",423
2016,NV,Carson City,Precinct 109,School Trustee Dist. 5,,UNK,"WALKER, MICHAEL B.",517
2016,NV,Carson City,Precinct 109,School Trustee Dist. 6,,UNK,"HART, SUSAN",912
2016,NV,Carson City,Precinct 109,"State Assembly, District 40",40,UNK,"GREEDY, MICHAEL L.",366
2016,NV,Carson City,Precinct 109,"State Assembly, District 40",40,UNK,"KRAMER, AL",688
2016,NV,Carson City,Precinct 109,"State Assembly, District 40",40,UNK,"WAGNER, JOHN",66
2016,NV,Carson City,Precinct 109,"State Board of Education, Dist. 2",,UNK,"CARTER, DAVID W.",517
2016,NV,Carson City,Precinct 109,"State Board of Education, Dist. 2",,UNK,"HICKEY, PAT",433
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.1,,,No,730
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.1,,,Yes,440
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.2,,,No,683
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.2,,,Yes,482
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.3,,,No,468
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.3,,,Yes,669
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.4,,,No,362
2016,NV,Carson City,Precinct 109,STATE QUESTION NO.4,,,Yes,775
2016,NV,Carson City,Precinct 109,"Supervisor, Ward 2",,UNK,"BONKOWSKI, BRAD",598
2016,NV,Carson City,Precinct 109,"Supervisor, Ward 2",,UNK,"WHITE, MAURICE",429
2016,NV,Carson City,Precinct 109,"Supervisor, Ward 4",,UNK,"BARRETTE, JOHN",539
2016,NV,Carson City,Precinct 109,"Supervisor, Ward 4",,UNK,"SHIRK, JIM",498
2016,NV,Carson City,Precinct 109,"Supreme Court Justice, Seat A",,UNK,"HARDESTY, JIM",867
2016,NV,Carson City,Precinct 109,"Supreme Court Justice, Seat A",,,None Of These Candidates,186
2016,NV,Carson City,Precinct 109,"Supreme Court Justice, Seat E",,,None Of These Candidates,226
2016,NV,Carson City,Precinct 109,"Supreme Court Justice, Seat E",,UNK,"PARRAGUIRRE, RON D.",814
2016,NV,Carson City,Precinct 109,"U.S. Representative in Congress, Dist. 2",,REP,"Amodei, Mark E.",718
2016,NV,Carson City,Precinct 109,"U.S. Representative in Congress, Dist. 2",,UNK,"EVANS, H.D. ""CHIP""",376
2016,NV,Carson City,Precinct 109,"U.S. Representative in Congress, Dist. 2",,UNK,"Everhart, John H.",34
2016,NV,Carson City,Precinct 109,"U.S. Representative in Congress, Dist. 2",,UNK,"KNIGHT, DREW",18
2016,NV,Carson City,Precinct 109,United States Senator,,DEM,"CORTEZ MASTO, CATHERINE",469
2016,NV,Carson City,Precinct 109,United States Senator,,UNK,"GUMINA, TONY",12
2016,NV,Carson City,Precinct 109,United States Senator,,UNK,"HECK, JOE",622
2016,NV,Carson City,Precinct 109,United States Senator,,UNK,"JONES, TOM",16
2016,NV,Carson City,Precinct 109,United States Senator,,,None Of These Candidates,32
2016,NV,Carson City,Precinct 109,United States Senator,,UNK,"SAWYER, THOMAS ""TOM""",16
2016,NV,Carson City,Precinct 109,United States Senator,,UNK,"WILLIAMS, JARROD M.",4
2016,NV,Carson City,Precinct 109,"University Board of Regents, Dist.  9",,UNK,"DEL CARLO, CAROL",500
2016,NV,Carson City,Precinct 109,"University Board of Regents, Dist.  9",,UNK,"LAFRANCE, SARA",508
2016,NV,Carson City,Precinct 111,COUNTY QUESTION CC1,,,No,715
2016,NV,Carson City,Precinct 111,COUNTY QUESTION CC1,,,Yes,423
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 1",,,None Of These Candidates,297
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 1",,UNK,"TAO, JERRY",749
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 2",,UNK,"GIBBONS, MICHAEL",780
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 2",,,None Of These Candidates,271
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,284
2016,NV,Carson City,Precinct 111,"Court Of Appeals Judge, Dept. 3",,UNK,"SILVER, ABBI",755
2016,NV,Carson City,Precinct 111,Mayor of Carson City,,UNK,"CARVER, CHRIS",506
2016,NV,Carson City,Precinct 111,Mayor of Carson City,,UNK,"CROWELL, ROBERT ""BOB""",513
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,UNK,"CASTLE, DARRELL",4
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,UNK,"CLINTON, HILLARY",516
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,UNK,"DE LA FUENTE, ROQUE ""ROCKY""",5
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,UNK,"JOHNSON, GARY",80
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,,None Of These Candidates,25
2016,NV,Carson City,Precinct 111,President and Vice President of the United States,,REP,"TRUMP, DONALD J.",528
2016,NV,Carson City,Precinct 111,School Trustee Dist. 5,,UNK,"REYNOLDS, STEVEN",401
2016,NV,Carson City,Precinct 111,School Trustee Dist. 5,,UNK,"WALKER, MICHAEL B.",529
2016,NV,Carson City,Precinct 111,School Trustee Dist. 6,,UNK,"HART, SUSAN",904
2016,NV,Carson City,Precinct 111,"State Assembly, District 40",40,UNK,"GREEDY, MICHAEL L.",457
2016,NV,Carson City,Precinct 111,"State Assembly, District 40",40,UNK,"KRAMER, AL",549
2016,NV,Carson City,Precinct 111,"State Assembly, District 40",40,UNK,"WAGNER, JOHN",87
