year,state,county,precinct,office,district,party,candidate,votes
2022,NV,Carson City,103,Clerk-Recorder,,UNK,"Wilke-McCulloch, Stacie",500
2022,NV,Carson City,103,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",224
2022,NV,Carson City,103,"Court of Appeals Judge, Department 1",,,None Of These Candidates,185
2022,NV,Carson City,103,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",491
2022,NV,Carson City,103,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",721
2022,NV,Carson City,103,"Court of Appeals Judge, Department 2",,,None Of These Candidates,162
2022,NV,Carson City,103,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",685
2022,NV,Carson City,103,"Court of Appeals Judge, Department 3",,,None Of These Candidates,195
2022,NV,Carson City,103,Governor,,UNK,"Bridges, Ed",6
2022,NV,Carson City,103,Governor,,UNK,"Davis, Brandon",16
2022,NV,Carson City,103,Governor,,REP,"Lombardo, Joe",495
2022,NV,Carson City,103,Governor,,,None Of These Candidates,13
2022,NV,Carson City,103,Governor,,DEM,"SISOLAK, Steve",452
2022,NV,Carson City,103,Lieutenant Governor,,UNK,"Anthony, Stavros",488
2022,NV,Carson City,103,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",447
2022,NV,Carson City,103,Lieutenant Governor,,UNK,"Delap, John ""Trey""",7
2022,NV,Carson City,103,Lieutenant Governor,,UNK,"Hoge, William",8
2022,NV,Carson City,103,Lieutenant Governor,,,None Of These Candidates,17
2022,NV,Carson City,103,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",8
2022,NV,Carson City,103,QUESTION NO. CC 1,,,No,328
2022,NV,Carson City,103,QUESTION NO. CC 1,,,Yes,643
2022,NV,Carson City,103,"School Trustee, District 1",1,UNK,"Ramirez, Maria ""Lupe""",546
2022,NV,Carson City,103,"School Trustee, District 1",1,UNK,"Stinson, Jason",382
2022,NV,Carson City,103,"School Trustee, District 6",6,UNK,"Cobb-Adams, Shanna",353
2022,NV,Carson City,103,"School Trustee, District 6",6,UNK,"Walt, Molly",545
2022,NV,Carson City,103,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",488
2022,NV,Carson City,103,Secretary of State,,UNK,"Crane, Ross",10
2022,NV,Carson City,103,Secretary of State,,UNK,"Hansen, Janine",20
2022,NV,Carson City,103,Secretary of State,,REP,"Marchant, Jim",441
2022,NV,Carson City,103,Secretary of State,,,None Of These Candidates,14
2022,NV,Carson City,103,"State Assembly, District 40",40,UNK,"McDaniel, Shannon C.",431
2022,NV,Carson City,103,"State Assembly, District 40",40,UNK,"O'Neill, Philip ""PK""",511
2022,NV,Carson City,103,"State Assembly, District 40",40,UNK,"Toll, Sam",24
2022,NV,Carson City,103,State Controller,,UNK,"Matthews, Andy",476
2022,NV,Carson City,103,State Controller,,,None Of These Candidates,28
2022,NV,Carson City,103,State Controller,,UNK,"Profeta, Jed W.",19
2022,NV,Carson City,103,State Controller,,UNK,"Spiegel, Ellen",448
2022,NV,Carson City,103,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,486
2022,NV,Carson City,103,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,483
2022,NV,Carson City,103,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,566
2022,NV,Carson City,103,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,406
2022,NV,Carson City,103,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,537
2022,NV,Carson City,103,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,431
2022,NV,Carson City,103,"State Senate, District 16",16,UNK,"Krasner, Lisa",521
2022,NV,Carson City,103,"State Senate, District 16",16,UNK,"Sims, Aaron",436
2022,NV,Carson City,103,State Treasurer,,DEM,"Conine, Zach",490
2022,NV,Carson City,103,State Treasurer,,UNK,"Elliott, Bryan",14
2022,NV,Carson City,103,State Treasurer,,REP,"Fiore, Michele",447
2022,NV,Carson City,103,State Treasurer,,UNK,"Hendrickson, Margaret",11
2022,NV,Carson City,103,State Treasurer,,,None Of These Candidates,14
2022,NV,Carson City,103,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",717
2022,NV,Carson City,103,"Supreme Court Justice, Seat A",,,None Of These Candidates,180
2022,NV,Carson City,103,"Supreme Court Justice, Seat E",,,None Of These Candidates,169
2022,NV,Carson City,103,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",730
2022,NV,Carson City,103,"U.S. Representative in Congress, District 2",2,REP,"Amodei, Mark E.",552
2022,NV,Carson City,103,"U.S. Representative in Congress, District 2",2,UNK,"Baber, Darryl",9
2022,NV,Carson City,103,"U.S. Representative in Congress, District 2",2,UNK,"Best, Russell",10
2022,NV,Carson City,103,"U.S. Representative in Congress, District 2",2,UNK,"Krause, Elizabeth Mercedes",410
2022,NV,Carson City,103,United States Senator,,DEM,"Cortez Masto, Catherine",487
2022,NV,Carson City,103,United States Senator,,REP,"Laxalt, Adam Paul",472
2022,NV,Carson City,103,United States Senator,,UNK,"Lindemann, Barry",4
2022,NV,Carson City,103,United States Senator,,,None Of These Candidates,6
2022,NV,Carson City,103,United States Senator,,UNK,"RUBINSON, BARRY",6
2022,NV,Carson City,103,United States Senator,,UNK,"Scott, Neil",8
2022,NV,Carson City,105,Attorney General,,REP,"Chattah, Sigal",442
2022,NV,Carson City,105,Attorney General,,DEM,"Ford, Aaron D.",431
2022,NV,Carson City,105,Attorney General,,,None Of These Candidates,33
2022,NV,Carson City,105,"Board of Supervisors, Ward 1",,UNK,"Bradshaw, Wade",351
2022,NV,Carson City,105,"Board of Supervisors, Ward 1",,UNK,"Giomi, Stacey",517
2022,NV,Carson City,105,"Board of Supervisors, Ward 3",,UNK,"Horton, Curtis",537
2022,NV,Carson City,105,"Board of Supervisors, Ward 3",,UNK,"Wells, James R.",287
2022,NV,Carson City,105,Clerk-Recorder,,UNK,"Hoen, William ""Scott""",455
2022,NV,Carson City,105,Clerk-Recorder,,UNK,"Wilke-McCulloch, Stacie",410
2022,NV,Carson City,105,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",190
2022,NV,Carson City,105,"Court of Appeals Judge, Department 1",,,None Of These Candidates,172
2022,NV,Carson City,105,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",472
2022,NV,Carson City,105,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",700
2022,NV,Carson City,105,"Court of Appeals Judge, Department 2",,,None Of These Candidates,127
2022,NV,Carson City,105,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",649
2022,NV,Carson City,105,"Court of Appeals Judge, Department 3",,,None Of These Candidates,168
2022,NV,Carson City,105,Governor,,UNK,"Bridges, Ed",5
2022,NV,Carson City,105,Governor,,UNK,"Davis, Brandon",6
2022,NV,Carson City,105,Governor,,REP,"Lombardo, Joe",546
2022,NV,Carson City,105,Governor,,,None Of These Candidates,2
2022,NV,Carson City,105,Governor,,DEM,"SISOLAK, Steve",381
2022,NV,Carson City,105,Lieutenant Governor,,UNK,"Anthony, Stavros",546
2022,NV,Carson City,105,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",361
2022,NV,Carson City,105,Lieutenant Governor,,UNK,"Delap, John ""Trey""",4
2022,NV,Carson City,105,Lieutenant Governor,,UNK,"Hoge, William",3
2022,NV,Carson City,105,Lieutenant Governor,,,None Of These Candidates,16
2022,NV,Carson City,105,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",5
2022,NV,Carson City,105,QUESTION NO. CC 1,,,No,327
2022,NV,Carson City,105,QUESTION NO. CC 1,,,Yes,608
2022,NV,Carson City,105,"School Trustee, District 1",1,UNK,"Ramirez, Maria ""Lupe""",467
2022,NV,Carson City,105,"School Trustee, District 1",1,UNK,"Stinson, Jason",386
2022,NV,Carson City,105,"School Trustee, District 6",6,UNK,"Cobb-Adams, Shanna",339
2022,NV,Carson City,105,"School Trustee, District 6",6,UNK,"Walt, Molly",496
2022,NV,Carson City,105,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",406
2022,NV,Carson City,105,Secretary of State,,UNK,"Crane, Ross",2
2022,NV,Carson City,105,Secretary of State,,UNK,"Hansen, Janine",18
2022,NV,Carson City,105,Secretary of State,,REP,"Marchant, Jim",487
2022,NV,Carson City,105,Secretary of State,,,None Of These Candidates,18
2022,NV,Carson City,105,"State Assembly, District 40",40,UNK,"McDaniel, Shannon C.",331
2022,NV,Carson City,105,"State Assembly, District 40",40,UNK,"O'Neill, Philip ""PK""",574
2022,NV,Carson City,105,"State Assembly, District 40",40,UNK,"Toll, Sam",19
2022,NV,Carson City,105,State Controller,,UNK,"Matthews, Andy",554
2022,NV,Carson City,105,State Controller,,,None Of These Candidates,17
2022,NV,Carson City,105,State Controller,,UNK,"Profeta, Jed W.",7
2022,NV,Carson City,105,State Controller,,UNK,"Spiegel, Ellen",354
2022,NV,Carson City,105,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,528
2022,NV,Carson City,105,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,398
2022,NV,Carson City,105,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,614
2022,NV,Carson City,105,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,313
2022,NV,Carson City,105,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,599
2022,NV,Carson City,105,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,327
2022,NV,Carson City,105,"State Senate, District 16",16,UNK,"Krasner, Lisa",575
2022,NV,Carson City,105,"State Senate, District 16",16,UNK,"Sims, Aaron",341
2022,NV,Carson City,105,State Treasurer,,DEM,"Conine, Zach",407
2022,NV,Carson City,105,State Treasurer,,UNK,"Elliott, Bryan",13
2022,NV,Carson City,105,State Treasurer,,REP,"Fiore, Michele",481
2022,NV,Carson City,105,State Treasurer,,UNK,"Hendrickson, Margaret",12
2022,NV,Carson City,105,State Treasurer,,,None Of These Candidates,21
2022,NV,Carson City,105,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",672
2022,NV,Carson City,105,"Supreme Court Justice, Seat A",,,None Of These Candidates,155
2022,NV,Carson City,105,"Supreme Court Justice, Seat E",,,None Of These Candidates,132
2022,NV,Carson City,105,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",698
2022,NV,Carson City,105,"U.S. Representative in Congress, District 2",2,REP,"Amodei, Mark E.",598
2022,NV,Carson City,105,"U.S. Representative in Congress, District 2",2,UNK,"Baber, Darryl",0
2022,NV,Carson City,105,"U.S. Representative in Congress, District 2",2,UNK,"Best, Russell",5
2022,NV,Carson City,105,"U.S. Representative in Congress, District 2",2,UNK,"Krause, Elizabeth Mercedes",333
2022,NV,Carson City,105,United States Senator,,DEM,"Cortez Masto, Catherine",404
2022,NV,Carson City,105,United States Senator,,REP,"Laxalt, Adam Paul",523
2022,NV,Carson City,105,United States Senator,,UNK,"Lindemann, Barry",4
2022,NV,Carson City,105,United States Senator,,,None Of These Candidates,6
2022,NV,Carson City,105,United States Senator,,UNK,"RUBINSON, BARRY",0
2022,NV,Carson City,105,United States Senator,,UNK,"Scott, Neil",4
2022,NV,Carson City,107,Attorney General,,REP,"Chattah, Sigal",539
2022,NV,Carson City,107,Attorney General,,DEM,"Ford, Aaron D.",542
2022,NV,Carson City,107,Attorney General,,,None Of These Candidates,44
2022,NV,Carson City,107,"Board of Supervisors, Ward 1",,UNK,"Bradshaw, Wade",479
2022,NV,Carson City,107,"Board of Supervisors, Ward 1",,UNK,"Giomi, Stacey",586
2022,NV,Carson City,107,"Board of Supervisors, Ward 3",,UNK,"Horton, Curtis",601
2022,NV,Carson City,107,"Board of Supervisors, Ward 3",,UNK,"Wells, James R.",435
2022,NV,Carson City,107,Clerk-Recorder,,UNK,"Hoen, William ""Scott""",551
2022,NV,Carson City,107,Clerk-Recorder,,UNK,"Wilke-McCulloch, Stacie",504
2022,NV,Carson City,107,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",292
2022,NV,Carson City,107,"Court of Appeals Judge, Department 1",,,None Of These Candidates,239
2022,NV,Carson City,107,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",519
2022,NV,Carson City,107,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",817
2022,NV,Carson City,107,"Court of Appeals Judge, Department 2",,,None Of These Candidates,230
2022,NV,Carson City,107,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",751
2022,NV,Carson City,107,"Court of Appeals Judge, Department 3",,,None Of These Candidates,281
2022,NV,Carson City,107,Governor,,UNK,"Bridges, Ed",8
2022,NV,Carson City,107,Governor,,UNK,"Davis, Brandon",16
2022,NV,Carson City,107,Governor,,REP,"Lombardo, Joe",663
2022,NV,Carson City,107,Governor,,,None Of These Candidates,20
2022,NV,Carson City,107,Governor,,DEM,"SISOLAK, Steve",462
2022,NV,Carson City,107,Lieutenant Governor,,UNK,"Anthony, Stavros",670
2022,NV,Carson City,107,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",442
2022,NV,Carson City,107,Lieutenant Governor,,UNK,"Delap, John ""Trey""",10
2022,NV,Carson City,107,Lieutenant Governor,,UNK,"Hoge, William",11
2022,NV,Carson City,107,Lieutenant Governor,,,None Of These Candidates,20
2022,NV,Carson City,107,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",11
2022,NV,Carson City,107,QUESTION NO. CC 1,,,No,439
2022,NV,Carson City,107,QUESTION NO. CC 1,,,Yes,723
2022,NV,Carson City,107,"School Trustee, District 1",1,UNK,"Ramirez, Maria ""Lupe""",578
2022,NV,Carson City,107,"School Trustee, District 1",1,UNK,"Stinson, Jason",494
2022,NV,Carson City,107,"School Trustee, District 6",6,UNK,"Cobb-Adams, Shanna",414
2022,NV,Carson City,107,"School Trustee, District 6",6,UNK,"Walt, Molly",618
2022,NV,Carson City,107,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",519
2022,NV,Carson City,107,Secretary of State,,UNK,"Crane, Ross",9
2022,NV,Carson City,107,Secretary of State,,UNK,"Hansen, Janine",15
2022,NV,Carson City,107,Secretary of State,,REP,"Marchant, Jim",600
2022,NV,Carson City,107,Secretary of State,,,None Of These Candidates,21
2022,NV,Carson City,107,"State Assembly, District 40",40,UNK,"McDaniel, Shannon C.",411
2022,NV,Carson City,107,"State Assembly, District 40",40,UNK,"O'Neill, Philip ""PK""",723
2022,NV,Carson City,107,"State Assembly, District 40",40,UNK,"Toll, Sam",25
2022,NV,Carson City,107,State Controller,,UNK,"Matthews, Andy",679
2022,NV,Carson City,107,State Controller,,,None Of These Candidates,22
2022,NV,Carson City,107,State Controller,,UNK,"Profeta, Jed W.",13
2022,NV,Carson City,107,State Controller,,UNK,"Spiegel, Ellen",446
2022,NV,Carson City,107,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,636
2022,NV,Carson City,107,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,521
2022,NV,Carson City,107,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,706
2022,NV,Carson City,107,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,445
2022,NV,Carson City,107,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,682
2022,NV,Carson City,107,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,473
2022,NV,Carson City,107,"State Senate, District 16",16,UNK,"Krasner, Lisa",728
2022,NV,Carson City,107,"State Senate, District 16",16,UNK,"Sims, Aaron",418
2022,NV,Carson City,107,State Treasurer,,DEM,"Conine, Zach",515
2022,NV,Carson City,107,State Treasurer,,UNK,"Elliott, Bryan",20
2022,NV,Carson City,107,State Treasurer,,REP,"Fiore, Michele",583
2022,NV,Carson City,107,State Treasurer,,UNK,"Hendrickson, Margaret",18
2022,NV,Carson City,107,State Treasurer,,,None Of These Candidates,27
2022,NV,Carson City,107,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",807
2022,NV,Carson City,107,"Supreme Court Justice, Seat A",,,None Of These Candidates,241
2022,NV,Carson City,107,"Supreme Court Justice, Seat E",,,None Of These Candidates,201
2022,NV,Carson City,107,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",853
2022,NV,Carson City,107,"U.S. Representative in Congress, District 2",2,REP,"Amodei, Mark E.",762
2022,NV,Carson City,107,"U.S. Representative in Congress, District 2",2,UNK,"Baber, Darryl",8
2022,NV,Carson City,107,"U.S. Representative in Congress, District 2",2,UNK,"Best, Russell",11
2022,NV,Carson City,107,"U.S. Representative in Congress, District 2",2,UNK,"Krause, Elizabeth Mercedes",382
2022,NV,Carson City,107,United States Senator,,DEM,"Cortez Masto, Catherine",482
2022,NV,Carson City,107,United States Senator,,REP,"Laxalt, Adam Paul",656
2022,NV,Carson City,107,United States Senator,,UNK,"Lindemann, Barry",3
2022,NV,Carson City,107,United States Senator,,,None Of These Candidates,19
2022,NV,Carson City,107,United States Senator,,UNK,"RUBINSON, BARRY",7
2022,NV,Carson City,107,United States Senator,,UNK,"Scott, Neil",5
2022,NV,Carson City,109,Attorney General,,REP,"Chattah, Sigal",555
2022,NV,Carson City,109,Attorney General,,DEM,"Ford, Aaron D.",625
2022,NV,Carson City,109,Attorney General,,,None Of These Candidates,59
2022,NV,Carson City,109,"Board of Supervisors, Ward 1",,UNK,"Bradshaw, Wade",540
2022,NV,Carson City,109,"Board of Supervisors, Ward 1",,UNK,"Giomi, Stacey",662
2022,NV,Carson City,109,"Board of Supervisors, Ward 3",,UNK,"Horton, Curtis",713
2022,NV,Carson City,109,"Board of Supervisors, Ward 3",,UNK,"Wells, James R.",436
2022,NV,Carson City,109,Clerk-Recorder,,UNK,"Hoen, William ""Scott""",582
2022,NV,Carson City,109,Clerk-Recorder,,UNK,"Wilke-McCulloch, Stacie",614
2022,NV,Carson City,109,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",268
2022,NV,Carson City,109,"Court of Appeals Judge, Department 1",,,None Of These Candidates,288
2022,NV,Carson City,109,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",644
2022,NV,Carson City,109,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",925
2022,NV,Carson City,109,"Court of Appeals Judge, Department 2",,,None Of These Candidates,264
2022,NV,Carson City,109,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",861
2022,NV,Carson City,109,"Court of Appeals Judge, Department 3",,,None Of These Candidates,320
2022,NV,Carson City,109,Governor,,UNK,"Bridges, Ed",14
2022,NV,Carson City,109,Governor,,UNK,"Davis, Brandon",15
2022,NV,Carson City,109,Governor,,REP,"Lombardo, Joe",706
2022,NV,Carson City,109,Governor,,,None Of These Candidates,22
2022,NV,Carson City,109,Governor,,DEM,"SISOLAK, Steve",539
2022,NV,Carson City,109,Lieutenant Governor,,UNK,"Anthony, Stavros",711
2022,NV,Carson City,109,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",525
2022,NV,Carson City,109,Lieutenant Governor,,UNK,"Delap, John ""Trey""",9
2022,NV,Carson City,109,Lieutenant Governor,,UNK,"Hoge, William",14
2022,NV,Carson City,109,Lieutenant Governor,,,None Of These Candidates,21
2022,NV,Carson City,109,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",7
2022,NV,Carson City,109,QUESTION NO. CC 1,,,No,476
2022,NV,Carson City,109,QUESTION NO. CC 1,,,Yes,809
2022,NV,Carson City,109,"School Trustee, District 1",1,UNK,"Ramirez, Maria ""Lupe""",655
2022,NV,Carson City,109,"School Trustee, District 1",1,UNK,"Stinson, Jason",558
2022,NV,Carson City,109,"School Trustee, District 6",6,UNK,"Cobb-Adams, Shanna",466
2022,NV,Carson City,109,"School Trustee, District 6",6,UNK,"Walt, Molly",702
2022,NV,Carson City,109,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",581
2022,NV,Carson City,109,Secretary of State,,UNK,"Crane, Ross",7
2022,NV,Carson City,109,Secretary of State,,UNK,"Hansen, Janine",28
2022,NV,Carson City,109,Secretary of State,,REP,"Marchant, Jim",652
2022,NV,Carson City,109,Secretary of State,,,None Of These Candidates,21
2022,NV,Carson City,109,"State Assembly, District 40",40,UNK,"McDaniel, Shannon C.",504
2022,NV,Carson City,109,"State Assembly, District 40",40,UNK,"O'Neill, Philip ""PK""",757
2022,NV,Carson City,109,"State Assembly, District 40",40,UNK,"Toll, Sam",26
