year,state,county,precinct,office,district,party,candidate,votes
2022,NV,Clark,2663,Governor,,DEM,"SISOLAK, Steve",507
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Demonte, Noreen",757
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Dotson, Cybill",510
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Baucam, Suzan",717
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Saxe, Rebecca",569
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Gonzalez, Bill",599
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Goodey, Jessica",705
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Berkley, Max",553
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Wilson, Amy",734
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Bonaventure, Joseph",763
2022,NV,Clark,2663,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Chio, Danielle ""Pieper""",578
2022,NV,Clark,2663,Lieutenant Governor,,UNK,"Anthony, Stavros",1024
2022,NV,Clark,2663,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",496
2022,NV,Clark,2663,Lieutenant Governor,,UNK,"Delap, John ""Trey""",6
2022,NV,Clark,2663,Lieutenant Governor,,UNK,"Hoge, William",8
2022,NV,Clark,2663,Lieutenant Governor,,,None Of These Candidates,13
2022,NV,Clark,2663,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",10
2022,NV,Clark,2663,Public Administrator,,UNK,"Aldabbagh, Tabatha",37
2022,NV,Clark,2663,Public Administrator,,UNK,"Brown, Patsy",977
2022,NV,Clark,2663,Public Administrator,,UNK,"Reid, Rita Page",513
2022,NV,Clark,2663,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",539
2022,NV,Clark,2663,Secretary of State,,UNK,"Crane, Ross",9
2022,NV,Clark,2663,Secretary of State,,UNK,"Hansen, Janine",22
2022,NV,Clark,2663,Secretary of State,,REP,"Marchant, Jim",968
2022,NV,Clark,2663,Secretary of State,,,None Of These Candidates,18
2022,NV,Clark,2663,"State Assembly, District 13",13,UNK,"Hibbetts, Brian",1042
2022,NV,Clark,2663,"State Assembly, District 13",13,UNK,"Rucker, Will",488
2022,NV,Clark,2663,State Controller,,UNK,"Matthews, Andy",1010
2022,NV,Clark,2663,State Controller,,,None Of These Candidates,19
2022,NV,Clark,2663,State Controller,,UNK,"Profeta, Jed W.",20
2022,NV,Clark,2663,State Controller,,UNK,"Spiegel, Ellen",497
2022,NV,Clark,2663,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,826
2022,NV,Clark,2663,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,696
2022,NV,Clark,2663,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,865
2022,NV,Clark,2663,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,664
2022,NV,Clark,2663,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,895
2022,NV,Clark,2663,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,641
2022,NV,Clark,2663,State Treasurer,,DEM,"Conine, Zach",560
2022,NV,Clark,2663,State Treasurer,,UNK,"Elliott, Bryan",35
2022,NV,Clark,2663,State Treasurer,,REP,"Fiore, Michele",878
2022,NV,Clark,2663,State Treasurer,,UNK,"Hendrickson, Margaret",33
2022,NV,Clark,2663,State Treasurer,,,None Of These Candidates,47
2022,NV,Clark,2663,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",1086
2022,NV,Clark,2663,"Supreme Court Justice, Seat A",,,None Of These Candidates,283
2022,NV,Clark,2663,"Supreme Court Justice, Seat E",,,None Of These Candidates,286
2022,NV,Clark,2663,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",1082
2022,NV,Clark,2663,"U.S. Representative in Congress, District 4",4,UNK,"Horsford, Steven A.",547
2022,NV,Clark,2663,"U.S. Representative in Congress, District 4",4,UNK,"Peters, Sam",1003
2022,NV,Clark,2663,United States Senator,,DEM,"Cortez Masto, Catherine",526
2022,NV,Clark,2663,United States Senator,,REP,"Laxalt, Adam Paul",997
2022,NV,Clark,2663,United States Senator,,UNK,"Lindemann, Barry",13
2022,NV,Clark,2663,United States Senator,,,None Of These Candidates,18
2022,NV,Clark,2663,United States Senator,,UNK,"RUBINSON, BARRY",4
2022,NV,Clark,2663,United States Senator,,UNK,"Scott, Neil",8
2022,NV,Clark,2666,Attorney General,,REP,"Chattah, Sigal",550
2022,NV,Clark,2666,Attorney General,,DEM,"Ford, Aaron D.",836
2022,NV,Clark,2666,Attorney General,,,None Of These Candidates,52
2022,NV,Clark,2666,Constable North Las Vegas Township,,UNK,"Jeeves, Thomas",489
2022,NV,Clark,2666,Constable North Las Vegas Township,,UNK,"Lopez, Jr., Delgado M.",733
2022,NV,Clark,2666,County Assessor,,UNK,"Johnson, Briana",834
2022,NV,Clark,2666,County Assessor,,UNK,"Menesini, Brandon",40
2022,NV,Clark,2666,County Assessor,,UNK,"Oseguera, Helen ""Ms. OS""",583
2022,NV,Clark,2666,County Clerk,,UNK,"Goya, Lynn Marie",828
2022,NV,Clark,2666,County Clerk,,UNK,"Young, Bill",619
2022,NV,Clark,2666,County Recorder,,UNK,"Conway, Debbie",836
2022,NV,Clark,2666,County Recorder,,UNK,"Evans, John",613
2022,NV,Clark,2666,County Treasurer,,UNK,"Diaz, J. ""Ken""",807
2022,NV,Clark,2666,County Treasurer,,UNK,"Tracy, Mitchell T.",639
2022,NV,Clark,2666,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",374
2022,NV,Clark,2666,"Court of Appeals Judge, Department 1",,,None Of These Candidates,302
2022,NV,Clark,2666,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",667
2022,NV,Clark,2666,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",988
2022,NV,Clark,2666,"Court of Appeals Judge, Department 2",,,None Of These Candidates,340
2022,NV,Clark,2666,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",961
2022,NV,Clark,2666,"Court of Appeals Judge, Department 3",,,None Of These Candidates,369
2022,NV,Clark,2666,District Attorney,Attorney,UNK,"Treffinger, Timothy",599
2022,NV,Clark,2666,District Attorney,Attorney,UNK,"Wolfson, Steve",853
2022,NV,Clark,2666,"District Court Judge, Department  9",Court,UNK,"Gall, Maria",792
2022,NV,Clark,2666,"District Court Judge, Department  9",Court,UNK,"Leavitt, James Dean",469
2022,NV,Clark,2666,"District Court Judge, Department 11",Court,UNK,"Albertson, Anna",633
2022,NV,Clark,2666,"District Court Judge, Department 11",Court,UNK,"ROOHANI, ELLIE",629
2022,NV,Clark,2666,"District Court Judge, Department 17",Court,UNK,"Ganz, Adam",426
2022,NV,Clark,2666,"District Court Judge, Department 17",Court,UNK,"Moors, Lindsey D.",368
2022,NV,Clark,2666,"District Court Judge, Department 17",Court,UNK,"Schwartz, Jennifer",458
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Brewer, Kristine",266
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Hughes, Lynn",173
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Jacks, David",172
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Keels, Stephanie M.",152
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Kurth, Robert",94
2022,NV,Clark,2666,"District Court Judge, Family Division, Department A",Court,UNK,"Parlade, Maria D.",333
2022,NV,Clark,2666,Governor,,UNK,"Bridges, Ed",19
2022,NV,Clark,2666,Governor,,UNK,"Davis, Brandon",26
2022,NV,Clark,2666,Governor,,REP,"Lombardo, Joe",597
2022,NV,Clark,2666,Governor,,,None Of These Candidates,29
2022,NV,Clark,2666,Governor,,DEM,"SISOLAK, Steve",813
2022,NV,Clark,2666,Lieutenant Governor,,UNK,"Anthony, Stavros",606
2022,NV,Clark,2666,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",786
2022,NV,Clark,2666,Lieutenant Governor,,UNK,"Delap, John ""Trey""",11
2022,NV,Clark,2666,Lieutenant Governor,,UNK,"Hoge, William",13
2022,NV,Clark,2666,Lieutenant Governor,,,None Of These Candidates,41
2022,NV,Clark,2666,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",23
2022,NV,Clark,2666,Mayor of North Las Vegas,,UNK,"Goynes-Brown, Pamela A.",804
2022,NV,Clark,2666,Mayor of North Las Vegas,,UNK,"Spearman, Pat",496
2022,NV,Clark,2666,Public Administrator,,UNK,"Aldabbagh, Tabatha",49
2022,NV,Clark,2666,Public Administrator,,UNK,"Brown, Patsy",619
2022,NV,Clark,2666,Public Administrator,,UNK,"Reid, Rita Page",779
2022,NV,Clark,2666,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",823
2022,NV,Clark,2666,Secretary of State,,UNK,"Crane, Ross",16
2022,NV,Clark,2666,Secretary of State,,UNK,"Hansen, Janine",22
2022,NV,Clark,2666,Secretary of State,,REP,"Marchant, Jim",584
2022,NV,Clark,2666,Secretary of State,,,None Of These Candidates,35
2022,NV,Clark,2666,"State Assembly, District 13",13,UNK,"Hibbetts, Brian",640
2022,NV,Clark,2666,"State Assembly, District 13",13,UNK,"Rucker, Will",811
2022,NV,Clark,2666,State Controller,,UNK,"Matthews, Andy",619
2022,NV,Clark,2666,State Controller,,,None Of These Candidates,50
2022,NV,Clark,2666,State Controller,,UNK,"Profeta, Jed W.",20
2022,NV,Clark,2666,State Controller,,UNK,"Spiegel, Ellen",783
2022,NV,Clark,2666,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,446
2022,NV,Clark,2666,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,1001
2022,NV,Clark,2666,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,493
2022,NV,Clark,2666,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,952
2022,NV,Clark,2666,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,522
2022,NV,Clark,2666,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,908
2022,NV,Clark,2666,State Treasurer,,DEM,"Conine, Zach",803
2022,NV,Clark,2666,State Treasurer,,UNK,"Elliott, Bryan",27
2022,NV,Clark,2666,State Treasurer,,REP,"Fiore, Michele",580
2022,NV,Clark,2666,State Treasurer,,UNK,"Hendrickson, Margaret",20
2022,NV,Clark,2666,State Treasurer,,,None Of These Candidates,48
2022,NV,Clark,2666,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",1033
2022,NV,Clark,2666,"Supreme Court Justice, Seat A",,,None Of These Candidates,311
2022,NV,Clark,2666,"Supreme Court Justice, Seat E",,,None Of These Candidates,355
2022,NV,Clark,2666,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",982
2022,NV,Clark,2666,"U.S. Representative in Congress, District 4",4,UNK,"Horsford, Steven A.",850
2022,NV,Clark,2666,"U.S. Representative in Congress, District 4",4,UNK,"Peters, Sam",621
2022,NV,Clark,2666,United States Senator,,DEM,"Cortez Masto, Catherine",839
2022,NV,Clark,2666,United States Senator,,REP,"Laxalt, Adam Paul",588
2022,NV,Clark,2666,United States Senator,,UNK,"Lindemann, Barry",12
2022,NV,Clark,2666,United States Senator,,,None Of These Candidates,29
2022,NV,Clark,2666,United States Senator,,UNK,"RUBINSON, BARRY",9
2022,NV,Clark,2666,United States Senator,,UNK,"Scott, Neil",10
2022,NV,Clark,2673,Attorney General,,REP,"Chattah, Sigal",89
2022,NV,Clark,2673,Attorney General,,DEM,"Ford, Aaron D.",52
2022,NV,Clark,2673,Attorney General,,,None Of These Candidates,3
2022,NV,Clark,2673,County Assessor,,UNK,"Johnson, Briana",49
2022,NV,Clark,2673,County Assessor,,UNK,"Menesini, Brandon",0
2022,NV,Clark,2673,County Assessor,,UNK,"Oseguera, Helen ""Ms. OS""",93
2022,NV,Clark,2673,County Clerk,,UNK,"Goya, Lynn Marie",45
2022,NV,Clark,2673,County Clerk,,UNK,"Young, Bill",99
2022,NV,Clark,2673,County Recorder,,UNK,"Conway, Debbie",50
2022,NV,Clark,2673,County Recorder,,UNK,"Evans, John",94
2022,NV,Clark,2673,County Treasurer,,UNK,"Diaz, J. ""Ken""",45
2022,NV,Clark,2673,County Treasurer,,UNK,"Tracy, Mitchell T.",99
2022,NV,Clark,2673,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",27
2022,NV,Clark,2673,"Court of Appeals Judge, Department 1",,,None Of These Candidates,25
2022,NV,Clark,2673,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",79
2022,NV,Clark,2673,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",98
2022,NV,Clark,2673,"Court of Appeals Judge, Department 2",,,None Of These Candidates,27
2022,NV,Clark,2673,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",91
2022,NV,Clark,2673,"Court of Appeals Judge, Department 3",,,None Of These Candidates,37
2022,NV,Clark,2673,District Attorney,Attorney,UNK,"Treffinger, Timothy",93
2022,NV,Clark,2673,District Attorney,Attorney,UNK,"Wolfson, Steve",50
2022,NV,Clark,2673,"District Court Judge, Department  9",Court,UNK,"Gall, Maria",78
2022,NV,Clark,2673,"District Court Judge, Department  9",Court,UNK,"Leavitt, James Dean",45
2022,NV,Clark,2673,"District Court Judge, Department 11",Court,UNK,"Albertson, Anna",42
2022,NV,Clark,2673,"District Court Judge, Department 11",Court,UNK,"ROOHANI, ELLIE",77
2022,NV,Clark,2673,"District Court Judge, Department 17",Court,UNK,"Ganz, Adam",48
2022,NV,Clark,2673,"District Court Judge, Department 17",Court,UNK,"Moors, Lindsey D.",46
2022,NV,Clark,2673,"District Court Judge, Department 17",Court,UNK,"Schwartz, Jennifer",25
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Brewer, Kristine",21
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Hughes, Lynn",15
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Jacks, David",13
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Keels, Stephanie M.",8
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Kurth, Robert",22
2022,NV,Clark,2673,"District Court Judge, Family Division, Department A",Court,UNK,"Parlade, Maria D.",39
2022,NV,Clark,2673,Governor,,UNK,"Bridges, Ed",0
2022,NV,Clark,2673,Governor,,UNK,"Davis, Brandon",1
2022,NV,Clark,2673,Governor,,REP,"Lombardo, Joe",100
2022,NV,Clark,2673,Governor,,,None Of These Candidates,2
2022,NV,Clark,2673,Governor,,DEM,"SISOLAK, Steve",45
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Demonte, Noreen",75
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Dotson, Cybill",38
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Baucam, Suzan",78
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Saxe, Rebecca",37
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Gonzalez, Bill",58
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Goodey, Jessica",59
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Berkley, Max",49
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Wilson, Amy",70
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Bonaventure, Joseph",68
2022,NV,Clark,2673,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Chio, Danielle ""Pieper""",48
2022,NV,Clark,2673,Lieutenant Governor,,UNK,"Anthony, Stavros",100
2022,NV,Clark,2673,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",43
2022,NV,Clark,2673,Lieutenant Governor,,UNK,"Delap, John ""Trey""",0
2022,NV,Clark,2673,Lieutenant Governor,,UNK,"Hoge, William",0
2022,NV,Clark,2673,Lieutenant Governor,,,None Of These Candidates,3
2022,NV,Clark,2673,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",0
2022,NV,Clark,2673,Public Administrator,,UNK,"Aldabbagh, Tabatha",2
2022,NV,Clark,2673,Public Administrator,,UNK,"Brown, Patsy",98
2022,NV,Clark,2673,Public Administrator,,UNK,"Reid, Rita Page",44
2022,NV,Clark,2673,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",46
2022,NV,Clark,2673,Secretary of State,,UNK,"Crane, Ross",0
2022,NV,Clark,2673,Secretary of State,,UNK,"Hansen, Janine",3
2022,NV,Clark,2673,Secretary of State,,REP,"Marchant, Jim",93
2022,NV,Clark,2673,Secretary of State,,,None Of These Candidates,1
2022,NV,Clark,2673,"State Assembly, District 13",13,UNK,"Hibbetts, Brian",101
2022,NV,Clark,2673,"State Assembly, District 13",13,UNK,"Rucker, Will",42
2022,NV,Clark,2673,State Controller,,UNK,"Matthews, Andy",101
2022,NV,Clark,2673,State Controller,,,None Of These Candidates,1
2022,NV,Clark,2673,State Controller,,UNK,"Profeta, Jed W.",0
2022,NV,Clark,2673,State Controller,,UNK,"Spiegel, Ellen",44
2022,NV,Clark,2673,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,93
2022,NV,Clark,2673,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,51
2022,NV,Clark,2673,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,102
2022,NV,Clark,2673,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,43
2022,NV,Clark,2673,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,86
2022,NV,Clark,2673,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,61
2022,NV,Clark,2673,State Treasurer,,DEM,"Conine, Zach",51
2022,NV,Clark,2673,State Treasurer,,UNK,"Elliott, Bryan",0
2022,NV,Clark,2673,State Treasurer,,REP,"Fiore, Michele",89
2022,NV,Clark,2673,State Treasurer,,UNK,"Hendrickson, Margaret",3
2022,NV,Clark,2673,State Treasurer,,,None Of These Candidates,3
2022,NV,Clark,2673,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",107
2022,NV,Clark,2673,"Supreme Court Justice, Seat A",,,None Of These Candidates,22
2022,NV,Clark,2673,"Supreme Court Justice, Seat E",,,None Of These Candidates,23
2022,NV,Clark,2673,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",106
2022,NV,Clark,2673,"U.S. Representative in Congress, District 4",4,UNK,"Horsford, Steven A.",49
2022,NV,Clark,2673,"U.S. Representative in Congress, District 4",4,UNK,"Peters, Sam",99
2022,NV,Clark,2673,United States Senator,,DEM,"Cortez Masto, Catherine",48
2022,NV,Clark,2673,United States Senator,,REP,"Laxalt, Adam Paul",97
2022,NV,Clark,2673,United States Senator,,UNK,"Lindemann, Barry",2
2022,NV,Clark,2673,United States Senator,,,None Of These Candidates,1
2022,NV,Clark,2673,United States Senator,,UNK,"RUBINSON, BARRY",0
2022,NV,Clark,2673,United States Senator,,UNK,"Scott, Neil",0
2022,NV,Clark,2673,"University Board of Regents, District  8",8,UNK,"Crawford, Michelee ""Shelly""",52
2022,NV,Clark,2673,"University Board of Regents, District  8",8,UNK,"Rice, John Patrick",58
2022,NV,Clark,2675,Attorney General,,REP,"Chattah, Sigal",17
2022,NV,Clark,2675,Attorney General,,DEM,"Ford, Aaron D.",9
2022,NV,Clark,2675,Attorney General,,,None Of These Candidates,1
2022,NV,Clark,2675,County Assessor,,UNK,"Johnson, Briana",9
2022,NV,Clark,2675,County Assessor,,UNK,"Menesini, Brandon",0
2022,NV,Clark,2675,County Assessor,,UNK,"Oseguera, Helen ""Ms. OS""",18
2022,NV,Clark,2675,County Clerk,,UNK,"Goya, Lynn Marie",9
2022,NV,Clark,2675,County Clerk,,UNK,"Young, Bill",17
2022,NV,Clark,2675,County Recorder,,UNK,"Conway, Debbie",9
2022,NV,Clark,2675,County Recorder,,UNK,"Evans, John",18
2022,NV,Clark,2675,County Treasurer,,UNK,"Diaz, J. ""Ken""",9
2022,NV,Clark,2675,County Treasurer,,UNK,"Tracy, Mitchell T.",18
2022,NV,Clark,2675,"Court of Appeals Judge, Department 1",,UNK,"Forsberg, Rhonda K.",9
2022,NV,Clark,2675,"Court of Appeals Judge, Department 1",,,None Of These Candidates,4
2022,NV,Clark,2675,"Court of Appeals Judge, Department 1",,UNK,"Westbrook, Deborah",11
2022,NV,Clark,2675,"Court of Appeals Judge, Department 2",,UNK,"Gibbons, Michael",20
2022,NV,Clark,2675,"Court of Appeals Judge, Department 2",,,None Of These Candidates,5
2022,NV,Clark,2675,"Court of Appeals Judge, Department 3",,UNK,"Bulla, Bonnie",19
2022,NV,Clark,2675,"Court of Appeals Judge, Department 3",,,None Of These Candidates,6
2022,NV,Clark,2675,District Attorney,Attorney,UNK,"Treffinger, Timothy",18
2022,NV,Clark,2675,District Attorney,Attorney,UNK,"Wolfson, Steve",9
2022,NV,Clark,2675,"District Court Judge, Department  9",Court,UNK,"Gall, Maria",12
2022,NV,Clark,2675,"District Court Judge, Department  9",Court,UNK,"Leavitt, James Dean",11
2022,NV,Clark,2675,"District Court Judge, Department 11",Court,UNK,"Albertson, Anna",11
2022,NV,Clark,2675,"District Court Judge, Department 11",Court,UNK,"ROOHANI, ELLIE",11
2022,NV,Clark,2675,"District Court Judge, Department 17",Court,UNK,"Ganz, Adam",10
2022,NV,Clark,2675,"District Court Judge, Department 17",Court,UNK,"Moors, Lindsey D.",5
2022,NV,Clark,2675,"District Court Judge, Department 17",Court,UNK,"Schwartz, Jennifer",7
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Brewer, Kristine",3
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Hughes, Lynn",1
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Jacks, David",1
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Keels, Stephanie M.",1
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Kurth, Robert",9
2022,NV,Clark,2675,"District Court Judge, Family Division, Department A",Court,UNK,"Parlade, Maria D.",7
2022,NV,Clark,2675,Governor,,UNK,"Bridges, Ed",0
2022,NV,Clark,2675,Governor,,UNK,"Davis, Brandon",0
2022,NV,Clark,2675,Governor,,REP,"Lombardo, Joe",18
2022,NV,Clark,2675,Governor,,,None Of These Candidates,0
2022,NV,Clark,2675,Governor,,DEM,"SISOLAK, Steve",9
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Demonte, Noreen",15
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 10",,UNK,"Dotson, Cybill",7
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Baucam, Suzan",21
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 13",,UNK,"Saxe, Rebecca",1
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Gonzalez, Bill",2
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 6",,UNK,"Goodey, Jessica",19
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Berkley, Max",13
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 7",,UNK,"Wilson, Amy",9
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Bonaventure, Joseph",18
2022,NV,Clark,2675,"Justice of the Peace Las Vegas Township, Department 9",,UNK,"Chio, Danielle ""Pieper""",5
2022,NV,Clark,2675,Lieutenant Governor,,UNK,"Anthony, Stavros",18
2022,NV,Clark,2675,Lieutenant Governor,,UNK,"Cano Burkhead, Elizabeth ""Lisa""",9
2022,NV,Clark,2675,Lieutenant Governor,,UNK,"Delap, John ""Trey""",0
2022,NV,Clark,2675,Lieutenant Governor,,UNK,"Hoge, William",0
2022,NV,Clark,2675,Lieutenant Governor,,,None Of These Candidates,0
2022,NV,Clark,2675,Lieutenant Governor,,UNK,"Tachiquin, Javi ""Trujillo""",0
2022,NV,Clark,2675,Public Administrator,,UNK,"Aldabbagh, Tabatha",1
2022,NV,Clark,2675,Public Administrator,,UNK,"Brown, Patsy",18
2022,NV,Clark,2675,Public Administrator,,UNK,"Reid, Rita Page",8
2022,NV,Clark,2675,Secretary of State,,DEM,"Aguilar, Francisco ""Cisco""",8
2022,NV,Clark,2675,Secretary of State,,UNK,"Crane, Ross",0
2022,NV,Clark,2675,Secretary of State,,UNK,"Hansen, Janine",1
2022,NV,Clark,2675,Secretary of State,,REP,"Marchant, Jim",18
2022,NV,Clark,2675,Secretary of State,,,None Of These Candidates,0
2022,NV,Clark,2675,"State Assembly, District  4",4,UNK,"Burns, Darby Lee",7
2022,NV,Clark,2675,"State Assembly, District  4",4,UNK,"McArthur, Richard",18
2022,NV,Clark,2675,State Controller,,UNK,"Matthews, Andy",18
2022,NV,Clark,2675,State Controller,,,None Of These Candidates,0
2022,NV,Clark,2675,State Controller,,UNK,"Profeta, Jed W.",0
2022,NV,Clark,2675,State Controller,,UNK,"Spiegel, Ellen",9
2022,NV,Clark,2675,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,No,18
2022,NV,Clark,2675,STATE QUESTION NO. 1 - EQUAL RIGHTS AMENDMENT,,,Yes,9
2022,NV,Clark,2675,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,No,18
2022,NV,Clark,2675,STATE QUESTION NO. 2 - MINIMUM WAGE AMENDMENT,,,Yes,9
2022,NV,Clark,2675,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,No,17
2022,NV,Clark,2675,STATE QUESTION NO. 3 - TOP FIVE RANKED CHOICE VOTING INITIATIVE,,,Yes,10
2022,NV,Clark,2675,State Treasurer,,DEM,"Conine, Zach",9
2022,NV,Clark,2675,State Treasurer,,UNK,"Elliott, Bryan",0
2022,NV,Clark,2675,State Treasurer,,REP,"Fiore, Michele",18
2022,NV,Clark,2675,State Treasurer,,UNK,"Hendrickson, Margaret",0
2022,NV,Clark,2675,State Treasurer,,,None Of These Candidates,0
2022,NV,Clark,2675,"Supreme Court Justice, Seat A",,UNK,"Bell, Linda",20
2022,NV,Clark,2675,"Supreme Court Justice, Seat A",,,None Of These Candidates,5
2022,NV,Clark,2675,"Supreme Court Justice, Seat E",,,None Of These Candidates,4
2022,NV,Clark,2675,"Supreme Court Justice, Seat E",,UNK,"Parraguirre, Ron D.",21
2022,NV,Clark,2675,"U.S. Representative in Congress, District 4",4,UNK,"Horsford, Steven A.",9
2022,NV,Clark,2675,"U.S. Representative in Congress, District 4",4,UNK,"Peters, Sam",18
