year,county,precinct,votes
2010,Clark,4325 - LAS,17386
2010,Clark,5383 - LAS,17370
2010,Clark,2461 - LAS,17287
2010,Clark,4385 - LAS,17259
2010,Clark,1401 - HEN,17238
2010,Clark,5414 - County,17231
2010,Clark,1440 - HEN,17174
2010,Clark,6445 - County,17163
2010,Clark,1308 - County,17133
2010,Clark,6360 - LAS,17105
2010,Clark,1350 - County,17064
2010,Clark,5035 - County,17054
2010,Clark,3506 - LAS,17031
2010,Clark,1445 - HEN,17030
2010,Clark,3434 - LAS,16940
2010,Clark,1442 - HEN,16902
2010,Clark,7382 - County,16872
2010,Clark,3035 - LAS,16829
2010,Clark,3355 - LAS,16814
2010,Clark,5385 - LAS,16806
2010,Clark,2325 - LAS,16775
2010,Clark,6404 - County,16771
2010,Clark,5031 - County,16721
2010,Clark,1300 - County,16708
2010,Clark,3326 - LAS,16684
2010,Clark,3603 - LAS,16651
2010,Clark,7392 - HEN,16639
2010,Clark,6491 - County,16629
2010,Clark,1463 - HEN,16606
2010,Clark,6071 - County,16486
2010,Clark,6352 - LAS,16471
2010,Clark,6476 - County,16447
2010,Clark,1532 - MVA,16385
2010,Clark,5016 - County,16334
2010,Clark,4468 - LAS,16313
2010,Clark,7330 - County,16273
2010,Washoe,RENO-VERDI 1028,16254
2010,Clark,2459 - NLV,16229
2010,Clark,4460 - LAS,16181
2010,Clark,5401 - County,16148
2010,Clark,5315 - LAS,16130
2010,Clark,1400 - HEN,16069
2010,Clark,6325 - LAS,16065
2010,Clark,2455 - LAS,16040
2010,Clark,1454 - HEN,15910
2010,Clark,6478 - County,15905
2010,Clark,3556 - LAS,15885
2010,Clark,7331 - County,15843
2010,Clark,6403 - LAS,15782
2010,Clark,1508 - HEN,15687
2010,Clark,6420 - County,15684
2010,Clark,3331 - County,15626
2010,Clark,2460 - LAS,15586
2010,Clark,7343 - HEN,15501
2010,Clark,5374 - County,15477
2010,Clark,5354 - County,15414
2010,Clark,2367 - NLV,15363
2010,Clark,7425 - County,15348
2010,Clark,2431 - County,15339
2010,Clark,2302 - LAS,15302
2010,Clark,3422 - LAS,15244
2010,Clark,7313 - County,15209
2010,Clark,2363 - NLV,15191
2010,Clark,6334 - LAS,15127
2010,Clark,7393 - HEN,15095
2010,Clark,3403 - LAS,15083
2010,Clark,1357 - County,15069
2010,Clark,1450 - HEN,15066
2010,Clark,6483 - County,14956
2010,Clark,3490 - LAS,14948
2010,Clark,2452 - LAS,14939
2010,Clark,1443 - HEN,14902
2010,Clark,4320 - LAS,14902
2010,Clark,1301 - County,14759
2010,Clark,6067 - County,14695
2010,Clark,1413 - County,14654
2010,Clark,6361 - LAS,14639
2010,Clark,4464 - LAS,14579
2010,Clark,7376 - County,14576
2010,Clark,7302 - County,14540
2010,Clark,2433 - County,14456
2010,Clark,4383 - LAS,14449
2010,Clark,2424 - NLV,14428
2010,Washoe,SPARKS 6201,14415
2010,Washoe,SPARKS 6517,14340
2010,Clark,6543 - County,14279
2010,Clark,6453 - County,14215
2010,Clark,5336 - County,14193
2010,Clark,3575 - LAS,14092
2010,Clark,5386 - County,14092
2010,Clark,7421 - HEN,14043
2010,Clark,6414 - County,14026
2010,Clark,1500 - HEN,13998
2010,Clark,2453 - LAS,13998
2010,Clark,7061 - County,13962
2010,Clark,6074 - County,13915
2010,Clark,7300 - County,13859
2010,Clark,6442 - County,13857
2010,Clark,6344 - LAS,13631
2010,Clark,3340 - LAS,13589
2010,Clark,3421 - LAS,13535
2010,Clark,7363 - HEN,13455
2010,Clark,1004 - BOC,13412
2010,Clark,1479 - HEN,13356
2010,Clark,1477 - HEN,13352
2010,Clark,1441 - HEN,13345
2010,Clark,1422 - HEN,13308
2010,Clark,2413 - County,13210
2010,Clark,3345 - LAS,13191
2010,Clark,6340 - LAS,13190
2010,Clark,4374 - LAS,13173
2010,Clark,5380 - County,13116
2010,Clark,4371 - LAS,13092
2010,Clark,7038 - County,13040
2010,Clark,3312 - LAS,13038
2010,Clark,2426 - NLV,13011
2010,Washoe,RENO-VERDI 3037,12967
2010,Clark,7304 - County,12841
2010,Clark,5363 - County,12830
2010,Clark,6394 - LAS,12820
2010,Clark,6310 - LAS,12817
2010,Clark,3525 - LAS,12751
2010,Clark,3343 - LAS,12711
2010,Clark,7346 - HEN,12681
2010,Clark,2420 - County,12659
2010,Clark,6392 - LAS,12555
2010,Washoe,SPARKS 6402,12490
2010,Clark,1444 - HEN,12456
2010,Clark,1112 - HEN,12445
2010,Clark,6351 - LAS,12433
2010,Clark,7060 - County,12338
2010,Clark,5305 - County,12285
2010,Clark,1165 - HEN,12267
2010,Clark,2412 - County,12261
2010,Clark,6373 - LAS,12251
2010,Washoe,SPARKS 6112,12244
2010,Clark,1425 - HEN,12180
2010,Clark,5392 - County,12147
2010,Clark,7301 - County,12091
2010,Clark,1478 - HEN,12085
2010,Clark,3526 - LAS,12057
2010,Clark,6311 - LAS,12041
2010,Clark,5340 - County,11955
2010,Clark,5365 - County,11934
2010,Washoe,SPARKS 6504,11908
2010,Clark,2425 - NLV,11818
2010,Clark,3384 - LAS,11799
2010,Clark,2361 - NLV,11798
2010,Clark,1017 - BUN,11787
2010,Clark,4347 - LAS,11777
2010,Clark,1060 - County,11761
2010,Clark,1319 - County,11731
2010,Clark,7420 - HEN,11675
2010,Clark,5361 - County,11507
2010,Clark,5381 - County,11478
2010,Clark,7308 - County,11463
2010,Clark,3569 - LAS,11447
2010,Clark,6462 - County,11424
2010,Clark,6034 - LAS,11382
2010,Clark,7389 - County,11339
2010,Clark,7340 - County,11327
2010,Clark,1460 - HEN,11319
2010,Clark,2321 - LAS,11262
2010,Clark,5373 - County,11192
2010,Clark,1317 - County,11116
2010,Clark,5371 - County,11060
2010,Clark,5303 - County,10966
2010,Clark,2048 - LAS,10930
2010,Clark,5364 - County,10930
2010,Clark,6464 - County,10907
2010,Clark,1123 - HEN,10864
2010,Carson City,213,10854
2010,Clark,6391 - LAS,10828
2010,Clark,4031 - LAS,10791
2010,Clark,2047 - LAS,10762
2010,Clark,2322 - LAS,10742
2010,Clark,7385 - County,10652
2010,Clark,7381 - County,10534
2010,Clark,3536 - County,10511
2010,Clark,4312 - NLV,10486
2010,Clark,2345 - LAS,10423
2010,Clark,1314 - County,10406
2010,Clark,6443 - County,10337
2010,Clark,3402 - LAS,10243
2010,Clark,6542 - County,10220
2010,Clark,4465 - LAS,10210
2010,Washoe,SPARKS 6404,10148
2010,Clark,6425 - County,10145
2010,Washoe,SPARKS 7535,10086
2010,Clark,6341 - LAS,10050
2010,Clark,6516 - County,10012
2010,Clark,3400 - LAS,9976
2010,Clark,7071 - County,9933
2010,Clark,1462 - HEN,9878
2010,Clark,3120 - LAS,9855
2010,Clark,6393 - LAS,9806
2010,Clark,5360 - County,9784
2010,Clark,3396 - LAS,9772
2010,Clark,7319 - County,9742
2010,Clark,6382 - LAS,9706
2010,Clark,6068 - County,9607
2010,Washoe,RENO-VERDI 7311,9588
2010,Clark,6333 - LAS,9584
2010,Clark,3394 - LAS,9535
2010,Clark,7309 - County,9382
2010,Clark,7316 - County,9372
2010,Clark,4370 - LAS,9346
2010,Clark,1347 - HEN,9328
2010,Clark,6304 - County,9328
2010,Clark,4364 - LAS,9221
2010,Clark,4417 - NLV,9189
2010,Clark,2418 - County,9135
2010,Washoe,SPARKS 6426,9119
2010,Clark,4425 - County,9019
2010,Clark,3336 - County,9009
2010,Clark,4410 - NLV,8954
2010,Clark,6381 - LAS,8915
2010,Clark,5370 - County,8909
2010,Clark,7323 - County,8839
2010,Clark,7370 - LAS,8800
2010,Clark,1434 - HEN,8791
2010,Clark,5300 - LAS,8779
2010,Clark,3314 - County,8729
2010,Clark,1109 - HEN,8585
2010,Clark,1393 - HEN,8548
2010,Clark,1466 - HEN,8546
2010,Clark,1491 - HEN,8482
2010,Clark,2333 - LAS,8475
2010,Clark,7364 - HEN,8401
2010,Clark,6430 - County,8303
2010,Clark,6413 - County,8171
2010,Clark,4443 - County,8115
2010,Clark,7383 - County,7998
2010,Clark,6370 - LAS,7928
2010,Clark,3425 - LAS,7888
2010,Clark,5334 - County,7873
2010,Clark,4396 - NLV,7866
2010,Clark,2462 - LAS,7829
2010,Clark,7384 - County,7826
2010,Clark,3315 - County,7738
2010,Clark,4355 - LAS,7700
2010,Clark,6473 - County,7671
2010,Clark,4343 - LAS,7663
2010,Clark,1432 - HEN,7650
2010,Clark,2448 - NLV,7646
2010,Clark,4375 - LAS,7638
2010,Clark,5402 - County,7589
2010,Clark,2122 - County,7583
2010,Clark,4353 - LAS,7541
2010,Clark,3311 - LAS,7492
2010,Clark,5343 - County,7421
2010,Washoe,RENO-VERDI 4004,7376
2010,Clark,7305 - County,7359
2010,Clark,1403 - HEN,7314
2010,Clark,1412 - County,7284
2010,Clark,3303 - County,7245
2010,Clark,3325 - County,7188
2010,Clark,2332 - LAS,7163
2010,Clark,4403 - NLV,7109
2010,Washoe,RENO-VERDI 2003,7109
2010,Washoe,RENO-VERDI 4049,7103
2010,Washoe,RENO-VERDI 5057,7029
2010,Clark,4426 - County,6988
2010,Clark,7350 - HEN,6984
2010,Clark,4455 - LAS,6932
2010,Clark,7336 - County,6847
2010,Clark,6385 - LAS,6832
2010,Clark,6372 - LAS,6829
2010,Washoe,RENO-VERDI 8270,6801
2010,Clark,6532 - County,6698
2010,Clark,2307 - LAS,6665
2010,Washoe,RENO-VERDI 8278,6624
2010,Clark,3531 - County,6612
2010,Clark,5362 - County,6607
2010,Clark,4386 - LAS,6539
2010,Clark,6390 - LAS,6522
2010,Washoe,RENO-VERDI 2008,6522
2010,Washoe,SPARKS 6505,6516
2010,Clark,5342 - County,6470
2010,Washoe,SPARKS 6509,6464
2010,Clark,4414 - NLV,6451
2010,Washoe,SPARKS 6506,6415
2010,Clark,5321 - County,6353
2010,Clark,4441 - County,6345
2010,Clark,6312 - LAS,6319
2010,Clark,7070 - County,6288
2010,Clark,7325 - County,6275
2010,Clark,2355 - LAS,6271
2010,Clark,2414 - County,6269
2010,Clark,7373 - LAS,6236
2010,Clark,4356 - LAS,6207
2010,Clark,4436 - County,6185
2010,Washoe,SPARKS 6419,6135
2010,Clark,2370 - NLV,5885
2010,Clark,5313 - LAS,5815
2010,Clark,4321 - LAS,5789
2010,Clark,4348 - LAS,5783
2010,Clark,4394 - NLV,5778
2010,Clark,4433 - County,5753
2010,Clark,6320 - LAS,5731
2010,Clark,2313 - LAS,5680
2010,Clark,5391 - County,5672
2010,Clark,6400 - LAS,5633
2010,Clark,1416 - HEN,5597
2010,Washoe,RENO-VERDI 2005,5468
2010,Clark,3300 - County,5395
2010,Clark,4452 - LAS,5370
2010,Clark,2470 - MOA,5365
2010,Clark,3453 - LAS,5354
2010,Clark,2471 - MOA,5347
2010,Clark,4451 - LAS,5272
2010,Clark,3577 - County,5248
2010,Clark,5314 - County,5216
2010,Clark,6365 - LAS,5067
2010,Clark,6384 - LAS,5014
2010,Washoe,RENO-VERDI 5029,5002
2010,Clark,2334 - County,4973
2010,Clark,4440 - County,4917
2010,Clark,4300 - NLV,4852
2010,Clark,1464 - HEN,4737
2010,Clark,3301 - LAS,4733
2010,Washoe,RENO-VERDI 7310,4726
2010,Clark,6383 - LAS,4712
2010,Washoe,RENO-VERDI 1037,4699
2010,Clark,6485 - County,4686
2010,Clark,1501 - HEN,4646
2010,Clark,3186 - County,4643
2010,Clark,6474 - County,4640
2010,Clark,2427 - County,4597
2010,Clark,6324 - County,4531
2010,Clark,2339 - County,4490
2010,Clark,5316 - LAS,4475
2010,Clark,4351 - LAS,4374
2010,Washoe,RENO-VERDI 8215,4058
2010,Clark,7362 - HEN,4042
2010,Clark,3411 - LAS,3985
2010,Clark,5075 - County,3933
2010,Clark,6353 - LAS,3884
2010,Clark,6411 - County,3878
2010,Clark,4393 - NLV,3845
2010,Washoe,RENO-VERDI 2059,3802
2010,Clark,2341 - LAS,3798
2010,Clark,4413 - NLV,3798
2010,Clark,2331 - LAS,3780
2010,Clark,1476 - HEN,3772
2010,Washoe,RENO-VERDI 7544,3735
2010,Clark,4422 - NLV,3717
2010,Clark,6364 - LAS,3652
2010,Washoe,SPARKS 7515,3642
2010,Clark,6330 - LAS,3581
2010,Clark,4361 - LAS,3545
2010,Clark,4412 - NLV,3500
2010,Clark,4431 - County,3473
2010,Clark,2410 - NLV,3415
2010,Clark,6331 - LAS,3409
2010,Clark,3316 - County,3321
2010,Clark,4341 - LAS,3297
2010,Clark,4382 - LAS,3294
2010,Clark,2336 - County,3202
2010,Clark,3480 - County,3188
2010,Clark,4302 - NLV,3182
2010,Clark,4420 - NLV,3180
2010,Clark,4331 - LAS,3154
2010,Washoe,RENO-VERDI 7301,3114
2010,Clark,4402 - NLV,3108
2010,Clark,6423 - County,3098
2010,Washoe,RENO-VERDI 2052,3059
2010,Clark,2323 - LAS,3055
2010,Clark,3459 - County,3026
2010,Clark,3515 - County,3006
2010,Clark,3497 - County,2988
2010,Clark,4462 - LAS,2953
2010,Clark,4397 - NLV,2772
2010,Clark,3511 - County,2769
2010,Clark,6321 - County,2756
2010,Clark,5302 - County,2754
2010,Washoe,RENO-VERDI 8262,2745
2010,Clark,4392 - NLV,2725
2010,Clark,4373 - LAS,2670
2010,Clark,4444 - County,2663
2010,Clark,2104 - County,2613
2010,Clark,5341 - County,2577
2010,Clark,4372 - LAS,2571
2010,Clark,2347 - County,2546
2010,Clark,7372 - LAS,2379
2010,Washoe,RENO-VERDI 2001,2304
2010,Washoe,SPARKS 7409 (MP),2287
2010,Clark,5331 - County,2243
2010,Clark,4411 - NLV,2228
2010,Clark,3555 - County,2190
2010,Washoe,RENO-VERDI 8248,2102
2010,Washoe,RENO-VERDI 4013,2092
2010,Washoe,SPARKS 6102,2057
2010,Clark,2423 - County,2039
2010,Clark,4323 - County,1991
2010,Washoe,RENO-VERDI 4006,1972
2010,Clark,4050 - LAS,1949
2010,Washoe,RENO-VERDI 8241,1930
2010,Clark,4350 - LAS,1923
2010,Clark,2340 - County,1920
2010,Clark,3570 - County,1865
2010,Clark,3354 - LAS,1861
2010,Clark,6335 - County,1844
2010,Clark,3493 - County,1840
2010,Clark,2320 - County,1802
2010,Washoe,RENO-VERDI 3033,1788
2010,Clark,4435 - County,1781
2010,Clark,2326 - LAS,1744
2010,Clark,4427 - County,1706
2010,Washoe,GER-WADS 7423,1699
2010,Clark,2335 - County,1678
2010,Clark,5312 - LAS,1633
2010,Clark,4022 - NLV,1611
2010,Clark,2416 - County,1599
2010,Clark,4352 - LAS,1574
2010,Clark,7310 - County,1572
2010,Clark,4453 - LAS,1517
2010,Clark,6525 - County,1493
2010,Clark,6038 - County,1454
2010,Washoe,RENO-VERDI 7539 (MP),1452
2010,Clark,4401 - NLV,1448
2010,Washoe,SPARKS 6412,1448
2010,Clark,7307 - County,1425
2010,Clark,9993 - PROVISIONAL,1415
2010,Clark,4035 - LAS,1383
2010,Clark,3454 - LAS,1362
2010,Clark,7367 - County,1352
2010,Clark,7371 - LAS,1345
2010,Washoe,RENO-VERDI 8244,1341
2010,Clark,6371 - LAS,1315
2010,Clark,6322 - LAS,1314
2010,Clark,3310 - LAS,1309
2010,Clark,1306 - County,1307
2010,Clark,4391 - NLV,1298
2010,Clark,1457 - County,1286
2010,Clark,5306 - County,1205
2010,Washoe,RENO-VERDI 4011,1161
2010,Washoe,RENO-VERDI 4010,1146
2010,Clark,4019 - NLV,1133
2010,Clark,9991 - PROVISIONAL,1123
2010,Washoe,RENO-VERDI 1019,1115
2010,Clark,3512 - County,1109
2010,Clark,6031 - LAS,1067
2010,Clark,6315 - County,1050
2010,Clark,7077 - County,999
2010,Clark,4344 - LAS,996
2010,Washoe,RENO-VERDI 2012,964
2010,Clark,4445 - County,953
2010,Clark,4442 - County,943
2010,Clark,3440 - County,940
2010,Clark,4363 - LAS,931
2010,Clark,4450 - LAS,925
2010,Clark,3446 - LAS,921
2010,Clark,3543 - County,898
2010,Clark,3488 - County,894
2010,Washoe,RENO-VERDI 8288,881
2010,Washoe,RENO-VERDI 8242,879
2010,Clark,1448 - County,834
2010,Clark,5301 - County,795
2010,Clark,1535 - County,777
2010,Washoe,PROV,757
2010,Clark,4432 - County,756
2010,Clark,3487 - County,742
2010,Clark,2428 - County,741
2010,Washoe,RENO-VERDI 8228,727
2010,Clark,4345 - LAS,723
2010,Clark,3477 - County,714
2010,Clark,3519 - County,697
2010,Clark,5335 - County,656
2010,Clark,7344 - HEN,656
2010,Clark,1050 - County,642
2010,Clark,3523 - County,630
2010,Clark,2348 - County,620
2010,Clark,4340 - LAS,575
2010,Clark,3533 - County,567
2010,Clark,3436 - LAS,556
2010,Clark,3521 - County,548
2010,Clark,4342 - LAS,540
2010,Clark,2472 - MOA,530
2010,Clark,3302 - LAS,529
2010,Clark,2106 - County,507
2010,Washoe,RENO-VERDI 8251,490
2010,Clark,4428 - NLV,487
2010,Washoe,RENO-VERDI 8223,454
2010,Washoe,RENO-VERDI 8131,438
2010,Clark,3432 - LAS,437
2010,Clark,3563 - County,436
2010,Clark,2475 - MOA,433
2010,Washoe,RENO-VERDI 8230,410
2010,Washoe,RENO-VERDI 7511,388
2010,Washoe,RENO-VERDI 7303,384
2010,Washoe,RENO-VERDI 8252,383
2010,Washoe,RENO-VERDI 8281,349
2010,Washoe,RENO-VERDI 8120,292
2010,Washoe,RENO-VERDI 8255,256
2010,Washoe,SPARKS 7305,220
2010,Washoe,SPARKS 7419,207
2010,Clark,1534 - County,189
2010,Clark,9003 - OVR,144
2010,Clark,9001 - OVR,80
2010,Washoe,FOC,61
2010,Clark,9992 - PROVISIONAL,26
2010,Clark,4405 - NLV,20
2010,Carson City,999,0
2010,Churchill,99,0
2010,Clark,1131 - HEN,0
2010,Clark,1132 - County,0
2010,Clark,1169- BOC,0
2010,Clark,1315 - County,0
2010,Clark,1360 - County,0
2010,Clark,1362 - HEN,0
2010,Clark,1370 - County,0
2010,Clark,1373 - County,0
2010,Clark,1388 -  HEN,0
2010,Clark,1471 - HEN,0
2010,Clark,1474 - HEN,0
2010,Clark,1475 - County,0
2010,Clark,1486 - HEN,0
2010,Clark,1496 - BOC,0
2010,Clark,1502 - County,0
2010,Clark,1503 - County,0
2010,Clark,1536 - County,0
2010,Clark,1537 - County,0
2010,Clark,1538 - County,0
2010,Clark,1539 - County,0
2010,Clark,1540 - County,0
2010,Clark,1541 - County,0
2010,Clark,1542 - County,0
2010,Clark,2050 - LAS,0
2010,Clark,2052 - LAS,0
2010,Clark,2319 - County,0
2010,Clark,2324 - LAS,0
2010,Clark,2328 - LAS,0
2010,Clark,2329 - LAS,0
2010,Clark,2337 - County,0
2010,Clark,2338 - LAS,0
2010,Clark,2343 - County,0
2010,Clark,2344 - LAS,0
2010,Clark,2349 - LAS,0
2010,Clark,2357 - LAS,0
2010,Clark,2358 - LAS,0
2010,Clark,2415 - County,0
2010,Clark,2421 - County,0
2010,Clark,2437 - County,0
2010,Clark,2438 - NLV,0
2010,Clark,2442 - County,0
2010,Clark,2443 - County,0
2010,Clark,2450 - LAS,0
2010,Clark,2485 - County,0
2010,Clark,3147 - County,0
2010,Clark,3304 - County,0
2010,Clark,3305 - County,0
2010,Clark,3306 - County,0
2010,Clark,3308 - LAS,0
2010,Clark,3309 - LAS,0
2010,Clark,3441 - County,0
2010,Clark,3455 - County,0
2010,Clark,3456 - County,0
2010,Clark,3466 - LAS,0
2010,Clark,3473 - County,0
2010,Clark,3479 - County,0
2010,Clark,3486 - LAS,0
2010,Clark,3492 - County,0
2010,Clark,3498 - LAS,0
2010,Clark,3499 - County,0
2010,Clark,3516 - County,0
2010,Clark,3522 - County,0
2010,Clark,3524 - LAS,0
2010,Clark,3528 - LAS,0
2010,Clark,3529 - LAS,0
2010,Clark,3551 - LAS,0
2010,Clark,3558 - County,0
2010,Clark,3560 - County,0
2010,Clark,3568 - County,0
2010,Clark,3572 - LAS,0
2010,Clark,3573 - LAS,0
2010,Clark,4332 - LAS,0
2010,Clark,4390 - NLV,0
2010,Clark,4395 - NLV,0
2010,Clark,4398 - NLV,0
2010,Clark,4404 - NLV,0
2010,Clark,4421 - NLV,0
2010,Clark,4423 - NLV,0
2010,Clark,5310 - LAS,0
2010,Clark,5366 - County,0
2010,Clark,5367 - County,0
2010,Clark,5382 - County,0
2010,Clark,6301 - LAS,0
2010,Clark,6302 - LAS,0
2010,Clark,6303 - LAS,0
2010,Clark,6314 - LAS,0
2010,Clark,6316 - County,0
2010,Clark,6319 - County,0
2010,Clark,6339 - LAS,0
2010,Clark,6402 - LAS,0
2010,Clark,6410 - County,0
2010,Clark,6489 - County,0
2010,Clark,6501 - HEN,0
2010,Clark,6511 - County,0
2010,Clark,7320 - County,0
2010,Clark,7339 - HEN,0
2010,Clark,7348 - HEN,0
2010,Clark,7349 - HEN,0
2010,Clark,7368 - County,0
2010,Clark,7396 - HEN,0
2010,Clark,7397 - HEN,0
2010,Clark,9002 - OVR,0
2010,Clark,9994- CHAL,0
2010,Douglas,99,0
2010,Elko,99,0
2010,Esmeralda,99,0
2010,Eureka,99,0
2010,Humboldt,99,0
2010,Lander,99,0
2010,Lincoln,99,0
2010,Lyon,99,0
2010,Mineral,99,0
2010,Nye,99,0
2010,Pershing,99,0
2010,Storey,99,0
2010,Washoe,GER-WADS 7422 (MP),0
2010,Washoe,GER-WADS 9400 (MP),0
2010,Washoe,GER-WADS 9404 (MP),0
2010,Washoe,GER-WADS 9405 (MP),0
2010,Washoe,GER-WADS 9406 (MP),0
2010,Washoe,GER-WADS 9408 (MP),0
2010,Washoe,GER-WADS 9415 (MP),0
2010,Washoe,GER-WADS 9419 (MP),0
2010,Washoe,GER-WADS 9420 (MP),0
2010,Washoe,GER-WADS 9421 (MP),0
2010,Washoe,GER-WADS 9422 (MP),0
2010,Washoe,GER-WADS 9423 (MP),0
2010,Washoe,GER-WADS 9424 (MP),0
2010,Washoe,GER-WADS 9425 (MP),0
2010,Washoe,GER-WADS 9521 (MP),0
2010,Washoe,INCLINE VILLAGE 9101 (MP),0
2010,Washoe,INCLINE VILLAGE 9102 (MP),0
2010,Washoe,INCLINE VILLAGE 9105 (MP),0
2010,Washoe,INCLINE VILLAGE 9106 (MP),0
2010,Washoe,INCLINE VILLAGE 9111 (MP),0
2010,Washoe,INCLINE VILLAGE 9116 (MP),0
2010,Washoe,INCLINE VILLAGE 9121 (MP),0
2010,Washoe,RENO-VERDI  4042 (MP),0
2010,Washoe,RENO-VERDI 1004 (MP),0
2010,Washoe,RENO-VERDI 1013 (MP),0
2010,Washoe,RENO-VERDI 1017 (MP),0
2010,Washoe,RENO-VERDI 1048 (MP),0
2010,Washoe,RENO-VERDI 1049,0
2010,Washoe,RENO-VERDI 1050 (MP),0
2010,Washoe,RENO-VERDI 1051 (MP),0
2010,Washoe,RENO-VERDI 1052 (MP),0
2010,Washoe,RENO-VERDI 2002 (MP),0
2010,Washoe,RENO-VERDI 2011 (MP),0
2010,Washoe,RENO-VERDI 2024 (MP),0
2010,Washoe,RENO-VERDI 2038 (MP),0
2010,Washoe,RENO-VERDI 2044 (MP),0
2010,Washoe,RENO-VERDI 2045 (MP),0
2010,Washoe,RENO-VERDI 2046 (MP),0
2010,Washoe,RENO-VERDI 2048 (MP),0
2010,Washoe,RENO-VERDI 2051 (MP),0
2010,Washoe,RENO-VERDI 2053 (MP),0
2010,Washoe,RENO-VERDI 2054 (MP),0
2010,Washoe,RENO-VERDI 2057 (MP),0
2010,Washoe,RENO-VERDI 2060 (MP),0
2010,Washoe,RENO-VERDI 3000 (MP),0
2010,Washoe,RENO-VERDI 3013 (MP),0
2010,Washoe,RENO-VERDI 3034 (MP),0
2010,Washoe,RENO-VERDI 3035 (MP),0
2010,Washoe,RENO-VERDI 4008 (MP),0
2010,Washoe,RENO-VERDI 4015 (MP),0
2010,Washoe,RENO-VERDI 4018 (MP),0
2010,Washoe,RENO-VERDI 4026 (MP),0
2010,Washoe,RENO-VERDI 4028 (MP),0
2010,Washoe,RENO-VERDI 4029 (MP),0
2010,Washoe,RENO-VERDI 4031 (MP),0
2010,Washoe,RENO-VERDI 4048 (MP),0
2010,Washoe,RENO-VERDI 4050 (MP),0
2010,Washoe,RENO-VERDI 5001 (MP),0
2010,Washoe,RENO-VERDI 5015 (MP),0
2010,Washoe,RENO-VERDI 5019 (MP),0
2010,Washoe,RENO-VERDI 5023 (MP),0
2010,Washoe,RENO-VERDI 5043 (MP),0
2010,Washoe,RENO-VERDI 5049 (MP),0
2010,Washoe,RENO-VERDI 5050 (MP),0
2010,Washoe,RENO-VERDI 5051 (MP),0
2010,Washoe,RENO-VERDI 5052 (MP),0
2010,Washoe,RENO-VERDI 5055 (MP),0
2010,Washoe,RENO-VERDI 5058 (MP),0
2010,Washoe,RENO-VERDI 5059,0
2010,Washoe,RENO-VERDI 5060 (MP),0
2010,Washoe,RENO-VERDI 7101,0
2010,Washoe,RENO-VERDI 7510,0
2010,Washoe,RENO-VERDI 7538 (MP),0
2010,Washoe,RENO-VERDI 7549 (MP),0
2010,Washoe,RENO-VERDI 7566 (MB),0
2010,Washoe,RENO-VERDI 7567 (MB),0
2010,Washoe,RENO-VERDI 8121 (MP),0
2010,Washoe,RENO-VERDI 8123,0
2010,Washoe,RENO-VERDI 8124,0
2010,Washoe,RENO-VERDI 8130,0
2010,Washoe,RENO-VERDI 8132 (MP),0
2010,Washoe,RENO-VERDI 8225,0
2010,Washoe,RENO-VERDI 8229,0
2010,Washoe,RENO-VERDI 8231,0
2010,Washoe,RENO-VERDI 8239,0
2010,Washoe,RENO-VERDI 8243,0
2010,Washoe,RENO-VERDI 8246,0
2010,Washoe,RENO-VERDI 8257,0
2010,Washoe,RENO-VERDI 8266,0
2010,Washoe,RENO-VERDI 8267,0
2010,Washoe,RENO-VERDI 8268,0
2010,Washoe,RENO-VERDI 8274,0
2010,Washoe,RENO-VERDI 8279,0
2010,Washoe,RENO-VERDI 8280,0
2010,Washoe,RENO-VERDI 8283,0
2010,Washoe,RENO-VERDI 8284,0
2010,Washoe,RENO-VERDI 8285,0
2010,Washoe,RENO-VERDI 8286,0
2010,Washoe,RENO-VERDI 8287,0
2010,Washoe,RENO-VERDI 8501,0
2010,Washoe,RENO-VERDI 8503,0
2010,Washoe,RENO-VERDI 9100 (MP),0
2010,Washoe,RENO-VERDI 9103 (MP),0
2010,Washoe,RENO-VERDI 9107 (MP),0
2010,Washoe,RENO-VERDI 9108 (MP),0
2010,Washoe,RENO-VERDI 9109 (MP),0
2010,Washoe,RENO-VERDI 9112 (MP),0
2010,Washoe,RENO-VERDI 9113 (MP),0
2010,Washoe,RENO-VERDI 9114 (MP),0
2010,Washoe,RENO-VERDI 9115 (MP),0
2010,Washoe,RENO-VERDI 9117 (MP),0
2010,Washoe,RENO-VERDI 9118 (MP),0
2010,Washoe,RENO-VERDI 9119 (MP),0
2010,Washoe,RENO-VERDI 9120 (MP),0
2010,Washoe,RENO-VERDI 9122 (MP),0
2010,Washoe,RENO-VERDI 9200 (MP),0
2010,Washoe,RENO-VERDI 9202 (MP),0
2010,Washoe,RENO-VERDI 9203 (MP),0
2010,Washoe,RENO-VERDI 9204 (MP),0
2010,Washoe,RENO-VERDI 9205 (MP),0
2010,Washoe,RENO-VERDI 9207 (MP),0
2010,Washoe,RENO-VERDI 9208 (MP),0
2010,Washoe,RENO-VERDI 9209 (MP),0
2010,Washoe,RENO-VERDI 9210 (MP),0
2010,Washoe,RENO-VERDI 9211 (MP),0
2010,Washoe,RENO-VERDI 9212 (MP),0
2010,Washoe,RENO-VERDI 9213 (MP),0
2010,Washoe,RENO-VERDI 9214 (MP),0
2010,Washoe,RENO-VERDI 9215 (MP),0
2010,Washoe,RENO-VERDI 9216 (MP),0
