year,state,county,precinct,office,district,party,candidate,votes
2020,NV,Clark,3736,"District Court Judge, District 8, Department 23",Court,UNK,"Lilly-Spells, Jasmin",9
2020,NV,Clark,3736,"District Court Judge, District 8, Department 24",Court,UNK,"Ballou, Erika D.",8
2020,NV,Clark,3736,"District Court Judge, District 8, Department 24",Court,UNK,"Gilliam, Dan",27
2020,NV,Clark,3736,"District Court Judge, District 8, Department 25",Court,UNK,"Delaney, Kathleen E.",29
2020,NV,Clark,3736,"District Court Judge, District 8, Department 26",Court,UNK,"Sturman, Gloria",29
2020,NV,Clark,3736,"District Court Judge, District 8, Department 27",Court,UNK,"Allf, Nancy",29
2020,NV,Clark,3736,"District Court Judge, District 8, Department 28",Court,UNK,"Israel, Ron",29
2020,NV,Clark,3736,"District Court Judge, District 8, Department 29",Court,UNK,"JONES, DAVID M.",25
2020,NV,Clark,3736,"District Court Judge, District 8, Department 29",Court,UNK,"López-Negrete, David",8
2020,NV,Clark,3736,"District Court Judge, District 8, Department 30",Court,UNK,"Wiese, Jerry A.",28
2020,NV,Clark,3736,"District Court Judge, District 8, Department 31",Court,UNK,"Call, Gary W.",7
2020,NV,Clark,3736,"District Court Judge, District 8, Department 31",Court,UNK,"Kishner, Joanna",25
2020,NV,Clark,3736,"District Court Judge, District 8, Department 32",Court,UNK,"Bare, Rob",25
2020,NV,Clark,3736,"District Court Judge, District 8, Department 32",Court,UNK,"Craig, Christy",8
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department A",Court,UNK,"Voy, William",28
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department B",Court,UNK,"Marquis, Linda",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department C",Court,UNK,"Burton, Rebecca",28
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department D",Court,UNK,"Teuton, Robert W. ""Bob""",28
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Hoskin, Charles J. ""Chuck""",17
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Kurtz, Thomas G.",13
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department F",Court,UNK,"Gentile, Denise L.",29
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Childs, Sr., Benjamin Boone",7
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Forsberg, Rhonda K.",23
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department H",Court,UNK,"Ritchie, Art",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Bailey, Soonhee ""Sunny""",17
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Tobler, Michelle O.",13
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department J",Court,UNK,"Butler, Dedree ""Dee""",8
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department J",Court,UNK,"MacDonald, J. Scott",25
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department K",Court,UNK,"Giuliani, Cynthia N.",28
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department L",Court,UNK,"Gibson, Jr., David",29
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department M",Court,UNK,"Hughes, Lynn",18
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department M",Court,UNK,"MASTIN, AMY M.",13
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department N",Court,UNK,"Harter, Mathew",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department O",Court,UNK,"Sullivan, Frank P.",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department P",Court,UNK,"Dayani, Sara",6
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department P",Court,UNK,"Perry, Mary",25
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department Q",Court,UNK,"Duckworth, Bryce C.",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department R",Court,UNK,"Henderson, Bill",26
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department S",Court,UNK,"Ochoa, Vincent",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department T",Court,UNK,"Cutter, Nadin",18
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department T",Court,UNK,"Stoffel, Jason",12
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department U",Court,UNK,"Gonzalez, Bill",15
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department U",Court,UNK,"Throne, Dawn",16
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department V",Court,UNK,"Pickard, Margaret E.",26
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department W",Court,UNK,"Rincon White, Adriana",11
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department W",Court,UNK,"Rocheleau, Stacy Michelle",20
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department X",Court,UNK,"Almase, Heidi",8
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department X",Court,UNK,"Davis, Jim",21
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department Y",Court,UNK,"Charter, Stephanie",26
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department Z",Court,UNK,"Mercer, Michele ""Shell""",27
2020,NV,Clark,3736,"District Court Judge, District 8, Family Division, Department Z",Court,UNK,"Perez, Romeo",4
2020,NV,Clark,3736,"Justice of the Peace, Las Vegas Twnsh Department 12",,UNK,"Clowers-Sanborn, Shanon",2
2020,NV,Clark,3736,"Justice of the Peace, Las Vegas Twnsh Department 12",,UNK,"Sullivan, Diana L.",29
2020,NV,Clark,3736,President and Vice President of the United States,,UNK,"BIDEN, JOSEPH R.",11
2020,NV,Clark,3736,President and Vice President of the United States,,UNK,"BLANKENSHIP, DON",0
2020,NV,Clark,3736,President and Vice President of the United States,,UNK,"JORGENSEN, JO",1
2020,NV,Clark,3736,President and Vice President of the United States,,,None Of These Candidates,0
2020,NV,Clark,3736,President and Vice President of the United States,,REP,"TRUMP, DONALD J.",30
2020,NV,Clark,3736,"State Assembly, District 37",37,UNK,"BACKUS, SHEA",13
2020,NV,Clark,3736,"State Assembly, District 37",37,UNK,"Matthews, Andy",26
2020,NV,Clark,3736,"State Board of Education, Dist. 4",,UNK,"Cantu, Rene",7
2020,NV,Clark,3736,"State Board of Education, Dist. 4",,UNK,"NEWBURN, MARK",22
2020,NV,Clark,3736,STATE QUESTION NO. 1,,,No,20
2020,NV,Clark,3736,STATE QUESTION NO. 1,,,Yes,18
2020,NV,Clark,3736,STATE QUESTION NO. 2,,,No,22
2020,NV,Clark,3736,STATE QUESTION NO. 2,,,Yes,17
2020,NV,Clark,3736,STATE QUESTION NO. 3,,,No,24
2020,NV,Clark,3736,STATE QUESTION NO. 3,,,Yes,16
2020,NV,Clark,3736,STATE QUESTION NO. 4,,,No,24
2020,NV,Clark,3736,STATE QUESTION NO. 4,,,Yes,15
2020,NV,Clark,3736,STATE QUESTION NO. 6,,,No,24
2020,NV,Clark,3736,STATE QUESTION NO. 6,,,Yes,15
2020,NV,Clark,3736,"State Senate, District 6",6,UNK,"Becker, April",27
2020,NV,Clark,3736,"State Senate, District 6",6,UNK,"Cannizzaro, Nicole",13
2020,NV,Clark,3736,"Supreme Court Justice, Seat B",,,None Of These Candidates,7
2020,NV,Clark,3736,"Supreme Court Justice, Seat B",,UNK,"Pickering, Kristina",30
2020,NV,Clark,3736,"Supreme Court Justice, Seat D",,UNK,"FUMO, Ozzie",7
2020,NV,Clark,3736,"Supreme Court Justice, Seat D",,UNK,"HERNDON, DOUGLAS",23
2020,NV,Clark,3736,"Supreme Court Justice, Seat D",,,None Of These Candidates,5
2020,NV,Clark,3736,Trustee Clark County School District E,E,UNK,"Brooks, Lola",19
2020,NV,Clark,3736,Trustee Clark County School District E,E,UNK,"Salt, Alexis",10
2020,NV,Clark,3736,"U.S. Representative in Congress, Dist. 4",,UNK,"Esteban, Jonathan Royce",0
2020,NV,Clark,3736,"U.S. Representative in Congress, Dist. 4",,UNK,"Horsford, Steven A.",13
2020,NV,Clark,3736,"U.S. Representative in Congress, Dist. 4",,REP,"Marchant, Jim",26
2020,NV,Clark,3736,"U.S. Representative in Congress, Dist. 4",,UNK,"Rubinson, Barry",1
2020,NV,Clark,3737,County Commissioner District C,C,UNK,"Anthony, Stavros",0
2020,NV,Clark,3737,County Commissioner District C,C,UNK,"Miller, Ross",0
2020,NV,Clark,3737,"Court Of Appeals Judge, Dept. 3",,UNK,"BULLA, BONNIE",0
2020,NV,Clark,3737,"Court Of Appeals Judge, Dept. 3",,UNK,"BUSH, SUSAN",0
2020,NV,Clark,3737,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  1",Court,UNK,"Villani, Jacob",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  1",Court,UNK,"Yeager, Bita ""Marie""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  2",Court,UNK,"Kierny, Carli Lynn",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  2",Court,UNK,"Scotti, Richard",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  3",Court,UNK,"Ganz, Adam",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  3",Court,UNK,"Trujillo, Monica",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  4",Court,UNK,"Aurbach, Phil",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  4",Court,UNK,"Krall, Nadia",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  5",Court,UNK,"Barisich, Veronica",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  5",Court,UNK,"Coffing, Terry",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  6",Court,UNK,"Bluth, Jacqueline",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  6",Court,UNK,"Leventhal, Todd M.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  7",Court,UNK,"Bell, Linda Marie",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  8",Court,UNK,"Atkin, Trevor",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  8",Court,UNK,"Peterson, Jessica K.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department  9",Court,UNK,"Silva, Cristina D.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 10",Court,UNK,"Jones, Tierra",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 11",Court,UNK,"Gonzalez, Elizabeth ""Betsy""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 12",Court,UNK,"Leavitt, Michelle",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 13",Court,UNK,"Denton, Mark",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 14",Court,UNK,"Escobar, Adriana",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 15",Court,UNK,"Hardy, Jr., Joe",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 16",Court,UNK,"Williams, Tim",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 17",Court,UNK,"Albertson, Anna",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 17",Court,UNK,"Villani, Michael",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 18",Court,UNK,"Holthus, Mary Kay",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 18",Court,UNK,"Hunt, John A.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 19",Court,UNK,"Eller, Crystal",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 19",Court,UNK,"Kephart, William ""Bill""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 20",Court,UNK,"Hooker, Dawn Allysa",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 20",Court,UNK,"Johnson, Eric",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 21",Court,UNK,"Clark Newberry, Tara",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 21",Court,UNK,"Reynolds, Jacob",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 22",Court,UNK,"Johnson, Susan",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 22",Court,UNK,"Nadig, Ben",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 23",Court,UNK,"Armstrong, Karl W.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 23",Court,UNK,"Lilly-Spells, Jasmin",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 24",Court,UNK,"Ballou, Erika D.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 24",Court,UNK,"Gilliam, Dan",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 25",Court,UNK,"Delaney, Kathleen E.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 26",Court,UNK,"Sturman, Gloria",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 27",Court,UNK,"Allf, Nancy",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 28",Court,UNK,"Israel, Ron",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 29",Court,UNK,"JONES, DAVID M.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 29",Court,UNK,"López-Negrete, David",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 30",Court,UNK,"Wiese, Jerry A.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 31",Court,UNK,"Call, Gary W.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 31",Court,UNK,"Kishner, Joanna",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 32",Court,UNK,"Bare, Rob",0
2020,NV,Clark,3737,"District Court Judge, District 8, Department 32",Court,UNK,"Craig, Christy",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department A",Court,UNK,"Voy, William",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department B",Court,UNK,"Marquis, Linda",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department C",Court,UNK,"Burton, Rebecca",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department D",Court,UNK,"Teuton, Robert W. ""Bob""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Hoskin, Charles J. ""Chuck""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Kurtz, Thomas G.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department F",Court,UNK,"Gentile, Denise L.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Childs, Sr., Benjamin Boone",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Forsberg, Rhonda K.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department H",Court,UNK,"Ritchie, Art",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Bailey, Soonhee ""Sunny""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Tobler, Michelle O.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department J",Court,UNK,"Butler, Dedree ""Dee""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department J",Court,UNK,"MacDonald, J. Scott",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department K",Court,UNK,"Giuliani, Cynthia N.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department L",Court,UNK,"Gibson, Jr., David",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department M",Court,UNK,"Hughes, Lynn",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department M",Court,UNK,"MASTIN, AMY M.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department N",Court,UNK,"Harter, Mathew",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department O",Court,UNK,"Sullivan, Frank P.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department P",Court,UNK,"Dayani, Sara",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department P",Court,UNK,"Perry, Mary",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department Q",Court,UNK,"Duckworth, Bryce C.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department R",Court,UNK,"Henderson, Bill",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department S",Court,UNK,"Ochoa, Vincent",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department T",Court,UNK,"Cutter, Nadin",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department T",Court,UNK,"Stoffel, Jason",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department U",Court,UNK,"Gonzalez, Bill",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department U",Court,UNK,"Throne, Dawn",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department V",Court,UNK,"Pickard, Margaret E.",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department W",Court,UNK,"Rincon White, Adriana",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department W",Court,UNK,"Rocheleau, Stacy Michelle",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department X",Court,UNK,"Almase, Heidi",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department X",Court,UNK,"Davis, Jim",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department Y",Court,UNK,"Charter, Stephanie",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department Z",Court,UNK,"Mercer, Michele ""Shell""",0
2020,NV,Clark,3737,"District Court Judge, District 8, Family Division, Department Z",Court,UNK,"Perez, Romeo",0
2020,NV,Clark,3737,"Justice of the Peace, Las Vegas Twnsh Department 12",,UNK,"Clowers-Sanborn, Shanon",0
2020,NV,Clark,3737,"Justice of the Peace, Las Vegas Twnsh Department 12",,UNK,"Sullivan, Diana L.",0
2020,NV,Clark,3737,President and Vice President of the United States,,UNK,"BIDEN, JOSEPH R.",0
2020,NV,Clark,3737,President and Vice President of the United States,,UNK,"BLANKENSHIP, DON",0
2020,NV,Clark,3737,President and Vice President of the United States,,UNK,"JORGENSEN, JO",0
2020,NV,Clark,3737,President and Vice President of the United States,,,None Of These Candidates,0
2020,NV,Clark,3737,President and Vice President of the United States,,REP,"TRUMP, DONALD J.",0
2020,NV,Clark,3737,"State Assembly, District  4",4,UNK,"McArthur, Richard",0
2020,NV,Clark,3737,"State Assembly, District  4",4,UNK,"MUNK, CONNIE",0
2020,NV,Clark,3737,"State Board of Education, Dist. 4",,UNK,"Cantu, Rene",0
2020,NV,Clark,3737,"State Board of Education, Dist. 4",,UNK,"NEWBURN, MARK",0
2020,NV,Clark,3737,STATE QUESTION NO. 1,,,No,0
2020,NV,Clark,3737,STATE QUESTION NO. 1,,,Yes,0
2020,NV,Clark,3737,STATE QUESTION NO. 2,,,No,0
2020,NV,Clark,3737,STATE QUESTION NO. 2,,,Yes,0
2020,NV,Clark,3737,STATE QUESTION NO. 3,,,No,0
2020,NV,Clark,3737,STATE QUESTION NO. 3,,,Yes,0
2020,NV,Clark,3737,STATE QUESTION NO. 4,,,No,0
2020,NV,Clark,3737,STATE QUESTION NO. 4,,,Yes,0
2020,NV,Clark,3737,STATE QUESTION NO. 6,,,No,0
2020,NV,Clark,3737,STATE QUESTION NO. 6,,,Yes,0
2020,NV,Clark,3737,"State Senate, District 18",18,UNK,"Becker, Liz",0
2020,NV,Clark,3737,"State Senate, District 18",18,UNK,"Hammond, Scott T.",0
2020,NV,Clark,3737,"Supreme Court Justice, Seat B",,,None Of These Candidates,0
2020,NV,Clark,3737,"Supreme Court Justice, Seat B",,UNK,"Pickering, Kristina",0
2020,NV,Clark,3737,"Supreme Court Justice, Seat D",,UNK,"FUMO, Ozzie",0
2020,NV,Clark,3737,"Supreme Court Justice, Seat D",,UNK,"HERNDON, DOUGLAS",0
2020,NV,Clark,3737,"Supreme Court Justice, Seat D",,,None Of These Candidates,0
2020,NV,Clark,3737,Trustee Clark County School District E,E,UNK,"Brooks, Lola",0
2020,NV,Clark,3737,Trustee Clark County School District E,E,UNK,"Salt, Alexis",0
2020,NV,Clark,3737,"U.S. Representative in Congress, Dist. 4",,UNK,"Esteban, Jonathan Royce",0
2020,NV,Clark,3737,"U.S. Representative in Congress, Dist. 4",,UNK,"Horsford, Steven A.",0
2020,NV,Clark,3737,"U.S. Representative in Congress, Dist. 4",,REP,"Marchant, Jim",0
2020,NV,Clark,3737,"U.S. Representative in Congress, Dist. 4",,UNK,"Rubinson, Barry",0
2020,NV,Clark,3738,County Commissioner District C,C,UNK,"Anthony, Stavros",112
2020,NV,Clark,3738,County Commissioner District C,C,UNK,"Miller, Ross",130
2020,NV,Clark,3738,"Court Of Appeals Judge, Dept. 3",,UNK,"BULLA, BONNIE",93
2020,NV,Clark,3738,"Court Of Appeals Judge, Dept. 3",,UNK,"BUSH, SUSAN",53
2020,NV,Clark,3738,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,42
2020,NV,Clark,3738,"District Court Judge, District 8, Department  1",Court,UNK,"Villani, Jacob",78
2020,NV,Clark,3738,"District Court Judge, District 8, Department  1",Court,UNK,"Yeager, Bita ""Marie""",103
2020,NV,Clark,3738,"District Court Judge, District 8, Department  2",Court,UNK,"Kierny, Carli Lynn",91
2020,NV,Clark,3738,"District Court Judge, District 8, Department  2",Court,UNK,"Scotti, Richard",81
2020,NV,Clark,3738,"District Court Judge, District 8, Department  3",Court,UNK,"Ganz, Adam",79
2020,NV,Clark,3738,"District Court Judge, District 8, Department  3",Court,UNK,"Trujillo, Monica",101
2020,NV,Clark,3738,"District Court Judge, District 8, Department  4",Court,UNK,"Aurbach, Phil",94
2020,NV,Clark,3738,"District Court Judge, District 8, Department  4",Court,UNK,"Krall, Nadia",80
2020,NV,Clark,3738,"District Court Judge, District 8, Department  5",Court,UNK,"Barisich, Veronica",86
2020,NV,Clark,3738,"District Court Judge, District 8, Department  5",Court,UNK,"Coffing, Terry",87
2020,NV,Clark,3738,"District Court Judge, District 8, Department  6",Court,UNK,"Bluth, Jacqueline",109
2020,NV,Clark,3738,"District Court Judge, District 8, Department  6",Court,UNK,"Leventhal, Todd M.",59
2020,NV,Clark,3738,"District Court Judge, District 8, Department  7",Court,UNK,"Bell, Linda Marie",158
2020,NV,Clark,3738,"District Court Judge, District 8, Department  8",Court,UNK,"Atkin, Trevor",97
2020,NV,Clark,3738,"District Court Judge, District 8, Department  8",Court,UNK,"Peterson, Jessica K.",71
2020,NV,Clark,3738,"District Court Judge, District 8, Department  9",Court,UNK,"Silva, Cristina D.",156
2020,NV,Clark,3738,"District Court Judge, District 8, Department 10",Court,UNK,"Jones, Tierra",151
2020,NV,Clark,3738,"District Court Judge, District 8, Department 11",Court,UNK,"Gonzalez, Elizabeth ""Betsy""",155
2020,NV,Clark,3738,"District Court Judge, District 8, Department 12",Court,UNK,"Leavitt, Michelle",148
2020,NV,Clark,3738,"District Court Judge, District 8, Department 13",Court,UNK,"Denton, Mark",155
2020,NV,Clark,3738,"District Court Judge, District 8, Department 14",Court,UNK,"Escobar, Adriana",149
2020,NV,Clark,3738,"District Court Judge, District 8, Department 15",Court,UNK,"Hardy, Jr., Joe",148
2020,NV,Clark,3738,"District Court Judge, District 8, Department 16",Court,UNK,"Williams, Tim",145
2020,NV,Clark,3738,"District Court Judge, District 8, Department 17",Court,UNK,"Albertson, Anna",81
2020,NV,Clark,3738,"District Court Judge, District 8, Department 17",Court,UNK,"Villani, Michael",89
2020,NV,Clark,3738,"District Court Judge, District 8, Department 18",Court,UNK,"Holthus, Mary Kay",116
2020,NV,Clark,3738,"District Court Judge, District 8, Department 18",Court,UNK,"Hunt, John A.",58
2020,NV,Clark,3738,"District Court Judge, District 8, Department 19",Court,UNK,"Eller, Crystal",85
2020,NV,Clark,3738,"District Court Judge, District 8, Department 19",Court,UNK,"Kephart, William ""Bill""",89
2020,NV,Clark,3738,"District Court Judge, District 8, Department 20",Court,UNK,"Hooker, Dawn Allysa",75
2020,NV,Clark,3738,"District Court Judge, District 8, Department 20",Court,UNK,"Johnson, Eric",93
2020,NV,Clark,3738,"District Court Judge, District 8, Department 21",Court,UNK,"Clark Newberry, Tara",85
2020,NV,Clark,3738,"District Court Judge, District 8, Department 21",Court,UNK,"Reynolds, Jacob",83
2020,NV,Clark,3738,"District Court Judge, District 8, Department 22",Court,UNK,"Johnson, Susan",120
2020,NV,Clark,3738,"District Court Judge, District 8, Department 22",Court,UNK,"Nadig, Ben",48
2020,NV,Clark,3738,"District Court Judge, District 8, Department 23",Court,UNK,"Armstrong, Karl W.",79
2020,NV,Clark,3738,"District Court Judge, District 8, Department 23",Court,UNK,"Lilly-Spells, Jasmin",87
2020,NV,Clark,3738,"District Court Judge, District 8, Department 24",Court,UNK,"Ballou, Erika D.",89
2020,NV,Clark,3738,"District Court Judge, District 8, Department 24",Court,UNK,"Gilliam, Dan",75
2020,NV,Clark,3738,"District Court Judge, District 8, Department 25",Court,UNK,"Delaney, Kathleen E.",148
2020,NV,Clark,3738,"District Court Judge, District 8, Department 26",Court,UNK,"Sturman, Gloria",150
2020,NV,Clark,3738,"District Court Judge, District 8, Department 27",Court,UNK,"Allf, Nancy",149
2020,NV,Clark,3738,"District Court Judge, District 8, Department 28",Court,UNK,"Israel, Ron",152
2020,NV,Clark,3738,"District Court Judge, District 8, Department 29",Court,UNK,"JONES, DAVID M.",115
2020,NV,Clark,3738,"District Court Judge, District 8, Department 29",Court,UNK,"López-Negrete, David",53
2020,NV,Clark,3738,"District Court Judge, District 8, Department 30",Court,UNK,"Wiese, Jerry A.",145
2020,NV,Clark,3738,"District Court Judge, District 8, Department 31",Court,UNK,"Call, Gary W.",47
2020,NV,Clark,3738,"District Court Judge, District 8, Department 31",Court,UNK,"Kishner, Joanna",117
2020,NV,Clark,3738,"District Court Judge, District 8, Department 32",Court,UNK,"Bare, Rob",84
2020,NV,Clark,3738,"District Court Judge, District 8, Department 32",Court,UNK,"Craig, Christy",84
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department A",Court,UNK,"Voy, William",138
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department B",Court,UNK,"Marquis, Linda",151
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department C",Court,UNK,"Burton, Rebecca",142
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department D",Court,UNK,"Teuton, Robert W. ""Bob""",141
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Hoskin, Charles J. ""Chuck""",96
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department E",Court,UNK,"Kurtz, Thomas G.",59
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department F",Court,UNK,"Gentile, Denise L.",144
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Childs, Sr., Benjamin Boone",34
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department G",Court,UNK,"Forsberg, Rhonda K.",127
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department H",Court,UNK,"Ritchie, Art",147
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Bailey, Soonhee ""Sunny""",88
2020,NV,Clark,3738,"District Court Judge, District 8, Family Division, Department I",Court,UNK,"Tobler, Michelle O.",75
