county,precinct,office,district,party,candidate,votes
Carson City,101,"Board of Supervisors, Ward 2",,,Maurice M. White,532
Carson City,101,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,467
Carson City,101,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,402
Carson City,101,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,367
Carson City,101,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,230
Carson City,101,"District Court Judge, District 1, Department  1",Court,,James T. Russell,883
Carson City,101,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,869
Carson City,101,President,,Democratic,Joseph R. Biden,515
Carson City,101,President,,Constitution,Don Blankenship,3
Carson City,101,President,,Libertarian,Jo Jorgensen,15
Carson City,101,President,,,None Of These Candidates,14
Carson City,101,President,,Republican,Donald J. Trump,529
Carson City,101,School Trustee,7,,Joe Cacioppo,627
Carson City,101,School Trustee,7,,Joy R. Trushenski,342
Carson City,101,State Assembly,40,Democratic,Sena Loyd,500
Carson City,101,State Assembly,40,,Philip P. O'Neill,546
Carson City,101,State Question No. 1,,,No,615
Carson City,101,State Question No. 1,,,Yes,387
Carson City,101,State Question No. 2,,,No,411
Carson City,101,State Question No. 2,,,Yes,627
Carson City,101,State Question No. 3,,,No,467
Carson City,101,State Question No. 3,,,Yes,553
Carson City,101,State Question No. 4,,,No,424
Carson City,101,State Question No. 4,,,Yes,604
Carson City,101,State Question No. 6,,,No,499
Carson City,101,State Question No. 6,,,Yes,537
Carson City,101,"Supreme Court Justice, Seat B",,,None Of These Candidates,215
Carson City,101,"Supreme Court Justice, Seat B",,,Kristina Pickering,761
Carson City,101,"Supreme Court Justice, Seat D",,,Ozzie Fumo,394
Carson City,101,"Supreme Court Justice, Seat D",,,Douglas Herndon,457
Carson City,101,"Supreme Court Justice, Seat D",,,None Of These Candidates,157
Carson City,101,U.S. House,2,,Patricia Ackerman,481
Carson City,101,U.S. House,2,Republican,Mark E. Amodei,552
Carson City,101,U.S. House,2,Independent American,Janine Hansen,26
Carson City,103,"Board of Supervisors, Ward 2",,,Maurice M. White,576
Carson City,103,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,449
Carson City,103,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,474
Carson City,103,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,310
Carson City,103,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,211
Carson City,103,"District Court Judge, District 1, Department  1",Court,,James T. Russell,912
Carson City,103,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,909
Carson City,103,President,,Democratic,Joseph R. Biden,484
Carson City,103,President,,Constitution,Don Blankenship,3
Carson City,103,President,,Libertarian,Jo Jorgensen,18
Carson City,103,President,,,None Of These Candidates,15
Carson City,103,President,,Republican,Donald J. Trump,548
Carson City,103,School Trustee,7,,Joe Cacioppo,679
Carson City,103,School Trustee,7,,Joy R. Trushenski,304
Carson City,103,State Assembly,40,Democratic,Sena Loyd,433
Carson City,103,State Assembly,40,,Philip P. O'Neill,607
Carson City,103,State Question No. 1,,,No,734
Carson City,103,State Question No. 1,,,Yes,285
Carson City,103,State Question No. 2,,,No,431
Carson City,103,State Question No. 2,,,Yes,612
Carson City,103,State Question No. 3,,,No,548
Carson City,103,State Question No. 3,,,Yes,489
Carson City,103,State Question No. 4,,,No,534
Carson City,103,State Question No. 4,,,Yes,499
Carson City,103,State Question No. 6,,,No,596
Carson City,103,State Question No. 6,,,Yes,442
Carson City,103,"Supreme Court Justice, Seat B",,,None Of These Candidates,174
Carson City,103,"Supreme Court Justice, Seat B",,,Kristina Pickering,803
Carson City,103,"Supreme Court Justice, Seat D",,,Ozzie Fumo,372
Carson City,103,"Supreme Court Justice, Seat D",,,Douglas Herndon,525
Carson City,103,"Supreme Court Justice, Seat D",,,None Of These Candidates,127
Carson City,103,U.S. House,2,,Patricia Ackerman,425
Carson City,103,U.S. House,2,Republican,Mark E. Amodei,611
Carson City,103,U.S. House,2,Independent American,Janine Hansen,22
Carson City,105,"Board of Supervisors, Ward 2",,,Maurice M. White,545
Carson City,105,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,456
Carson City,105,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,479
Carson City,105,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,309
Carson City,105,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,173
Carson City,105,"District Court Judge, District 1, Department  1",Court,,James T. Russell,885
Carson City,105,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,876
Carson City,105,President,,Democratic,Joseph R. Biden,445
Carson City,105,President,,Constitution,Don Blankenship,2
Carson City,105,President,,Libertarian,Jo Jorgensen,17
Carson City,105,President,,,None Of These Candidates,8
Carson City,105,President,,Republican,Donald J. Trump,583
Carson City,105,School Trustee,7,,Joe Cacioppo,644
Carson City,105,School Trustee,7,,Joy R. Trushenski,328
Carson City,105,State Assembly,40,Democratic,Sena Loyd,368
Carson City,105,State Assembly,40,,Philip P. O'Neill,662
Carson City,105,State Question No. 1,,,No,708
Carson City,105,State Question No. 1,,,Yes,299
Carson City,105,State Question No. 2,,,No,455
Carson City,105,State Question No. 2,,,Yes,582
Carson City,105,State Question No. 3,,,No,557
Carson City,105,State Question No. 3,,,Yes,459
Carson City,105,State Question No. 4,,,No,602
Carson City,105,State Question No. 4,,,Yes,423
Carson City,105,State Question No. 6,,,No,651
Carson City,105,State Question No. 6,,,Yes,380
Carson City,105,"Supreme Court Justice, Seat B",,,None Of These Candidates,145
Carson City,105,"Supreme Court Justice, Seat B",,,Kristina Pickering,807
Carson City,105,"Supreme Court Justice, Seat D",,,Ozzie Fumo,320
Carson City,105,"Supreme Court Justice, Seat D",,,Douglas Herndon,594
Carson City,105,"Supreme Court Justice, Seat D",,,None Of These Candidates,93
Carson City,105,U.S. House,2,,Patricia Ackerman,382
Carson City,105,U.S. House,2,Republican,Mark E. Amodei,646
Carson City,105,U.S. House,2,Independent American,Janine Hansen,15
Carson City,107,"Board of Supervisors, Ward 2",,,Maurice M. White,655
Carson City,107,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,479
Carson City,107,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,484
Carson City,107,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,402
Carson City,107,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,247
Carson City,107,"District Court Judge, District 1, Department  1",Court,,James T. Russell,1016
Carson City,107,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,994
Carson City,107,President,,Democratic,Joseph R. Biden,494
Carson City,107,President,,Constitution,Don Blankenship,2
Carson City,107,President,,Libertarian,Jo Jorgensen,13
Carson City,107,President,,,None Of These Candidates,18
Carson City,107,President,,Republican,Donald J. Trump,705
Carson City,107,School Trustee,7,,Joe Cacioppo,723
Carson City,107,School Trustee,7,,Joy R. Trushenski,367
Carson City,107,State Assembly,40,Democratic,Sena Loyd,444
Carson City,107,State Assembly,40,,Philip P. O'Neill,759
Carson City,107,State Question No. 1,,,No,819
Carson City,107,State Question No. 1,,,Yes,353
Carson City,107,State Question No. 2,,,No,515
Carson City,107,State Question No. 2,,,Yes,687
Carson City,107,State Question No. 3,,,No,633
Carson City,107,State Question No. 3,,,Yes,551
Carson City,107,State Question No. 4,,,No,663
Carson City,107,State Question No. 4,,,Yes,528
Carson City,107,State Question No. 6,,,No,729
Carson City,107,State Question No. 6,,,Yes,472
Carson City,107,"Supreme Court Justice, Seat B",,,None Of These Candidates,200
Carson City,107,"Supreme Court Justice, Seat B",,,Kristina Pickering,913
Carson City,107,"Supreme Court Justice, Seat D",,,Ozzie Fumo,368
Carson City,107,"Supreme Court Justice, Seat D",,,Douglas Herndon,657
Carson City,107,"Supreme Court Justice, Seat D",,,None Of These Candidates,139
Carson City,107,U.S. House,2,,Patricia Ackerman,415
Carson City,107,U.S. House,2,Republican,Mark E. Amodei,784
Carson City,107,U.S. House,2,Independent American,Janine Hansen,17
Carson City,109,"Board of Supervisors, Ward 2",,,Maurice M. White,796
Carson City,109,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,637
Carson City,109,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,607
Carson City,109,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,506
Carson City,109,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,321
Carson City,109,"District Court Judge, District 1, Department  1",Court,,James T. Russell,1283
Carson City,109,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,1269
Carson City,109,President,,Democratic,Joseph R. Biden,701
Carson City,109,President,,Constitution,Don Blankenship,2
Carson City,109,President,,Libertarian,Jo Jorgensen,16
Carson City,109,President,,,None Of These Candidates,20
Carson City,109,President,,Republican,Donald J. Trump,823
Carson City,109,School Trustee,7,,Joe Cacioppo,890
Carson City,109,School Trustee,7,,Joy R. Trushenski,499
Carson City,109,State Assembly,40,Democratic,Sena Loyd,638
Carson City,109,State Assembly,40,,Philip P. O'Neill,880
Carson City,109,State Question No. 1,,,No,944
Carson City,109,State Question No. 1,,,Yes,546
Carson City,109,State Question No. 2,,,No,621
Carson City,109,State Question No. 2,,,Yes,909
Carson City,109,State Question No. 3,,,No,781
Carson City,109,State Question No. 3,,,Yes,727
Carson City,109,State Question No. 4,,,No,738
Carson City,109,State Question No. 4,,,Yes,781
Carson City,109,State Question No. 6,,,No,817
Carson City,109,State Question No. 6,,,Yes,707
Carson City,109,"Supreme Court Justice, Seat B",,,None Of These Candidates,266
Carson City,109,"Supreme Court Justice, Seat B",,,Kristina Pickering,1157
Carson City,109,"Supreme Court Justice, Seat D",,,Ozzie Fumo,488
Carson City,109,"Supreme Court Justice, Seat D",,,Douglas Herndon,768
Carson City,109,"Supreme Court Justice, Seat D",,,None Of These Candidates,216
Carson City,109,U.S. House,2,,Patricia Ackerman,616
Carson City,109,U.S. House,2,Republican,Mark E. Amodei,894
Carson City,109,U.S. House,2,Independent American,Janine Hansen,32
Carson City,111,"Board of Supervisors, Ward 2",,,Maurice M. White,714
Carson City,111,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,540
Carson City,111,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,463
Carson City,111,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,503
Carson City,111,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,327
Carson City,111,"District Court Judge, District 1, Department  1",Court,,James T. Russell,1128
Carson City,111,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,1115
Carson City,111,President,,Democratic,Joseph R. Biden,660
Carson City,111,President,,Constitution,Don Blankenship,6
Carson City,111,President,,Libertarian,Jo Jorgensen,21
Carson City,111,President,,,None Of These Candidates,13
Carson City,111,President,,Republican,Donald J. Trump,691
Carson City,111,School Trustee,7,,Joe Cacioppo,698
Carson City,111,School Trustee,7,,Joy R. Trushenski,510
Carson City,111,State Assembly,40,Democratic,Sena Loyd,654
Carson City,111,State Assembly,40,,Philip P. O'Neill,689
Carson City,111,State Question No. 1,,,No,732
Carson City,111,State Question No. 1,,,Yes,565
Carson City,111,State Question No. 2,,,No,510
Carson City,111,State Question No. 2,,,Yes,828
Carson City,111,State Question No. 3,,,No,549
Carson City,111,State Question No. 3,,,Yes,754
Carson City,111,State Question No. 4,,,No,465
Carson City,111,State Question No. 4,,,Yes,858
Carson City,111,State Question No. 6,,,No,571
Carson City,111,State Question No. 6,,,Yes,754
Carson City,111,"Supreme Court Justice, Seat B",,,None Of These Candidates,312
Carson City,111,"Supreme Court Justice, Seat B",,,Kristina Pickering,956
Carson City,111,"Supreme Court Justice, Seat D",,,Ozzie Fumo,472
Carson City,111,"Supreme Court Justice, Seat D",,,Douglas Herndon,579
Carson City,111,"Supreme Court Justice, Seat D",,,None Of These Candidates,261
Carson City,111,U.S. House,2,,Patricia Ackerman,630
Carson City,111,U.S. House,2,Republican,Mark E. Amodei,696
Carson City,111,U.S. House,2,Independent American,Janine Hansen,42
Carson City,113,"Board of Supervisors, Ward 2",,,Maurice M. White,867
Carson City,113,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,542
Carson City,113,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,523
Carson City,113,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,517
Carson City,113,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,360
Carson City,113,"District Court Judge, District 1, Department  1",Court,,James T. Russell,1224
Carson City,113,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,1210
Carson City,113,President,,Democratic,Joseph R. Biden,588
Carson City,113,President,,Constitution,Don Blankenship,4
Carson City,113,President,,Libertarian,Jo Jorgensen,11
Carson City,113,President,,,None Of These Candidates,19
Carson City,113,President,,Republican,Donald J. Trump,886
Carson City,113,School Trustee,7,,Joe Cacioppo,846
Carson City,113,School Trustee,7,,Joy R. Trushenski,503
Carson City,113,State Assembly,40,Democratic,Sena Loyd,559
Carson City,113,State Assembly,40,,Philip P. O'Neill,904
Carson City,113,State Question No. 1,,,No,963
Carson City,113,State Question No. 1,,,Yes,466
Carson City,113,State Question No. 2,,,No,698
Carson City,113,State Question No. 2,,,Yes,772
Carson City,113,State Question No. 3,,,No,744
Carson City,113,State Question No. 3,,,Yes,699
Carson City,113,State Question No. 4,,,No,743
Carson City,113,State Question No. 4,,,Yes,706
Carson City,113,State Question No. 6,,,No,819
Carson City,113,State Question No. 6,,,Yes,640
Carson City,113,"Supreme Court Justice, Seat B",,,None Of These Candidates,273
Carson City,113,"Supreme Court Justice, Seat B",,,Kristina Pickering,1101
Carson City,113,"Supreme Court Justice, Seat D",,,Ozzie Fumo,431
Carson City,113,"Supreme Court Justice, Seat D",,,Douglas Herndon,797
Carson City,113,"Supreme Court Justice, Seat D",,,None Of These Candidates,209
Carson City,113,U.S. House,2,,Patricia Ackerman,549
Carson City,113,U.S. House,2,Republican,Mark E. Amodei,906
Carson City,113,U.S. House,2,Independent American,Janine Hansen,31
Carson City,201,"Board of Supervisors, Ward 2",,,Maurice M. White,543
Carson City,201,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,426
Carson City,201,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,363
Carson City,201,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,378
Carson City,201,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,236
Carson City,201,"District Court Judge, District 1, Department  1",Court,,James T. Russell,892
Carson City,201,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,890
Carson City,201,President,,Democratic,Joseph R. Biden,468
Carson City,201,President,,Constitution,Don Blankenship,4
Carson City,201,President,,Libertarian,Jo Jorgensen,14
Carson City,201,President,,,None Of These Candidates,13
Carson City,201,President,,Republican,Donald J. Trump,563
Carson City,201,School Trustee,7,,Joe Cacioppo,580
Carson City,201,School Trustee,7,,Joy R. Trushenski,362
Carson City,201,State Assembly,40,Democratic,Sena Loyd,436
Carson City,201,State Assembly,40,,Philip P. O'Neill,593
Carson City,201,State Question No. 1,,,No,592
Carson City,201,State Question No. 1,,,Yes,412
Carson City,201,State Question No. 2,,,No,410
Carson City,201,State Question No. 2,,,Yes,621
Carson City,201,State Question No. 3,,,No,446
Carson City,201,State Question No. 3,,,Yes,573
Carson City,201,State Question No. 4,,,No,436
Carson City,201,State Question No. 4,,,Yes,590
Carson City,201,State Question No. 6,,,No,488
Carson City,201,State Question No. 6,,,Yes,534
Carson City,201,"Supreme Court Justice, Seat B",,,None Of These Candidates,209
Carson City,201,"Supreme Court Justice, Seat B",,,Kristina Pickering,757
Carson City,201,"Supreme Court Justice, Seat D",,,Ozzie Fumo,356
Carson City,201,"Supreme Court Justice, Seat D",,,Douglas Herndon,462
Carson City,201,"Supreme Court Justice, Seat D",,,None Of These Candidates,185
Carson City,201,U.S. House,2,,Patricia Ackerman,427
Carson City,201,U.S. House,2,Republican,Mark E. Amodei,579
Carson City,201,U.S. House,2,Independent American,Janine Hansen,38
Carson City,203,"Board of Supervisors, Ward 2",,,Maurice M. White,685
Carson City,203,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,573
Carson City,203,"Court Of Appeals Judge, Dept. 3",,,Bonnie Bulla,545
Carson City,203,"Court Of Appeals Judge, Dept. 3",,,Susan Bush,435
Carson City,203,"Court Of Appeals Judge, Dept. 3",,,None Of These Candidates,283
Carson City,203,"District Court Judge, District 1, Department  1",Court,,James T. Russell,1136
Carson City,203,"District Court Judge, District 1, Department  2",Court,,Jim Wilson,1143
Carson City,203,President,,Democratic,Joseph R. Biden,661
Carson City,203,President,,Constitution,Don Blankenship,2
Carson City,203,President,,Libertarian,Jo Jorgensen,20
Carson City,203,President,,,None Of These Candidates,18
Carson City,203,President,,Republican,Donald J. Trump,676
Carson City,203,School Trustee,7,,Joe Cacioppo,787
Carson City,203,School Trustee,7,,Joy R. Trushenski,438
Carson City,203,State Assembly,40,Democratic,Sena Loyd,637
Carson City,203,State Assembly,40,,Philip P. O'Neill,687
Carson City,203,State Question No. 1,,,No,800
Carson City,203,State Question No. 1,,,Yes,485
Carson City,203,State Question No. 2,,,No,515
Carson City,203,State Question No. 2,,,Yes,821
Carson City,203,State Question No. 3,,,No,586
Carson City,203,State Question No. 3,,,Yes,734
Carson City,203,State Question No. 4,,,No,512
Carson City,203,State Question No. 4,,,Yes,812
Carson City,203,State Question No. 6,,,No,624
Carson City,203,State Question No. 6,,,Yes,703
Carson City,203,"Supreme Court Justice, Seat B",,,None Of These Candidates,265
Carson City,203,"Supreme Court Justice, Seat B",,,Kristina Pickering,988
Carson City,203,"Supreme Court Justice, Seat D",,,Ozzie Fumo,461
Carson City,203,"Supreme Court Justice, Seat D",,,Douglas Herndon,615
Carson City,203,"Supreme Court Justice, Seat D",,,None Of These Candidates,227
Carson City,203,U.S. House,2,,Patricia Ackerman,616
Carson City,203,U.S. House,2,Republican,Mark E. Amodei,694
Carson City,203,U.S. House,2,Independent American,Janine Hansen,35
Carson City,205,"Board of Supervisors, Ward 2",,,Maurice M. White,743
Carson City,205,"Board of Supervisors, Ward 2",,,Stacie Wilke-Mcculloch,541
