blkidfp00,statefp00,countyfp00,vtdidfp00,vtdst00,assign_method
320050001021067,32,005,320050075,0075,centroid
320050001033002,32,005,320050055,0055,centroid
320050005013001,32,005,320050160,0160,centroid
320050005012002,32,005,320050085,0085,centroid
320050001021021,32,005,320050075,0075,centroid
320050001021022,32,005,320050075,0075,centroid
320050005011017,32,005,320050005,0005,centroid
320050001013006,32,005,320050035,0035,centroid
320050005012035,32,005,320050085,0085,centroid
320050005012028,32,005,320050085,0085,centroid
320050005012011,32,005,320050085,0085,centroid
320050001021018,32,005,320050075,0075,centroid
320050005022029,32,005,320050060,0060,centroid
320050001011000,32,005,320050020,0020,centroid
320050001023014,32,005,320050010,0010,centroid
320050005015009,32,005,320050040,0040,centroid
320050005014003,32,005,320050090,0090,centroid
320050005013019,32,005,320050160,0160,centroid
320050001022121,32,005,320050145,0145,centroid
320050001022091,32,005,320050070,0070,centroid
320050001022074,32,005,320050070,0070,centroid
320050001022042,32,005,320050070,0070,centroid
320050001022094,32,005,320050070,0070,centroid
320050005012056,32,005,320050085,0085,centroid
320050001023018,32,005,320050010,0010,centroid
320050005022002,32,005,320050010,0010,centroid
320050001021068,32,005,320050075,0075,centroid
320050001021069,32,005,320050075,0075,centroid
320050005013004,32,005,320050160,0160,centroid
320050001011016,32,005,320050020,0020,centroid
320050002002077,32,005,320050065,0065,centroid
320050002002114,32,005,320050030,0030,centroid
320050002002049,32,005,320050150,0150,centroid
320050002002106,32,005,320050065,0065,centroid
320050002001003,32,005,320050150,0150,centroid
320050002003002,32,005,320050025,0025,centroid
320050002001009,32,005,320050030,0030,centroid
320050003012004,32,005,320050105,0105,centroid
320050003021012,32,005,320050115,0115,centroid
320050004001015,32,005,320050130,0130,centroid
320050003022000,32,005,320050120,0120,centroid
320050004001027,32,005,320050130,0130,centroid
320050002003047,32,005,320050080,0080,centroid
320050004001035,32,005,320050130,0130,centroid
320050002003045,32,005,320050080,0080,centroid
320050003011010,32,005,320050100,0100,centroid
320050004001009,32,005,320050080,0080,centroid
320050005012063,32,005,320050085,0085,centroid
320050002002082,32,005,320050065,0065,centroid
320050002002029,32,005,320050150,0150,centroid
320050002002063,32,005,320050150,0150,centroid
320050006002055,32,005,320050050,0050,centroid
320050006001049,32,005,320050050,0050,centroid
320050006002011,32,005,320050050,0050,centroid
320050006002049,32,005,320050050,0050,centroid
320050006002063,32,005,320050050,0050,centroid
320050006002003,32,005,320050050,0050,centroid
320050006002001,32,005,320050050,0050,centroid
320050006002066,32,005,320050050,0050,centroid
320050006002071,32,005,320050050,0050,centroid
320050006002070,32,005,320050050,0050,centroid
320050003013019,32,005,320050110,0110,centroid
320050004001013,32,005,320050080,0080,centroid
320050003011053,32,005,320050105,0105,centroid
320050004001018,32,005,320050130,0130,centroid
320050004001000,32,005,320050080,0080,centroid
320050004001021,32,005,320050130,0130,centroid
320050003011031,32,005,320050100,0100,centroid
320050003011017,32,005,320050100,0100,centroid
320050003011029,32,005,320050100,0100,centroid
320050002001052,32,005,320050030,0030,centroid
320050002001082,32,005,320050030,0030,centroid
320050003011040,32,005,320050100,0100,centroid
320050003011049,32,005,320050100,0100,centroid
320050003021997,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050003011999,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050003011004,32,005,320050100,0100,centroid
320050001021024,32,005,320050075,0075,centroid
320050001013016,32,005,320050155,0155,centroid
320050001013014,32,005,320050155,0155,centroid
320050001013037,32,005,320050035,0035,centroid
320050001013048,32,005,320050035,0035,centroid
320050001013053,32,005,320050035,0035,centroid
320050001013058,32,005,320050035,0035,centroid
320050001033004,32,005,320050055,0055,centroid
320050005013015,32,005,320050160,0160,centroid
320050005013012,32,005,320050160,0160,centroid
320050005013017,32,005,320050160,0160,centroid
320050005012033,32,005,320050085,0085,centroid
320050001012010,32,005,320050015,0015,centroid
320050001021019,32,005,320050075,0075,centroid
320050001021015,32,005,320050075,0075,centroid
320050005014015,32,005,320050090,0090,centroid
320050005022009,32,005,320050095,0095,centroid
320050005022070,32,005,320050140,0140,centroid
320050005022042,32,005,320050095,0095,centroid
320050005022072,32,005,320050095,0095,centroid
320050005011000,32,005,320050005,0005,centroid
320050005012026,32,005,320050085,0085,centroid
320050005022011,32,005,320050095,0095,centroid
320050005022004,32,005,320050060,0060,centroid
320050005012001,32,005,320050085,0085,centroid
320050005011034,32,005,320050005,0005,centroid
320050005011038,32,005,320050005,0005,centroid
320050005011036,32,005,320050005,0005,centroid
320050005012034,32,005,320050085,0085,centroid
320050005012037,32,005,320050085,0085,centroid
320050002002002,32,005,320050150,0150,centroid
320050002002073,32,005,320050150,0150,centroid
320050002002001,32,005,320050150,0150,centroid
320050002002051,32,005,320050150,0150,centroid
320050002002054,32,005,320050150,0150,centroid
320050002002058,32,005,320050150,0150,centroid
320050002002059,32,005,320050150,0150,centroid
320050002002060,32,005,320050150,0150,centroid
320050002001032,32,005,320050030,0030,centroid
320050002003077,32,005,320050080,0080,centroid
320050002003033,32,005,320050080,0080,centroid
320050002003080,32,005,320050080,0080,centroid
320050002003081,32,005,320050080,0080,centroid
320050002001061,32,005,320050030,0030,centroid
320050002002003,32,005,320050150,0150,centroid
320050002003001,32,005,320050025,0025,centroid
320050002003010,32,005,320050025,0025,centroid
320050002003026,32,005,320050025,0025,centroid
320050002002015,32,005,320050030,0030,centroid
320050002002027,32,005,320050065,0065,centroid
320050001022082,32,005,320050070,0070,centroid
320050001022104,32,005,320050070,0070,centroid
320050001022018,32,005,320050070,0070,centroid
320050001022120,32,005,320050070,0070,centroid
320050006002012,32,005,320050050,0050,centroid
320050006002031,32,005,320050050,0050,centroid
320050006002002,32,005,320050050,0050,centroid
320050006002051,32,005,320050050,0050,centroid
320050006001046,32,005,320050145,0145,centroid
320050006002013,32,005,320050050,0050,centroid
320050006001067,32,005,320050145,0145,centroid
320050006001025,32,005,320050145,0145,centroid
320050006001012,32,005,320050145,0145,centroid
320050006001039,32,005,320050145,0145,centroid
320050006001038,32,005,320050145,0145,centroid
320050005014005,32,005,320050090,0090,centroid
320050005015006,32,005,320050040,0040,centroid
320050005012066,32,005,320050085,0085,centroid
320050005022017,32,005,320050060,0060,centroid
320050005022010,32,005,320050095,0095,centroid
320050001022115,32,005,320050070,0070,centroid
320050001022060,32,005,320050070,0070,centroid
320050006002016,32,005,320050050,0050,centroid
320050006002059,32,005,320050050,0050,centroid
320050006001062,32,005,320050145,0145,centroid
320050002001010,32,005,320050030,0030,centroid
320050002003006,32,005,320050025,0025,centroid
320050002003028,32,005,320050025,0025,centroid
320050002003042,32,005,320050080,0080,centroid
320050002003063,32,005,320050080,0080,centroid
320050004001005,32,005,320050080,0080,centroid
320050003011044,32,005,320050100,0100,centroid
320050003012008,32,005,320050105,0105,centroid
320050003012009,32,005,320050105,0105,centroid
320050003013001,32,005,320050110,0110,centroid
320050002001053,32,005,320050030,0030,centroid
320050003011005,32,005,320050100,0100,centroid
320050003011028,32,005,320050100,0100,centroid
320050002002102,32,005,320050065,0065,centroid
320050002003049,32,005,320050080,0080,centroid
320050002002085,32,005,320050065,0065,centroid
320050002003089,32,005,320050080,0080,centroid
320050002003112,32,005,320050080,0080,centroid
320050002003039,32,005,320050080,0080,centroid
320050002003032,32,005,320050080,0080,centroid
320050002003055,32,005,320050080,0080,centroid
320050002003079,32,005,320050080,0080,centroid
320050002003086,32,005,320050080,0080,centroid
320050002003100,32,005,320050080,0080,centroid
320050005012045,32,005,320050085,0085,centroid
320050005012050,32,005,320050085,0085,centroid
320050001022054,32,005,320050070,0070,centroid
320050001011013,32,005,320050015,0015,centroid
320050001011004,32,005,320050020,0020,centroid
320050001011017,32,005,320050020,0020,centroid
320050001011019,32,005,320050020,0020,centroid
320050005014004,32,005,320050090,0090,centroid
320050005015008,32,005,320050040,0040,centroid
320050001023009,32,005,320050010,0010,centroid
320050001023010,32,005,320050010,0010,centroid
320050001023012,32,005,320050010,0010,centroid
320050005014007,32,005,320050090,0090,centroid
320050005022008,32,005,320050095,0095,centroid
320050005012083,32,005,320050085,0085,centroid
320050001032023,32,005,320050135,0135,centroid
320050001013021,32,005,320050155,0155,centroid
320050001032002,32,005,320050135,0135,centroid
320050001031004,32,005,320050055,0055,centroid
320050001031002,32,005,320050055,0055,centroid
320050001031014,32,005,320050135,0135,centroid
320050001031015,32,005,320050135,0135,centroid
320050001033024,32,005,320050055,0055,centroid
320050001033031,32,005,320050055,0055,centroid
320050001033036,32,005,320050055,0055,centroid
320050001032026,32,005,320050135,0135,centroid
320050001021012,32,005,320050075,0075,centroid
320050001031018,32,005,320050135,0135,centroid
320050001012003,32,005,320050015,0015,centroid
320050005022034,32,005,320050060,0060,centroid
320050005012065,32,005,320050085,0085,centroid
320050002001044,32,005,320050065,0065,centroid
320050002001026,32,005,320050030,0030,centroid
320050002001070,32,005,320050030,0030,centroid
320050002003113,32,005,320050080,0080,centroid
320050002003040,32,005,320050080,0080,centroid
320050002003025,32,005,320050025,0025,centroid
320050002003041,32,005,320050080,0080,centroid
320050002003057,32,005,320050080,0080,centroid
320050002003058,32,005,320050080,0080,centroid
320050002003061,32,005,320050080,0080,centroid
320050002003051,32,005,320050080,0080,centroid
320050002001011,32,005,320050030,0030,centroid
320050002002112,32,005,320050030,0030,centroid
320050002002110,32,005,320050025,0025,centroid
320050002001012,32,005,320050150,0150,centroid
320050002002093,32,005,320050065,0065,centroid
320050002003015,32,005,320050025,0025,centroid
320050002003021,32,005,320050025,0025,centroid
320050002002013,32,005,320050065,0065,centroid
320050002001065,32,005,320050030,0030,centroid
320050001022013,32,005,320050070,0070,centroid
320050001022049,32,005,320050070,0070,centroid
320050001022032,32,005,320050070,0070,centroid
320050001022098,32,005,320050070,0070,centroid
320050001022039,32,005,320050070,0070,centroid
320050001022066,32,005,320050070,0070,centroid
320050001022072,32,005,320050070,0070,centroid
320050001022086,32,005,320050070,0070,centroid
320050006001035,32,005,320050145,0145,centroid
320050006001048,32,005,320050145,0145,centroid
320050006002028,32,005,320050050,0050,centroid
320050006002024,32,005,320050050,0050,centroid
320050006002045,32,005,320050050,0050,centroid
320050006002005,32,005,320050050,0050,centroid
320050006002007,32,005,320050145,0145,centroid
320050006002067,32,005,320050050,0050,centroid
320050003013013,32,005,320050110,0110,centroid
320050003021003,32,005,320050115,0115,centroid
320050003013015,32,005,320050110,0110,centroid
320050002001057,32,005,320050030,0030,centroid
320050002003067,32,005,320050025,0025,centroid
320050004002011,32,005,320050125,0125,centroid
320050003011009,32,005,320050100,0100,centroid
320050003021011,32,005,320050115,0115,centroid
320050005011011,32,005,320050005,0005,centroid
320050001033000,32,005,320050055,0055,centroid
320050001012002,32,005,320050015,0015,centroid
320050001013023,32,005,320050035,0035,centroid
320050005012040,32,005,320050085,0085,centroid
320050005013002,32,005,320050160,0160,centroid
320050001012025,32,005,320050015,0015,centroid
320050001011001,32,005,320050020,0020,centroid
320050001011011,32,005,320050015,0015,centroid
320050001012024,32,005,320050015,0015,centroid
320050005011007,32,005,320050005,0005,centroid
320050001013011,32,005,320050155,0155,centroid
320050001021016,32,005,320050075,0075,centroid
320050005012021,32,005,320050085,0085,centroid
320050001023001,32,005,320050010,0010,centroid
320050001012007,32,005,320050015,0015,centroid
320050001011002,32,005,320050020,0020,centroid
320050005011033,32,005,320050005,0005,centroid
320050005011027,32,005,320050005,0005,centroid
320050005011040,32,005,320050005,0005,centroid
320050005012042,32,005,320050085,0085,centroid
320050001032025,32,005,320050135,0135,centroid
320050001033029,32,005,320050055,0055,centroid
320050001033033,32,005,320050055,0055,centroid
320050001033043,32,005,320050055,0055,centroid
320050001033013,32,005,320050055,0055,centroid
320050001031019,32,005,320050135,0135,centroid
320050001031016,32,005,320050135,0135,centroid
320050005021004,32,005,320050045,0045,centroid
320050005021005,32,005,320050045,0045,centroid
320050005022066,32,005,320050140,0140,centroid
320050005012073,32,005,320050085,0085,centroid
320050005022043,32,005,320050095,0095,centroid
320050005022061,32,005,320050095,0095,centroid
320050005022030,32,005,320050060,0060,centroid
320050005014016,32,005,320050090,0090,centroid
320050005021002,32,005,320050045,0045,centroid
320050005012027,32,005,320050085,0085,centroid
320050005022069,32,005,320050140,0140,centroid
320050005022016,32,005,320050060,0060,centroid
320050001023000,32,005,320050085,0085,centroid
320050006001066,32,005,320050145,0145,centroid
320050006001064,32,005,320050145,0145,centroid
320050006001057,32,005,320050145,0145,centroid
320050006001059,32,005,320050145,0145,centroid
320050006002010,32,005,320050050,0050,centroid
320050006001014,32,005,320050145,0145,centroid
320050006001011,32,005,320050145,0145,centroid
320050003011025,32,005,320050100,0100,centroid
320050003011038,32,005,320050100,0100,centroid
320050002001058,32,005,320050030,0030,centroid
320050002003072,32,005,320050030,0030,centroid
320050003022997,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050003012999,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050003011008,32,005,320050100,0100,centroid
320050002003109,32,005,320050080,0080,centroid
320050002001084,32,005,320050030,0030,centroid
320050002001015,32,005,320050150,0150,centroid
320050002001041,32,005,320050030,0030,centroid
320050002001076,32,005,320050030,0030,centroid
320050002002018,32,005,320050065,0065,centroid
320050002001048,32,005,320050030,0030,centroid
320050002002050,32,005,320050150,0150,centroid
320050002002033,32,005,320050150,0150,centroid
320050002002103,32,005,320050065,0065,centroid
320050006002062,32,005,320050050,0050,centroid
320050006002065,32,005,320050050,0050,centroid
320050006002078,32,005,320050050,0050,centroid
320050006002076,32,005,320050050,0050,centroid
320050004002003,32,005,320050125,0125,centroid
320050004001016,32,005,320050130,0130,centroid
320050003012003,32,005,320050105,0105,centroid
320050004001004,32,005,320050080,0080,centroid
320050004003002,32,005,320050125,0125,centroid
320050004001036,32,005,320050130,0130,centroid
320050002003048,32,005,320050080,0080,centroid
320050003011043,32,005,320050100,0100,centroid
320050003012010,32,005,320050105,0105,centroid
320050003012014,32,005,320050105,0105,centroid
320050003013007,32,005,320050110,0110,centroid
320050003011018,32,005,320050100,0100,centroid
320050003011050,32,005,320050100,0100,centroid
320050003011003,32,005,320050100,0100,centroid
320050003013004,32,005,320050110,0110,centroid
320050002001056,32,005,320050030,0030,centroid
320050001021050,32,005,320050075,0075,centroid
320050001021013,32,005,320050075,0075,centroid
320050001021001,32,005,320050075,0075,centroid
320050001021007,32,005,320050075,0075,centroid
320050001021004,32,005,320050075,0075,centroid
320050001022058,32,005,320050070,0070,centroid
320050001021047,32,005,320050075,0075,centroid
320050005013013,32,005,320050160,0160,centroid
320050005013014,32,005,320050160,0160,centroid
320050001021055,32,005,320050075,0075,centroid
320050001013013,32,005,320050155,0155,centroid
320050001013010,32,005,320050155,0155,centroid
320050001013027,32,005,320050035,0035,centroid
320050001013050,32,005,320050035,0035,centroid
320050001013059,32,005,320050035,0035,centroid
320050005011016,32,005,320050005,0005,centroid
320050001013999,32,005,320050155,0155,centroid
320050005012010,32,005,320050085,0085,centroid
320050005012036,32,005,320050085,0085,centroid
320050005011015,32,005,320050005,0005,centroid
320050001023002,32,005,320050085,0085,centroid
320050001012001,32,005,320050015,0015,centroid
320050001023031,32,005,320050010,0010,centroid
320050001023029,32,005,320050010,0010,centroid
320050005014002,32,005,320050090,0090,centroid
320050005022028,32,005,320050060,0060,centroid
320050005014006,32,005,320050090,0090,centroid
320050005015005,32,005,320050040,0040,centroid
320050005015011,32,005,320050040,0040,centroid
320050005022006,32,005,320050060,0060,centroid
320050005022015,32,005,320050060,0060,centroid
320050005022012,32,005,320050095,0095,centroid
320050005015014,32,005,320050040,0040,centroid
320050005022018,32,005,320050095,0095,centroid
320050001032007,32,005,320050135,0135,centroid
320050001013022,32,005,320050035,0035,centroid
320050001012015,32,005,320050015,0015,centroid
320050001012019,32,005,320050015,0015,centroid
320050005012024,32,005,320050085,0085,centroid
320050001031007,32,005,320050055,0055,centroid
320050005011025,32,005,320050005,0005,centroid
320050005012048,32,005,320050085,0085,centroid
320050005011041,32,005,320050005,0005,centroid
320050005012017,32,005,320050085,0085,centroid
320050006001015,32,005,320050145,0145,centroid
320050006001028,32,005,320050145,0145,centroid
320050006001031,32,005,320050145,0145,centroid
320050006002030,32,005,320050050,0050,centroid
320050006002037,32,005,320050050,0050,centroid
320050006001070,32,005,320050050,0050,centroid
320050006001019,32,005,320050145,0145,centroid
320050002002098,32,005,320050065,0065,centroid
320050002002999,32,005,320050025,0025,centroid
320050002003019,32,005,320050025,0025,centroid
320050002003013,32,005,320050025,0025,centroid
320050002003011,32,005,320050025,0025,centroid
320050005021003,32,005,320050045,0045,centroid
320050005021006,32,005,320050045,0045,centroid
320050005021007,32,005,320050045,0045,centroid
320050005022063,32,005,320050140,0140,centroid
320050005022058,32,005,320050095,0095,centroid
320050005022048,32,005,320050095,0095,centroid
320050005022046,32,005,320050095,0095,centroid
320050005022003,32,005,320050010,0010,centroid
320050001023015,32,005,320050010,0010,centroid
320050005021008,32,005,320050045,0045,centroid
320050005022057,32,005,320050140,0140,centroid
320050005022022,32,005,320050095,0095,centroid
320050002002031,32,005,320050150,0150,centroid
320050002003052,32,005,320050080,0080,centroid
320050002002068,32,005,320050150,0150,centroid
320050002002030,32,005,320050150,0150,centroid
320050002003107,32,005,320050080,0080,centroid
320050002003108,32,005,320050080,0080,centroid
320050002001069,32,005,320050030,0030,centroid
320050002001031,32,005,320050030,0030,centroid
320050002001025,32,005,320050030,0030,centroid
320050002002069,32,005,320050150,0150,centroid
320050002001038,32,005,320050030,0030,centroid
320050002001075,32,005,320050030,0030,centroid
320050002003027,32,005,320050025,0025,centroid
320050002003023,32,005,320050025,0025,centroid
320050002001079,32,005,320050065,0065,centroid
320050002001043,32,005,320050065,0065,centroid
320050002002008,32,005,320050150,0150,centroid
320050002002099,32,005,320050065,0065,centroid
320050002001000,32,005,320050150,0150,centroid
320050002003012,32,005,320050025,0025,centroid
320050002001029,32,005,320050030,0030,centroid
320050002003005,32,005,320050025,0025,centroid
320050002002032,32,005,320050150,0150,centroid
320050002002046,32,005,320050150,0150,centroid
320050001022111,32,005,320050070,0070,centroid
320050001022093,32,005,320050070,0070,centroid
320050001022114,32,005,320050070,0070,centroid
320050001022090,32,005,320050070,0070,centroid
320050001022022,32,005,320050070,0070,centroid
320050001022127,32,005,320050085,0085,centroid
320050001022084,32,005,320050070,0070,centroid
320050006002032,32,005,320050050,0050,centroid
320050006002004,32,005,320050050,0050,centroid
320050006002058,32,005,320050050,0050,centroid
320050006001018,32,005,320050145,0145,centroid
320050006001053,32,005,320050145,0145,centroid
320050004001012,32,005,320050080,0080,centroid
320050003013008,32,005,320050110,0110,centroid
320050003013005,32,005,320050110,0110,centroid
320050003011027,32,005,320050100,0100,centroid
320050003021007,32,005,320050115,0115,centroid
320050003011039,32,005,320050100,0100,centroid
320050005015003,32,005,320050040,0040,centroid
320050005022001,32,005,320050085,0085,centroid
320050001021049,32,005,320050075,0075,centroid
320050001021028,32,005,320050075,0075,centroid
320050001032016,32,005,320050135,0135,centroid
320050001033016,32,005,320050055,0055,centroid
320050001033022,32,005,320050055,0055,centroid
320050001033039,32,005,320050055,0055,centroid
320050001013029,32,005,320050035,0035,centroid
320050005012081,32,005,320050085,0085,centroid
320050005012084,32,005,320050085,0085,centroid
320050001031008,32,005,320050055,0055,centroid
320050001032001,32,005,320050135,0135,centroid
320050001032006,32,005,320050135,0135,centroid
320050001033012,32,005,320050055,0055,centroid
320050006002077,32,005,320050050,0050,centroid
320050006002022,32,005,320050050,0050,centroid
320050004001024,32,005,320050130,0130,centroid
320050002002074,32,005,320050150,0150,centroid
320050002002055,32,005,320050150,0150,centroid
320050002002057,32,005,320050150,0150,centroid
320050002003004,32,005,320050025,0025,centroid
320050002003056,32,005,320050080,0080,centroid
320050002003054,32,005,320050080,0080,centroid
320050002003088,32,005,320050080,0080,centroid
320050002003084,32,005,320050080,0080,centroid
320050002003035,32,005,320050080,0080,centroid
320050002002081,32,005,320050065,0065,centroid
320050002002101,32,005,320050065,0065,centroid
320050002002100,32,005,320050065,0065,centroid
320050002002109,32,005,320050150,0150,centroid
320050002001008,32,005,320050030,0030,centroid
320050002003017,32,005,320050025,0025,centroid
320050002002075,32,005,320050150,0150,centroid
320050002002016,32,005,320050030,0030,centroid
320050002001077,32,005,320050030,0030,centroid
320050002002022,32,005,320050065,0065,centroid
320050001022061,32,005,320050070,0070,centroid
320050001022048,32,005,320050070,0070,centroid
320050001022017,32,005,320050070,0070,centroid
320050001022043,32,005,320050070,0070,centroid
320050001022068,32,005,320050070,0070,centroid
320050001022100,32,005,320050070,0070,centroid
320050006002053,32,005,320050050,0050,centroid
320050004001023,32,005,320050130,0130,centroid
320050003022003,32,005,320050120,0120,centroid
320050004001034,32,005,320050130,0130,centroid
320050004002010,32,005,320050125,0125,centroid
320050003022008,32,005,320050120,0120,centroid
320050002003046,32,005,320050080,0080,centroid
320050003011015,32,005,320050100,0100,centroid
320050004001008,32,005,320050080,0080,centroid
320050003011037,32,005,320050100,0100,centroid
320050003011041,32,005,320050100,0100,centroid
320050005015002,32,005,320050040,0040,centroid
320050001033025,32,005,320050055,0055,centroid
320050001033042,32,005,320050055,0055,centroid
320050001021003,32,005,320050075,0075,centroid
320050001012023,32,005,320050015,0015,centroid
320050001021035,32,005,320050075,0075,centroid
320050001021038,32,005,320050075,0075,centroid
320050005011005,32,005,320050005,0005,centroid
320050001012006,32,005,320050015,0015,centroid
320050001023023,32,005,320050010,0010,centroid
320050001011018,32,005,320050020,0020,centroid
320050001031006,32,005,320050055,0055,centroid
320050005012054,32,005,320050085,0085,centroid
320050005015000,32,005,320050040,0040,centroid
320050001023008,32,005,320050010,0010,centroid
320050005012060,32,005,320050085,0085,centroid
320050005015010,32,005,320050040,0040,centroid
320050005022064,32,005,320050140,0140,centroid
320050005022054,32,005,320050140,0140,centroid
320050005022059,32,005,320050095,0095,centroid
320050005022074,32,005,320050095,0095,centroid
320050001033020,32,005,320050055,0055,centroid
320050001032019,32,005,320050135,0135,centroid
320050001021009,32,005,320050075,0075,centroid
320050001032005,32,005,320050135,0135,centroid
320050001033003,32,005,320050055,0055,centroid
320050001013065,32,005,320050155,0155,centroid
320050001013001,32,005,320050035,0035,centroid
320050005011029,32,005,320050005,0005,centroid
320050001013039,32,005,320050035,0035,centroid
320050001011005,32,005,320050015,0015,centroid
320050005012046,32,005,320050085,0085,centroid
320050002002028,32,005,320050065,0065,centroid
320050002002066,32,005,320050150,0150,centroid
320050002002062,32,005,320050150,0150,centroid
320050002001034,32,005,320050030,0030,centroid
320050001031000,32,005,320050055,0055,centroid
320050005021013,32,005,320050045,0045,centroid
320050005021012,32,005,320050045,0045,centroid
320050001021052,32,005,320050075,0075,centroid
320050001021053,32,005,320050075,0075,centroid
320050001032008,32,005,320050135,0135,centroid
320050001033032,32,005,320050055,0055,centroid
320050001033035,32,005,320050055,0055,centroid
320050001033044,32,005,320050055,0055,centroid
320050001031013,32,005,320050135,0135,centroid
320050001033040,32,005,320050055,0055,centroid
320050001031020,32,005,320050135,0135,centroid
320050001011009,32,005,320050015,0015,centroid
320050001012005,32,005,320050015,0015,centroid
320050003011051,32,005,320050100,0100,centroid
320050003013000,32,005,320050110,0110,centroid
320050004001011,32,005,320050080,0080,centroid
320050004001010,32,005,320050080,0080,centroid
320050003011042,32,005,320050100,0100,centroid
320050003011016,32,005,320050100,0100,centroid
320050003021009,32,005,320050115,0115,centroid
320050006002009,32,005,320050050,0050,centroid
320050006001061,32,005,320050145,0145,centroid
320050006001002,32,005,320050145,0145,centroid
320050006001036,32,005,320050145,0145,centroid
320050006001034,32,005,320050145,0145,centroid
320050006002026,32,005,320050050,0050,centroid
320050006002015,32,005,320050050,0050,centroid
320050006002006,32,005,320050050,0050,centroid
320050006002060,32,005,320050050,0050,centroid
320050003021001,32,005,320050115,0115,centroid
320050003013003,32,005,320050110,0110,centroid
320050003022998,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050004001038,32,005,320050125,0125,centroid
320050002001086,32,005,320050030,0030,centroid
320050004002004,32,005,320050125,0125,centroid
320050003013999,32,005,32005ZZZZZZ,ZZZZZZ,centroid
320050003011026,32,005,320050100,0100,centroid
320050005012006,32,005,320050070,0070,centroid
320050005011006,32,005,320050005,0005,centroid
320050001013045,32,005,320050035,0035,centroid
320050001013041,32,005,320050035,0035,centroid
320050001013049,32,005,320050035,0035,centroid
320050005012004,32,005,320050085,0085,centroid
320050001012008,32,005,320050015,0015,centroid
320050001013007,32,005,320050035,0035,centroid
320050001013038,32,005,320050035,0035,centroid
320050005022033,32,005,320050060,0060,centroid
320050005013018,32,005,320050160,0160,centroid
320050001011014,32,005,320050015,0015,centroid
320050005011003,32,005,320050005,0005,centroid
320050005022039,32,005,320050060,0060,centroid
320050001011021,32,005,320050020,0020,centroid
320050001011022,32,005,320050020,0020,centroid
320050005022035,32,005,320050005,0005,centroid
320050005022036,32,005,320050060,0060,centroid
320050005012008,32,005,320050070,0070,centroid
320050001031010,32,005,320050055,0055,centroid
320050005012080,32,005,320050085,0085,centroid
320050005021016,32,005,320050045,0045,centroid
320050001021048,32,005,320050075,0075,centroid
320050001033015,32,005,320050055,0055,centroid
320050001013020,32,005,320050155,0155,centroid
320050001032011,32,005,320050135,0135,centroid
320050001033026,32,005,320050055,0055,centroid
320050001033037,32,005,320050055,0055,centroid
320050001033008,32,005,320050055,0055,centroid
320050001031021,32,005,320050135,0135,centroid
320050002002047,32,005,320050150,0150,centroid
320050002001064,32,005,320050030,0030,centroid
320050002003111,32,005,320050080,0080,centroid
320050002003031,32,005,320050080,0080,centroid
320050002003050,32,005,320050080,0080,centroid
320050002003110,32,005,320050080,0080,centroid
320050002003085,32,005,320050080,0080,centroid
320050002003083,32,005,320050080,0080,centroid
320050002003097,32,005,320050080,0080,centroid
320050002001073,32,005,320050030,0030,centroid
320050001032024,32,005,320050135,0135,centroid
320050002003106,32,005,320050080,0080,centroid
320050002002065,32,005,320050150,0150,centroid
320050002002061,32,005,320050150,0150,centroid
320050002001021,32,005,320050030,0030,centroid
320050002001013,32,005,320050150,0150,centroid
320050004002002,32,005,320050125,0125,centroid
320050004001026,32,005,320050130,0130,centroid
320050004001028,32,005,320050130,0130,centroid
320050004001030,32,005,320050080,0080,centroid
320050004003005,32,005,320050125,0125,centroid
320050003022005,32,005,320050120,0120,centroid
320050004003004,32,005,320050125,0125,centroid
320050002001028,32,005,320050030,0030,centroid
320050002001039,32,005,320050030,0030,centroid
320050002001046,32,005,320050030,0030,centroid
320050002003000,32,005,320050025,0025,centroid
320050002002039,32,005,320050065,0065,centroid
320050002001083,32,005,320050030,0030,centroid
320050002003068,32,005,320050080,0080,centroid
320050002003999,32,005,320050025,0025,centroid
320079516001022,32,007,320070130,0130,centroid
320079516001042,32,007,320070130,0130,centroid
320079516002078,32,007,320070130,0130,centroid
320079516001173,32,007,320070130,0130,centroid
320079516001179,32,007,320070130,0130,centroid
320079516001180,32,007,320070130,0130,centroid
320079516002065,32,007,320070130,0130,centroid
320079516001161,32,007,320070130,0130,centroid
320079516001178,32,007,320070130,0130,centroid
320079516001026,32,007,320070130,0130,centroid
320079516001122,32,007,320070130,0130,centroid
320079516002031,32,007,320070130,0130,centroid
320079516001126,32,007,320070130,0130,centroid
320079516002033,32,007,320070130,0130,centroid
320079516002045,32,007,320070130,0130,centroid
320079516002059,32,007,320070130,0130,centroid
320079516001147,32,007,320070130,0130,centroid
320079516002079,32,007,320070130,0130,centroid
320079516001191,32,007,320070130,0130,centroid
320079516001152,32,007,320070130,0130,centroid
320079514001202,32,007,320070120,0120,centroid
320079514001218,32,007,320070140,0140,centroid
320079514001104,32,007,320070120,0120,centroid
320079512001057,32,007,320070185,0185,centroid
320079514003105,32,007,320070185,0185,centroid
320079514003111,32,007,320070185,0185,centroid
