geoid20,district_id,assign_method
320279601002217,02,centroid
320079517002113,02,centroid
320079517002144,02,centroid
320079517002141,02,centroid
320079517002115,02,centroid
320079517002467,02,centroid
320079517002830,02,centroid
320079517002289,02,centroid
320130106001216,02,centroid
320130106001390,02,centroid
320079517002241,02,centroid
320079517001000,02,centroid
320239602001040,04,centroid
320079517002617,02,centroid
320239805001057,04,centroid
325100008003024,02,centroid
320079516001145,02,centroid
320179502002194,04,centroid
320079517002532,02,centroid
320130105011421,02,centroid
320079517002594,02,centroid
320079517002238,02,centroid
320079517002237,02,centroid
320079517002326,02,centroid
320130105011106,02,centroid
320130106002025,02,centroid
320079515003510,02,centroid
320079517003155,02,centroid
320130106001004,02,centroid
320079517002444,02,centroid
320050023001104,02,centroid
320079515003566,02,centroid
320079507021531,02,centroid
320030056151013,04,centroid
320130105012371,02,centroid
320079516001079,02,centroid
320079517001084,02,centroid
320239805001048,04,centroid
320099501001194,04,centroid
320339701001013,02,centroid
320079517001088,02,centroid
320079517002205,02,centroid
320130105012693,02,centroid
320079517003056,02,centroid
320079515003049,02,centroid
320079517002394,02,centroid
320179502001026,04,centroid
320079517002005,02,centroid
320030056151021,04,centroid
320079517002046,02,centroid
320079507021106,02,centroid
320310026111012,02,centroid
320079515003490,02,centroid
320079515003123,02,centroid
320079517002440,02,centroid
320219708001248,04,centroid
320019501001115,02,centroid
320030076002041,04,centroid
320079515003413,02,centroid
320110001001153,02,centroid
320079515002083,02,centroid
320239805001004,04,centroid
320079517002478,02,centroid
320239603002006,04,centroid
320030076003116,04,centroid
320130106001146,02,centroid
320079517003151,02,centroid
320130105011122,02,centroid
320079515003251,02,centroid
320319901000005,02,centroid
320079515003005,02,centroid
320079507021532,02,centroid
320310035011041,02,centroid
320079517002025,02,centroid
320019501001016,02,centroid
320310023021062,02,centroid
320199602062031,02,centroid
320219708001211,04,centroid
320310025001018,02,centroid
320079515003116,02,centroid
320079517002646,02,centroid
320079517002424,02,centroid
320079507021094,02,centroid
320079517002311,02,centroid
320079507021089,02,centroid
320019501001211,02,centroid
320030057032220,01,centroid
320079512021022,02,centroid
320019507001046,02,centroid
320239603001006,04,centroid
320130106002064,02,centroid
320130105011370,02,centroid
320079517002385,02,centroid
320099501001100,04,centroid
320219708002044,04,centroid
320299702001106,02,centroid
320079517003045,02,centroid
320030057023004,03,centroid
320019506001061,02,centroid
320339701001242,02,centroid
320030056134119,01,centroid
320219707003025,04,centroid
320179502001025,04,centroid
320179501001093,04,centroid
320179502002198,04,centroid
320310026183015,02,centroid
320239601002629,04,centroid
320239602001254,04,centroid
320199601031072,02,centroid
320319402001151,02,centroid
320310026111003,02,centroid
320239601001438,04,centroid
320079515002041,02,centroid
320310025002021,02,centroid
320310023021037,02,centroid
320079502001134,02,centroid
320179501001074,04,centroid
