vtdidfp00,bg2020ge,alloc_weight
320031017,320030056151,0.2389588284
320031017,320030076001,0.7022119063
320031017,320030076002,1.9995848234
320031017,320030076003,88.7674867114
320031018,320030056121,19.0000000001
320031018,320030056122,23.0000000000
320031018,320030056131,9.8512939648
320031018,320030056132,43.1487060354
320031018,320030056134,31.0399698500
320031018,320030076002,12.0000000001
320031018,320030076003,72.9600301499
320031019,320030056132,1.0000000000
320031019,320030056133,4.0000398874
320031019,320030059021,0.0432915121
320031019,320030076002,38.9566686005
320031020,320030056134,1.7804599626
320031020,320030059022,7.2195400375
320031021,320030056134,38.0000000001
320031021,320030059021,1.0000000000
320031022,320030056134,40.9999999999
320031023,320030054371,0.0339456575
320031023,320030056134,6.0000000000
320031023,320030061041,11.9660543425
320031023,320030078021,1.0000000000
320031024,320030061031,7.4016518172
320031024,320030061032,10.5983481828
320031024,320030061041,0.7612590761
320031024,320030072001,6.2387409239
320031026,320030072001,7.0000000000
320031027,320030049142,9.0000000000
320031027,320030049152,0.0115151300
320031027,320030049181,6.9884848700
320031027,320030049191,5.5325337845
320031027,320030049192,1.4674662155
320031028,320030049141,11.0000000000
320031028,320030049142,5.0000000000
320031029,320030049201,11.0000000000
320031029,320030049202,13.0000000000
320031029,320030049203,10.0000000000
320031030,320030049213,3.8698851648
320031030,320030049214,7.1301148352
320031031,320030049071,21.8336087371
320031031,320030049072,21.9999999999
320031031,320030049201,1.0000000000
320031031,320030049214,0.1663912629
320031032,320030061041,21.1400903773
320031032,320030061042,10.8599096227
320031034,320030029611,12.0000000000
320031034,320030029621,18.0000000001
320031034,320030029671,11.0000000000
320031034,320030029672,6.0000000000
320031034,320030029673,1.0000000001
320031034,320030029681,0.2627824745
320031034,320030029682,21.3420344401
320031034,320030029691,0.3951830854
320031034,320030029702,1.0000000000
320031034,320030029791,4.0000000000
320031035,320030029584,4.0000000000
320031036,320030029585,15.0000000000
320031037,320030029581,0.7150387274
320031037,320030029582,0.2849612726
320031037,320030029583,2.0000000000
320031038,320030029572,5.0000000000
320031039,320030029571,10.0000000000
320031039,320030029572,8.0000000000
320031040,320030029611,9.0000000000
320031040,320030029612,7.0000000000
320031041,320030029562,0.0176140266
320031041,320030029621,59.7646835362
320031041,320030029692,1.0000000000
320031041,320030029701,1.0000000000
320031041,320030029703,3.0000000000
320031041,320030029791,2.0000000000
320031041,320030068004,0.2177024372
320031042,320030049101,6.7210898467
320031042,320030049102,13.2789101533
320031042,320030049122,5.0000000000
320031042,320030049231,5.0000000000
320031042,320030049232,11.0000000000
320031042,320030049251,10.0000000000
320031042,320030049252,10.4567659100
320031042,320030049253,10.5432340900
320031042,320030049261,1.7570072483
320031042,320030049262,1.2429927515
320031043,320030061041,1.6844771428
320031043,320030061042,4.3155228572
320031044,320030061041,6.0000000000
320031045,320030050063,0.0111099939
320031045,320030050131,1.0179305765
320031045,320030050132,1.2942153638
320031045,320030050151,0.3938386088
320031045,320030050152,0.2829054568
320031046,320030054371,7.0592837377
320031046,320030056134,2.0188000876
320031046,320030061041,10.9219161747
320031047,320030054352,4.2646931936
320031047,320030054371,1.9999999999
320031047,320030055013,0.7545559762
320031047,320030056134,6.9807508301
320031052,320030051121,5.0000000001
320031053,320030028081,16.0000000000
320031053,320030028082,14.3361107453
320031053,320030051021,0.0706887832
320031053,320030051023,0.5932004715
320031053,320030053121,1.0000000000
320031054,320030028471,2.0186761613
320031054,320030029621,13.2663933584
320031054,320030029791,38.7147905757
320031054,320030029851,0.0001399043
320031055,320030028371,0.0197369325
320031055,320030029011,2.1563817566
320031055,320030029021,8.1563399363
320031055,320030029801,0.0265748760
320031055,320030029802,0.2674353976
320031055,320030029803,0.0597308023
320031055,320030029811,0.6210547955
320031055,320030029812,0.7489114659
320031055,320030029821,0.0577422011
320031055,320030029822,0.3572875680
320031055,320030029823,0.5485412005
320031055,320030029831,15.0000000001
320031055,320030029851,44.9802630676
320031056,320030028371,7.0000000000
320031056,320030028372,8.0000000000
320031056,320030028375,13.0000000000
320031056,320030028383,9.0000000000
320031057,320030028102,0.9815505224
320031057,320030028371,19.0184494776
320031057,320030028372,9.0000000000
320031057,320030028373,7.4468607579
320031057,320030028374,10.5531392421
320031058,320030028372,2.0000000000
320031058,320030028375,11.0000000000
320031058,320030028383,8.0000000000
320031058,320030028384,9.0000000000
320031059,320030028374,2.0000000000
320031059,320030028381,3.0000000001
320031059,320030028382,7.0000000000
320031060,320030028381,12.0000000000
320031061,320030053112,1.0000000001
320031061,320030053161,2.0000000000
320031062,320030028111,13.0000000000
320031062,320030028112,17.0000000000
320031062,320030028141,21.0000000000
320031062,320030028142,5.0000000000
320031062,320030028143,7.0000000000
320031062,320030028281,13.0000000000
320031062,320030028302,6.0000000000
320031062,320030028303,9.0000000000
320031062,320030028311,12.9514759927
320031062,320030028331,11.6146762486
320031062,320030028332,18.3853237514
320031062,320030028341,6.0000000000
320031062,320030028342,9.0000000000
320031062,320030028343,11.0000000000
320031062,320030028351,1.7404479958
320031062,320030028352,6.2584963596
320031062,320030028361,2.9287628988
320031062,320030028362,8.0722927458
320031062,320030028411,58.2437503370
320031062,320030028412,10.0000000000
320031062,320030028421,1.3685596305
320031062,320030028422,1.1974522598
320031062,320030028423,0.2344467414
320031062,320030028441,11.2209737193
320031062,320030028442,1.1649262203
320031062,320030028451,7.7242055209
320031062,320030028452,2.3624841522
320031062,320030028461,4.7671408629
320031062,320030028462,7.0000000000
320031062,320030028491,8.0000000000
320031062,320030028501,15.0000000000
320031062,320030028502,9.0000000000
320031062,320030028511,0.4504340781
320031062,320030028521,0.2615709733
320031062,320030028531,0.0482644729
320031062,320030053472,2.0000000000
320031062,320030057201,0.0043150383
320031063,320030028291,8.7687058848
320031063,320030028293,5.2312941152
320031063,320030028294,5.0000000000
320031063,320030028301,15.0000000000
320031063,320030028303,18.0000000000
320031064,320030028101,2.0000000001
320031064,320030028102,3.0000000000
320031064,320030028281,34.0000000000
320031064,320030028292,10.0000000000
320031064,320030028294,5.0000000000
320031065,320030028311,0.1335963053
320031065,320030029831,0.0001023554
320031065,320030058341,53.8664036947
320031065,320030058661,21.9998976445
320031066,320030053191,9.0000000000
320031066,320030053192,9.0000000000
320031066,320030053221,1.0000000000
320031069,320030029741,8.0000000000
320031069,320030029742,9.7777835104
320031069,320030029751,13.0000000001
320031069,320030029752,19.0000000001
320031069,320030029761,4.1641784314
320031069,320030029762,0.5068990559
320031069,320030029771,1.0321148431
320031069,320030029772,0.5190241588
320031069,320030029781,35.0000000001
320031070,320030055012,1.0000000000
320031070,320030057111,1.0000000000
320031071,320030055012,1.0000000000
320031071,320030055021,0.0002395668
320031071,320030056134,0.0000056278
320031071,320030057032,107.9997548051
320031072,320030057032,84.3543575083
320031072,320030057033,237.6190019858
320031072,320030057051,1.0000000000
320031073,320030057033,5.0000000000
320031073,320030057041,8.0000000000
320031073,320030057051,18.0000000000
320031074,320030057021,8.3119245441
320031074,320030057022,9.3756855361
320031074,320030057023,9.3123899199
320031074,320030057033,2.0000000000
320031074,320030057051,14.9999999998
320031074,320030057052,17.0000000000
320031076,320030054371,10.8585226481
320031076,320030054411,0.0059560147
320031076,320030054421,0.0128259058
320031076,320030061041,0.1226954314
320031078,320030054352,1.0000000001
320031079,320030054351,74.9999999999
320031080,320030054211,11.0000000000
320031080,320030054212,9.0000000000
320031080,320030054213,8.0000000000
320031081,320030054222,3.0000000000
320031081,320030054223,10.0000000000
320031082,320030054222,2.0000000000
320031082,320030054223,5.0000000000
320031082,320030054231,15.0000000000
320031082,320030054232,16.0000000000
320031083,320030054321,21.0000000001
320031083,320030054322,21.0000000001
320031083,320030054323,18.0000000000
320031083,320030054335,6.0000000000
320031083,320030054341,15.4022642542
320031083,320030054342,19.8824101667
320031083,320030054351,4.7153255792
320031084,320030054232,10.0000000000
320031084,320030054233,11.9999999999
320031085,320030054221,15.0000000000
320031085,320030054232,1.0000000000
320031085,320030054233,2.0000000000
320031086,320030051121,13.0000000000
320031086,320030052001,2.9999962214
320031086,320030052002,9.0000037786
320031087,320030051121,3.2037510733
320031087,320030052001,14.0000000001
320031087,320030052002,11.0000000000
320031087,320030052003,11.0000000000
320031087,320030053541,1.7962489267
320031088,320030052001,1.0000000000
320031088,320030052002,8.0000000000
320031088,320030052003,2.0000000000
320031088,320030053361,15.0000000000
320031088,320030053362,8.0000000000
320031089,320030053351,16.9906251139
320031089,320030053352,41.0093748861
320031089,320030053353,8.0000000000
320031089,320030053354,7.0000000000
320031089,320030053355,9.0000000000
320031090,320030053353,24.0000000000
320031090,320030053354,23.0000000000
320031091,320030053362,2.0000000000
320031091,320030053363,7.9999999999
320031091,320030053364,12.9999999999
320031091,320030053432,1.0000000000
320031092,320030053431,0.0040797797
320031092,320030054331,6.8065672704
320031092,320030054333,19.0000000000
320031092,320030054335,3.0000000000
320031092,320030054352,0.1893529499
320031093,320030054332,32.0000000000
320031093,320030054334,32.0000000000
320031094,320030053431,14.9900184653
320031094,320030053601,18.0000000001
320031094,320030053602,19.0099815349
320031094,320030053621,7.0000000000
320031094,320030055013,2.0000000001
320031094,320030057111,5.0000000000
320031095,320030053421,2.0000000000
320031095,320030053422,4.0000000000
320031095,320030053423,10.9944874058
320031095,320030053431,0.0121832811
320031095,320030053432,10.9754348776
320031095,320030053602,2.0123818412
320031095,320030053621,4.0055125940
320031096,320030053421,11.0000000000
320031096,320030053422,6.0000000000
320031097,320030053411,16.9835848551
320031097,320030053412,10.9742887838
320031097,320030053611,17.0421263612
320031097,320030053612,1.7264972016
320031097,320030053621,0.2735027982
320031098,320030051121,11.0000000002
320031098,320030051131,0.9999999999
320031099,320030051081,9.0000000000
320031099,320030051082,13.0000000000
320031099,320030051121,8.0000000000
320031099,320030051131,10.0000000000
320031099,320030051151,7.6940114817
320031099,320030051152,14.0000000001
320031099,320030051161,1.0000000000
320031099,320030051162,4.6676494942
320031099,320030051163,6.0000000000
320031099,320030051164,8.6383390241
320031100,320030051042,11.0000000000
320031100,320030051071,4.0000000000
320031100,320030051072,4.0000000000
320031100,320030051131,9.0000000000
320031101,320030051041,6.3919662973
320031101,320030051042,3.0000000000
320031101,320030051043,3.6080337027
320031102,320030051031,10.0000000000
320031102,320030051032,4.0000000000
320031103,320030028082,0.0019040036
320031103,320030051021,7.9980959964
320031103,320030051022,2.0000000000
320031103,320030051024,7.0000000000
320031104,320030051022,10.0000000000
320031104,320030051023,8.0000000000
320031105,320030051023,6.0000000001
320031106,320030051032,2.1737110683
320031106,320030051033,11.0000000000
320031106,320030051034,0.8262889317
320031106,320030051043,2.0000000000
320031107,320030051071,14.0000000000
320031107,320030051072,7.0000000000
320031107,320030051073,18.0000000000
320031108,320030051061,7.0000000000
320031108,320030051062,11.0000000000
320031109,320030051061,3.0000000000
320031110,320030053131,15.0000000000
320031110,320030053132,12.0000000000
320031111,320030053133,12.0000000000
320031111,320030053134,18.0000000000
320031112,320030053141,11.0000000000
320031112,320030053142,1.0000000000
320031113,320030053141,6.0000000000
320031113,320030053142,7.9999999999
320031114,320030053631,0.9999999999
320031114,320030053641,12.0000000000
320031114,320030053643,15.0000000000
320031115,320030053641,6.0000000000
320031115,320030053642,8.0000000000
320031116,320030053142,1.0000000000
320031116,320030053181,4.0000000000
320031116,320030053182,5.0000000000
320031116,320030053183,7.0000000000
320031116,320030053211,5.0000000000
320031117,320030053171,3.2351713993
320031117,320030053172,6.0000000000
320031117,320030053173,5.0000000000
320031117,320030053174,0.6574388079
320031117,320030053175,4.1073897928
320031118,320030053173,1.0000000000
320031118,320030053191,13.0000000000
320031118,320030053211,7.0000000000
320031118,320030053212,6.0000000000
320031118,320030053213,9.0000000000
320031118,320030053492,2.0000000000
320031119,320030053522,7.7099837677
320031119,320030053531,11.5828140466
320031119,320030053532,1.7072021855
320031119,320030053541,2.3551154648
320031119,320030053542,9.5892451393
320031119,320030053663,0.0556393959
320031120,320030053331,20.0000000000
320031120,320030053332,9.0000000000
320031120,320030053371,10.0000000000
320031120,320030053372,18.0000000000
320031120,320030053381,9.0000000000
320031120,320030053382,8.0000000000
320031120,320030053383,11.0000000000
320031120,320030053521,17.0000000000
320031122,320030053491,19.8871290362
320031122,320030053492,8.1194166038
320031122,320030053501,21.7716394715
320031122,320030053502,8.2218148884
320031122,320030053511,0.4717768853
320031122,320030053512,11.5283796358
320031122,320030053551,11.2911557175
320031122,320030053552,8.0723986487
320031122,320030053553,2.0000000000
320031122,320030053561,3.2497099097
320031122,320030053562,6.1111225163
320031122,320030053581,0.0680175238
320031122,320030053582,0.1178707537
320031122,320030053651,4.1084509512
320031122,320030053652,1.5358272774
320031122,320030053661,5.3682186168
320031122,320030053662,15.0183126041
320031122,320030053663,4.0457207782
320031122,320030057111,0.0130381815
320031123,320030028081,0.0273241579
320031123,320030053121,7.9726758421
320031124,320030053111,10.0000000000
320031124,320030053112,13.0000000000
320031124,320030053121,9.0000000000
320031124,320030053122,12.0000000000
320031125,320030053161,13.0000000000
320031125,320030053163,16.0000000000
320031126,320030053162,10.0000000000
320031127,320030053192,3.0000000000
320031127,320030053201,15.0000000000
320031127,320030053202,15.0000000000
320031127,320030053203,14.0000000000
320031128,320030028461,0.9999999999
320031128,320030028511,1.0000000000
320031128,320030028531,1.0000000001
320031128,320030053221,17.3209845668
320031128,320030053222,9.6779096606
320031128,320030053461,1.4521228211
320031128,320030053462,2.1399154858
320031128,320030053472,9.8961391944
320031128,320030053481,18.0000000000
320031128,320030053482,19.4079616931
320031128,320030053491,0.0011057726
320031128,320030057201,1.1038608057
320032001,320030059051,12.0000000000
320032002,320030056071,0.0055857908
320032002,320030056142,1.0136160397
320032002,320030059031,18.9838595449
320032002,320030059041,1.3771837675
320032002,320030059051,8.6076837018
320032002,320030076004,0.0120711553
320032003,320030033071,0.0009846744
320032003,320030036191,0.1095413407
320032003,320030036201,0.2255183063
320032003,320030036202,0.1067515297
320032003,320030036211,0.0510423493
320032003,320030036261,13.3846848914
320032003,320030036262,0.2014566188
320032003,320030036271,0.2611346123
320032003,320030036272,0.3121052887
320032003,320030036311,0.2081144418
320032003,320030036312,1.9999999999
320032003,320030036321,3.0000000000
320032003,320030036322,8.7910160111
320032003,320030036331,0.0000006162
320032003,320030036351,15.6766869134
320032003,320030036353,11.0000000000
320032003,320030036361,9.3233130865
320032003,320030036362,7.0000000000
320032003,320030036371,10.5455604246
320032003,320030036372,3.6082874555
320032003,320030036381,8.7323565038
320032003,320030036471,0.0311636821
320032003,320030036472,0.3574492996
320032003,320030036481,0.4667805035
320032003,320030036491,6.9392779763
320032003,320030036501,1.7367086726
320032003,320030036511,2.0003448729
320032003,320030036521,1.0794993146
320032003,320030036522,0.5100198602
320032003,320030036531,0.3503471560
320032003,320030036532,0.4368757397
320032003,320030036561,0.3825878882
320032003,320030036571,2.8240442782
320032003,320030036581,0.0226471513
320032003,320030036591,0.0033871934
320032003,320030036592,0.0195754273
320032003,320030036601,0.3164329376
320032003,320030036611,0.2471060495
320032003,320030036621,0.0758669280
320032003,320030036631,0.1134621073
320032003,320030036641,0.4347598817
320032003,320030036651,0.4916134311
320032003,320030036661,0.5689444385
320032003,320030059021,19.0035671926
320032003,320030060011,4.0475361903
320032003,320030078021,5.0014467621
320032004,320030060011,2.0000000000
320032005,320030047151,5.0000000001
320032005,320030060011,7.0000000000
320032006,320030036352,11.7551418327
320032006,320030036354,13.2448581674
320032006,320030036362,11.0000000000
320032007,320030036301,15.0000000000
320032007,320030036302,10.0000000000
320032007,320030036303,11.9999750563
320032007,320030036331,0.0000249437
320032008,320030036091,7.0000000000
320032008,320030036092,8.0000000000
320032009,320030036101,16.9993087637
320032009,320030036102,9.0000000000
320032009,320030036331,17.0006902231
320032009,320030036341,6.5239153760
320032009,320030036342,10.0974236391
320032009,320030036343,8.3786619980
320032009,320030036401,1.0000000000
320032010,320030036541,0.7817371937
320032010,320030036551,9.2182628062
320032010,320030036552,10.0000000000
320032010,320030036553,9.0000000000
320032011,320030036151,15.0000000000
320032011,320030036152,5.0000000000
320032011,320030036261,5.0000000000
320032011,320030036391,15.0000000000
320032011,320030036401,8.6087405917
320032011,320030036411,3.3912594084
320032011,320030036511,1.0000000000
320032012,320030036392,12.0000000000
320032012,320030036401,0.0004796632
320032012,320030036411,2.9995203369
320032012,320030036501,0.9999999999
320032012,320030036512,1.9999999999
320032015,320030041001,7.0000000000
320032015,320030041002,18.0000000000
320032016,320030040001,6.0000000000
320032016,320030041001,5.0000000000
320032016,320030041003,3.0000000000
320032017,320030040001,2.0000000000
320032017,320030041001,1.0000000000
320032018,320030038005,2.0000000000
320032019,320030040002,8.0000000000
320032020,320030038004,3.0000000000
320032021,320030038002,1.0000000000
320032021,320030038003,1.0000000000
320032021,320030038004,2.0000000000
320032022,320030040001,11.0000000000
320032022,320030040002,10.0000000000
320032023,320030041003,8.0000000000
320032023,320030041004,11.0000000000
320032024,320030040001,1.0000000000
320032025,320030033071,21.7541991912
320032025,320030033072,23.2458008086
320032025,320030033081,13.0000000000
320032025,320030033091,2.4470504801
320032025,320030033092,11.2321686414
320032025,320030033093,5.7678313584
320032025,320030033111,3.2952092770
320032025,320030033112,1.5529495199
320032025,320030033121,12.1210313270
320032025,320030033122,2.2071063947
320032025,320030033131,2.2016933271
320032025,320030033132,1.0513909035
320032025,320030033141,1.6988312301
320032025,320030033142,2.1587801590
320032025,320030033143,4.6516765119
320032025,320030033144,0.7167126286
320032025,320030033161,0.2908482660
320032025,320030033162,8.7091517342
320032025,320030033163,2.0000000000
320032025,320030033221,9.0000000000
320032025,320030033222,2.0000000000
320032025,320030033231,0.8975682413
320032026,320030032351,1.2263518513
320032026,320030032352,0.4289606321
320032026,320030033143,0.0020663075
320032026,320030033151,10.0000000000
320032026,320030033152,10.0000000000
320032026,320030033161,7.0000000001
320032026,320030033162,10.9979336927
320032026,320030033163,2.0000000000
320032026,320030033171,10.0271117202
320032026,320030033172,9.0000000000
320032026,320030033181,28.1469538969
320032026,320030033191,12.7155974452
320032026,320030033192,13.0000000000
320032026,320030033193,9.0000000000
320032026,320030033201,17.4550244544
320032026,320030033202,14.0000000000
320032026,320030033211,14.0000000000
320032029,320030033031,18.9987816631
320032029,320030033032,12.0000000000
320032029,320030033033,8.0000000000
320032029,320030033201,1.9664669942
320032029,320030033202,0.0347513426
320032033,320030033081,6.0000000000
320032034,320030033051,5.0000000000
320032034,320030033052,15.0000000000
320032034,320030033053,16.0000000000
320032034,320030033054,10.0000000000
320032034,320030033055,12.0000000000
320032035,320030033061,9.0000000000
320032035,320030033062,15.0000000000
320032035,320030033063,15.0000000000
320032035,320030033064,18.0000000000
320032035,320030033072,5.0000000000
320032037,320030034101,21.0000000000
320032037,320030034102,12.0000000000
320032038,320030034102,5.9999999999
320032038,320030034141,1.0000000000
320032039,320030032044,1.0000000000
320032039,320030034091,8.0000000000
320032039,320030034093,4.0000000000
320032039,320030034132,4.0000000000
320032042,320030034081,2.0000000000
320032042,320030034091,2.0000000000
320032042,320030034092,16.0000000000
320032043,320030034092,5.0000000000
320032043,320030034093,7.0000000000
320032044,320030034141,21.0008912051
320032044,320030034142,18.9991087949
320032046,320030034122,7.0000000000
320032046,320030034132,12.0000000000
320032047,320030034122,13.0000000000
320032048,320030034121,16.0000000000
320032049,320030034123,12.0000000000
320032050,320030034123,1.0000000000
320032051,320030034133,2.0000000000
320032052,320030034133,1.0000000000
320032053,320030034131,3.0000000000
320032053,320030034132,3.0000000000
320032053,320030034133,7.0000000000
320032054,320030034131,3.0000000000
320032055,320030034131,3.0000000000
320032056,320030004021,4.0000000000
320032057,320030005102,7.0000000000
320032058,320030005101,8.0000000000
320032058,320030005102,6.0000000000
320032059,320030005251,1.0000000000
320032060,320030005251,4.0000000000
320032060,320030005252,2.0000000000
320032061,320030005252,5.0000000000
320032061,320030005253,8.0000000000
320032062,320030005261,9.0000000000
320032062,320030005262,9.0000000000
320032063,320030005141,2.0000000000
320032063,320030005142,18.0000000000
320032063,320030005143,6.0000000000
320032063,320030005144,7.0000000000
320032063,320030005145,5.0000000000
320032064,320030005164,2.0000000000
320032065,320030005131,7.9988686232
320032065,320030005132,1.0000000000
320032065,320030005133,5.0000000000
320032065,320030005283,0.0011313768
320032066,320030005271,3.6786114734
320032066,320030005273,6.3213885266
320032066,320030005281,10.1073540809
320032066,320030005282,2.2606655484
320032066,320030005283,1.6319803707
320032067,320030005272,14.0000000000
320032067,320030005273,4.0000000000
320032069,320030005132,1.0000000000
320032069,320030005151,6.0000000002
320032069,320030005153,6.0000000000
320032069,320030005154,10.0000000000
320032070,320030005132,3.0000000001
320032070,320030005152,9.0000000000
320032070,320030005153,5.0000000000
320032071,320030005171,6.0000000000
320032071,320030005172,9.5893490489
320032071,320030005173,9.9998178790
320032071,320030005174,9.4106509511
320032071,320030005191,0.0001821210
320032072,320030005161,5.0000000000
320032072,320030005162,2.0000000000
320032073,320030005163,12.0000000000
320032073,320030005164,16.9999999999
320032074,320030005191,7.0000000000
320032074,320030005192,8.0000000000
320032074,320030005193,13.0000000000
320032074,320030005194,4.0000000000
320032075,320030056135,1.0000000000
320032075,320030059021,23.9999830377
320032075,320030059031,1.0003315885
320032075,320030059041,2.9996684114
320032075,320030076002,3.0000169623
320032076,320030036491,2.9256004104
320032076,320030056134,8.1322614734
320032076,320030056135,8.8414898903
320032076,320030059021,190.4253089102
320032076,320030059022,36.8944138430
320032076,320030075001,1.8754560744
320032076,320030078021,11.9054693973
320032076,320030078022,1.0000000000
320032077,320030056133,30.2118122763
320032077,320030056134,8.0305673717
320032077,320030056135,22.7543259171
320032077,320030059021,0.0032944348
320032077,320030076002,4.0000000000
320032078,320030056131,5.0000000000
320032078,320030056132,1.0000000000
320032078,320030056133,0.9999999999
320032078,320030056134,36.0000000001
320032079,320030056134,1.0000000000
320032082,320030036491,14.0000000000
320032082,320030059021,1.0000000000
320032082,320030078022,5.0000000000
320032083,320030036491,1.0000000000
320032083,320030060011,5.0000000000
320032084,320030047031,7.0000000000
320032084,320030060011,5.5521783426
320032084,320030060012,0.4478216575
320032085,320030036491,3.0000000000
320032085,320030047031,5.0000000000
320032085,320030047032,8.0000000000
320032085,320030060011,0.1371795717
320032085,320030060012,0.8401948264
320032085,320030060013,2.0050914541
320032085,320030060014,2.8963213762
320032085,320030060015,1.1212127715
320032087,320030036381,3.0000000000
320032087,320030036392,1.0000000000
320032087,320030036501,2.7324399396
320032087,320030036511,6.0000664226
320032087,320030036521,0.2990183598
320032087,320030036522,1.9684752783
320032091,320030033162,5.0000000000
320032095,320030033031,4.0000326818
320032095,320030033032,3.9999673182
320032095,320030033033,2.9999999999
320032095,320030033081,6.9999999999
320032095,320030033121,10.2212765837
320032095,320030033143,8.4743618874
320032095,320030033144,0.0127857740
320032095,320030033191,1.0000000000
320032095,320030033201,5.9968884569
320032095,320030033202,24.0029770471
320032095,320030033211,5.0000000001
320032095,320030033212,7.0000000000
320032095,320030033221,15.2915505114
320032095,320030033222,9.0001597393
320032095,320030033231,3.0000000000
320032099,320030033072,9.0000000000
320032099,320030033081,7.0000000000
320032102,320030033055,2.0000000000
320032103,320030034091,6.0000000002
320032104,320030034123,7.0000000000
320032105,320030034132,4.0000000000
320032105,320030034133,7.9999999999
320032106,320030034132,3.0000000000
320032107,320030062041,3.0000000000
320032107,320030072002,4.0000000000
320032107,320030072004,1.0000000000
320032107,320030078021,3.0000000000
320032108,320030047125,1.0000000000
320032108,320030062021,0.0000362066
320032108,320030062032,0.0009259265
320032108,320030078011,1.8554958009
320032108,320030078022,8.1435420659
320032109,320030047152,10.0000000001
320032110,320030047151,17.0000000000
320032111,320030047031,6.0000000000
320032112,320030047132,1.0000000000
320032113,320030047121,0.5078626508
320032113,320030047122,0.8229795061
320032113,320030047123,9.0000000000
320032113,320030047125,0.4376697828
320032113,320030047126,7.2314880603
320032114,320030047124,2.0000000000
320032114,320030047126,2.0000000000
320032115,320030062012,1.0000000000
320032115,320030062021,1.0810657596
320032115,320030062031,17.0000000000
320032115,320030062032,11.9189342404
320032115,320030062041,12.0000000000
320032115,320030062042,11.0000000000
