vtdidfp00,bg2020ge,alloc_weight
320032116,320030062011,7.0000000000
320032116,320030071001,10.0000000000
320032117,320030047132,3.0000000000
320032117,320030047172,7.0000000000
320032118,320030047072,8.0000000000
320032118,320030047172,1.0000000000
320032119,320030047101,7.9999999999
320032119,320030047102,9.0000000001
320032119,320030047103,3.0000000001
320032120,320030047092,3.0000000000
320032120,320030047094,6.0000000000
320032120,320030071001,2.0000000000
320032120,320030071002,4.0000000000
320032120,320030071003,4.0000000000
320032121,320030071001,2.0000000000
320032121,320030071002,2.0000000000
320032122,320030047091,4.9110768595
320032122,320030047093,1.0000000000
320032122,320030047095,7.0889231405
320032123,320030062011,5.0000000000
320032123,320030062012,11.0000000000
320032124,320030062011,4.0000000000
320032124,320030062012,4.0000000000
320032124,320030062021,1.0000000000
320032125,320030049161,12.9994446335
320032125,320030049162,8.0000000000
320032125,320030062011,0.0005553665
320032126,320030062021,14.0000000000
320032127,320030049171,14.0000000000
320032128,320030049172,10.0000000000
320032128,320030062022,15.9999999999
320032129,320030072003,8.0000000000
320032129,320030072004,10.0000000000
320032130,320030061032,1.0000000000
320032131,320030049182,12.0000000000
320032131,320030072001,3.0000000000
320032132,320030049181,5.0000000000
320032133,320030049151,12.9999834260
320032133,320030049152,12.0000000000
320032133,320030049161,0.0000165740
320032134,320030056134,1.0000000000
320032134,320030072001,2.0000000000
320032134,320030072002,1.0040747103
320032134,320030078021,13.9959252899
320032137,320030047152,2.0000000000
320032140,320030036491,7.8167614083
320032140,320030059021,0.0010585550
320032140,320030060011,0.1821800367
320032142,320030060011,1.0000000000
320032147,320030033142,2.3599682930
320032147,320030033143,2.4690475475
320032147,320030033144,0.1709841597
320033002,320030032041,3.0000000000
320033002,320030032042,16.0000000000
320033002,320030032043,8.0000000000
320033002,320030032044,11.9994511459
320033002,320030033052,1.0005488540
320033003,320030032041,8.0000000000
320033003,320030032045,5.0000000000
320033004,320030032371,1.9932262429
320033004,320030032391,7.4362780007
320033004,320030032392,9.8255853262
320033004,320030032393,0.4099778115
320033004,320030032691,1.7816605676
320033004,320030032701,2.3821267596
320033004,320030032702,1.1711452917
320033005,320030032101,11.0000000000
320033005,320030032102,13.0178123090
320033005,320030032103,8.9821876910
320033005,320030032104,12.0000000000
320033005,320030032111,1.0000000000
320033005,320030032131,2.0000000000
320033006,320030032102,2.2096005429
320033006,320030032103,20.7903994571
320033006,320030058721,1.0000000000
320033007,320030032271,0.9999999999
320033007,320030032491,2.1793054237
320033007,320030032492,7.4628966836
320033007,320030032501,1.0000000000
320033007,320030032502,18.1332264764
320033007,320030032621,21.2384614363
320033007,320030032622,0.0024807880
320033007,320030058221,0.1608513493
320033007,320030058222,0.1496977877
320033007,320030058223,0.1090311601
320033007,320030058241,0.0803316802
320033007,320030058242,0.1050407839
320033007,320030058243,0.1225867026
320033007,320030058581,1.0000000000
320033007,320030058721,11.9852722881
320033007,320030058731,0.2708174402
320033008,320030032511,2.0000000000
320033008,320030032512,3.0000000000
320033008,320030032621,15.0000000000
320033008,320030032622,38.0000000000
320033009,320030032081,1.0000000000
320033009,320030034081,1.0000000000
320033009,320030034082,9.0000000000
320033009,320030034083,5.0000000000
320033010,320030032081,2.0000000000
320033010,320030032082,12.0000000000
320033010,320030034081,10.0000000000
320033012,320030032401,1.0000000000
320033012,320030032402,17.0000000000
320033012,320030032403,8.0000000000
320033012,320030032411,9.9999999999
320033012,320030032412,7.0000000000
320033012,320030032413,11.0000000000
320033012,320030032691,1.0000000000
320033013,320030032403,1.0000000000
320033013,320030032412,1.0000000000
320033013,320030032413,1.0000000000
320033013,320030032422,1.0000000000
320033013,320030032431,16.0000000000
320033013,320030032441,21.0000000000
320033013,320030032442,8.0000000000
320033014,320030032432,13.0000000000
320033014,320030032433,8.0000000000
320033014,320030032442,7.0000000000
320033014,320030032461,11.5881831931
320033014,320030032462,7.4118168069
320033015,320030032432,1.0000000000
320033015,320030032451,6.0000000000
320033015,320030032452,11.0000000000
320033015,320030032453,14.0000000000
320033016,320030032462,5.0000000000
320033016,320030032463,13.0000000000
320033016,320030034112,5.0000000000
320033017,320030034111,15.0000000000
320033017,320030034112,2.0000000000
320033018,320030034112,3.0000000000
320033019,320030034271,7.5768350779
320033019,320030034272,5.4231649221
320033021,320030034272,1.0000000000
320033022,320030034272,5.0000000000
320033023,320030034262,8.0000000000
320033024,320030034261,8.0000000000
320033025,320030034162,1.0000000000
320033026,320030034153,4.0000000000
320033026,320030034154,3.0000000000
320033026,320030034161,4.0000000000
320033026,320030034162,6.0000000000
320033026,320030034163,11.0000000000
320033027,320030034154,10.0000000000
320033027,320030034155,19.0000000000
320033029,320030034151,1.9961305337
320033029,320030034152,1.0038694663
320033030,320030034151,3.9999999999
320033030,320030034181,5.0000000000
320033030,320030034182,1.0000000000
320033031,320030032473,12.0000000000
320033031,320030032482,2.0000000000
320033032,320030032471,7.0000000000
320033032,320030032472,2.9778753759
320033032,320030032483,12.0221246242
320033033,320030032472,8.7599347870
320033033,320030032481,6.0000000000
320033033,320030032483,4.2400652130
320033034,320030032101,1.3747011292
320033034,320030032102,2.1430303547
320033034,320030032111,5.0000000000
320033034,320030032112,16.0000000000
320033034,320030032371,0.0109900853
320033034,320030032391,1.4151088019
320033034,320030032392,2.5848911981
320033034,320030032413,1.0000000000
320033034,320030032441,1.0000000000
320033034,320030058721,1.4712784308
320033035,320030032112,12.0000000000
320033036,320030032142,25.0000000000
320033037,320030032141,11.0000000000
320033037,320030032142,3.0000000000
320033038,320030032111,13.0000000000
320033038,320030032112,1.0000000000
320033039,320030032111,9.0000000000
320033039,320030032131,18.0000000000
320033040,320030032131,0.2446374054
320033040,320030032132,15.7553625946
320033041,320030032184,3.0000000000
320033041,320030032511,19.0000000000
320033041,320030032512,7.0000000000
320033041,320030032521,14.6876287766
320033041,320030032522,9.3123712234
320033041,320030032523,29.0000000000
320033042,320030032181,13.0000000000
320033042,320030032182,19.0000000000
320033043,320030032183,16.4396577246
320033043,320030032184,15.2146166060
320033043,320030032231,0.3457256694
320033044,320030032151,7.0000000000
320033044,320030032191,15.0000000000
320033044,320030032193,9.0000000000
320033045,320030032152,10.0000000000
320033045,320030032153,8.0000000000
320033045,320030032154,2.0000000000
320033046,320030032154,7.0000000000
320033046,320030032192,10.0000000000
320033046,320030032194,13.0000000000
320033047,320030034182,1.0000000000
320033047,320030034183,3.0000000000
320033047,320030034191,1.0000000000
320033048,320030034182,1.0000000000
320033048,320030034211,6.0000000000
320033048,320030034212,11.0000000000
320033048,320030034213,5.0000000000
320033048,320030034221,1.0000000001
320033049,320030034191,7.0000000000
320033049,320030034192,12.0000000000
320033049,320030034193,4.5439982424
320033049,320030034194,5.0000000000
320033049,320030034195,3.4560017576
320033049,320030034201,1.0000000000
320033049,320030034203,3.0000000000
320033050,320030034221,5.0000000000
320033050,320030034222,7.0000000000
320033051,320030034223,3.6543067489
320033051,320030034224,4.0000000000
320033051,320030034225,6.3456932511
320033053,320030034202,10.0000000000
320033053,320030034203,1.0000000000
320033054,320030034203,1.0000000000
320033055,320030034203,1.0000000000
320033056,320030034203,2.0000000000
320033057,320030034203,4.0000000000
320033060,320030034224,4.0000000000
320033060,320030034231,1.0000000000
320033060,320030034232,5.0000000000
320033061,320030034231,2.0000000000
320033061,320030034233,2.0000000000
320033062,320030034233,1.0000000000
320033063,320030034232,4.0000000000
320033063,320030034233,3.0000000000
320033066,320030034233,8.0000000000
320033068,320030034203,2.0000000000
320033068,320030034233,3.0000000000
320033069,320030001082,24.0000000000
320033070,320030034235,6.0000000000
320033071,320030001063,0.0915532251
320033071,320030001081,24.8941018161
320033071,320030001091,1.0143449588
320033071,320030001092,6.0000000000
320033072,320030001091,11.0000000000
320033073,320030001093,14.0000000000
320033074,320030031031,7.0000000000
320033074,320030031032,5.0000000000
320033074,320030034234,9.0000000000
320033075,320030031031,4.0000000000
320033075,320030031032,3.0000000000
320033075,320030031041,4.0000000000
320033075,320030031042,5.9999999999
320033076,320030031021,4.0000000000
320033077,320030031022,6.0000000001
320033078,320030030033,0.2445103938
320033078,320030031023,9.7554896062
320033079,320030030011,1.3655306956
320033079,320030030042,1.4719136743
320033079,320030031023,1.0363485812
320033079,320030031024,7.1262070489
320033080,320030030032,7.0000000000
320033080,320030030033,7.0000000000
320033080,320030031041,1.0000000000
320033081,320030030033,1.6217149713
320033081,320030030041,1.0000000000
320033081,320030030042,6.0291822555
320033081,320030031023,0.3491027732
320033082,320030030031,13.0000000000
320033082,320030030032,4.0000000000
320033082,320030030033,4.0000000000
320033082,320030030041,0.7401730911
320033082,320030030042,0.2598269089
320033083,320030032202,8.0000000000
320033083,320030032203,9.0000000000
320033083,320030032204,10.0000000000
320033084,320030032201,11.0000000000
320033084,320030032202,6.0000000000
320033084,320030032205,5.5898393321
320033084,320030032206,5.4101606678
320033084,320030032531,1.0000000000
320033085,320030032203,1.9999999999
320033085,320030032541,14.0000000000
320033085,320030032542,12.0000000000
320033086,320030032221,15.0000000000
320033086,320030032222,14.0000000001
320033086,320030032223,16.0000000000
320033086,320030032231,9.0000000000
320033086,320030032232,10.0000000000
320033086,320030032261,1.6569738163
320033086,320030032262,11.3430261837
320033086,320030032491,1.0000000000
320033087,320030032531,9.0000000000
320033087,320030032601,1.0000000000
320033087,320030032612,9.0000000000
320033088,320030032531,4.0000000000
320033088,320030032532,1.0000000000
320033088,320030032542,8.0000000000
320033089,320030032532,7.0000000000
320033089,320030032601,5.0000000000
320033089,320030032603,1.0000000000
320033089,320030032611,9.0000000000
320033090,320030032533,6.0000000000
320033090,320030032601,1.0000000000
320033090,320030032602,9.0000000000
320033090,320030032603,9.0000000000
320033091,320030030011,8.0000000000
320033092,320030001062,17.0000000000
320033093,320030001061,5.0000000000
320033093,320030001062,1.9465853298
320033093,320030001063,6.0534146702
320033095,320030001071,11.0000000000
320033095,320030001072,13.0000000000
320033096,320030001072,1.0000000000
320033097,320030001051,3.0000000000
320033097,320030001052,6.0000000000
320033097,320030001053,8.0000000000
320033097,320030001071,5.0000000000
320033097,320030001072,2.0000000000
320033098,320030034281,11.0000000000
320033099,320030034291,6.0000000000
320033100,320030034292,2.8154736612
320033100,320030034293,1.1845263387
320033100,320030034294,5.0000000000
320033101,320030034294,9.0000000000
320033102,320030001012,1.0000000000
320033102,320030001013,5.0000000000
320033102,320030001014,19.0000000000
320033102,320030034294,1.0000000000
320033103,320030001011,16.0000000000
320033103,320030001012,2.3682455737
320033103,320030001051,0.6317544263
320033104,320030001011,0.0000159364
320033104,320030001012,9.9999840636
320033105,320030002031,10.0000000000
320033105,320030002032,6.0000000000
320033106,320030002031,2.0000000000
320033106,320030002032,3.0000000000
320033106,320030002033,13.0000000000
320033107,320030001011,0.0124345790
320033107,320030001051,0.9947882868
320033107,320030010051,7.9927771342
320033107,320030010052,2.0000000000
320033108,320030010052,11.0000000000
320033109,320030001051,7.0000000000
320033109,320030001052,1.0000000000
320033110,320030001052,7.0000000000
320033110,320030001053,8.0000000000
320033111,320030010032,8.0000000000
320033111,320030010041,5.0000000000
320033111,320030010042,7.0000000000
320033112,320030010044,4.0000000000
320033113,320030010045,14.0000000000
320033113,320030010046,8.0000000000
320033114,320030010042,1.0000000000
320033114,320030010043,9.0000000000
320033115,320030010043,7.0000000000
320033115,320030010061,14.0000000000
320033115,320030010062,3.0000000000
320033115,320030010063,2.0000000000
320033116,320030010061,3.0000000000
320033116,320030010063,1.0000000000
320033117,320030010062,6.0000000000
320033118,320030010062,1.0000000000
320033118,320030010063,8.0000000000
320033119,320030002041,7.0000000000
320033119,320030002042,16.0000000000
320033120,320030010031,3.0000339441
320033120,320030010032,7.9999660557
320033121,320030010031,3.0000000000
320033123,320030010031,1.0000000000
320033124,320030010033,1.0000000000
320033125,320030010031,4.0000000000
320033125,320030010033,8.0000000000
320033126,320030010031,1.0000000000
320033126,320030029053,7.0000000000
320033126,320030029054,7.0000000000
320033127,320030029052,7.0000000000
320033127,320030029054,4.0000000000
320033128,320030058052,15.0000000000
320033128,320030058053,7.0000000000
320033129,320030058041,4.0000000000
320033129,320030058042,5.0000000000
320033129,320030058051,13.0000000000
320033130,320030058031,6.8249618988
320033130,320030058032,11.0000000000
320033130,320030058033,11.0000000000
320033130,320030058034,5.1750381012
320033130,320030058043,5.0000000000
320033130,320030058044,11.0000000000
320033131,320030059021,15.0000000002
320033133,320030058181,11.0305801567
320033133,320030058182,24.9658294807
320033133,320030059021,1.0035903626
320033136,320030058182,3.3484523968
320033136,320030059021,34.6515476031
320033137,320030032291,11.8519805746
320033137,320030058181,23.5618224999
320033137,320030058721,13.0000000000
320033137,320030059021,3.7120745869
320033137,320030075001,105.7785769093
320033137,320239604121,1.0955454296
320033138,320030075001,26.0000000000
320033139,320030032291,2.0000000000
320033139,320030033161,2.0000000000
320033140,320030032291,2.0000000000
320033140,320030033161,1.0000000000
320033141,320030032281,0.1287209069
320033141,320030032283,0.0001851804
320033141,320030032291,1.0001974357
320033141,320030032331,1.6988846960
320033141,320030032332,8.6040140174
320033141,320030032333,0.0706462838
320033141,320030032341,0.0626883872
320033141,320030032343,0.1228030620
320033141,320030032351,0.5264491314
320033141,320030032361,17.4735508686
320033141,320030032631,0.4575194386
320033141,320030032632,0.1398274245
320033141,320030032641,0.0080099123
320033141,320030032642,0.0119113178
320033141,320030032643,0.0840153222
320033141,320030032651,0.0140164464
320033141,320030032652,0.0202899634
320033141,320030032653,0.0101550094
320033141,320030032661,5.9961581658
320033141,320030032662,1.3579168974
320033141,320030032671,49.9179090151
320033141,320030032672,21.9108141417
320033141,320030032681,38.3833169764
320033141,320030032682,50.0000000000
320033142,320030032351,3.0000000000
320033143,320030032281,0.0201061587
320033143,320030032282,0.0373354158
320033143,320030032283,1.1578363291
320033143,320030032291,1.4445697177
320033143,320030032292,0.3381378186
320033143,320030032333,0.0001729106
320033143,320030032342,0.0620592253
320033143,320030032351,3.9738841159
320033143,320030032352,9.7512765098
320033143,320030032361,10.2592366637
320033143,320030032362,10.7572238502
320033143,320030032631,0.1265628249
320033143,320030032632,0.0706234802
320033143,320030032681,0.0009749795
320033143,320030033031,1.0000000000
320033145,320030032041,3.0000000000
320033145,320030032045,23.0000000001
320033145,320030032081,27.0000000000
320033145,320030032082,9.0000000001
320033145,320030032421,4.0000000000
320033145,320030032422,2.0000000001
320033146,320030032371,4.7595614502
320033146,320030032401,24.2996073961
320033146,320030032403,4.0000000000
320033146,320030032421,2.0000000000
320033146,320030032422,4.0000000001
320033146,320030032431,1.0000000000
320033146,320030032691,1.9408311538
320033147,320030032402,1.0000000000
320033147,320030032403,1.0000000000
320033151,320030034082,1.0000000000
320033152,320030034081,5.0000000000
320033154,320030032413,3.0000000000
320033154,320030032441,1.0000000000
320033162,320030032432,1.0000000000
320033162,320030032451,1.0000000000
320033162,320030032461,2.0000000000
320033165,320030032453,5.0000000000
320033165,320030034111,1.9999999999
320033167,320030032453,1.0000000000
320033167,320030032463,2.0000000000
320033170,320030034112,4.0000000000
320033172,320030034272,3.0000000000
320033173,320030034262,2.0000000001
320033174,320030034261,6.0000000000
320033175,320030034155,10.0000000001
320033175,320030034162,0.9999999998
320033175,320030034163,2.0000000000
320033177,320030034161,4.0000000000
320033178,320030034233,2.0000000000
320033179,320030034233,2.0000000000
320033180,320030034233,2.0000000000
320033181,320030034203,12.0000000000
320033183,320030034233,9.0000000000
320033184,320030034235,6.0000000000
320033185,320030034294,13.0000000001
320033186,320030010031,10.0000000000
320033187,320030010031,12.0000000000
320033187,320030010033,7.0000000000
320033188,320030058721,3.0000000000
320033188,320030075001,12.0000000001
320033195,320030032222,16.0000000000
320033195,320030032223,1.0000000000
320033195,320030032232,6.0000000000
320033195,320030032271,9.0000000000
320033195,320030032272,6.0000000000
320033195,320030032491,26.7261501963
320033195,320030032501,8.0000000000
320033195,320030032502,18.0000000000
320033195,320030032621,0.1250466694
320033195,320030032622,2.1488031343
320034001,320030046011,1.0000000000
320034001,320030046012,10.0057723211
320034001,320030046021,13.9942276789
320034001,320030046022,1.0000000000
320034002,320030036104,14.0000000000
320034002,320030036152,5.0000000000
320034002,320030036261,18.9804924468
320034002,320030036402,7.0000499065
320034002,320030036412,14.9999500933
320034002,320030036421,17.0000000000
320034002,320030036431,15.0000000000
320034002,320030036442,4.9999999998
320034002,320030046011,1.0195075532
320034002,320030046021,2.0000000000
320034003,320030036094,14.0000000000
320034003,320030036103,15.0000000000
320034003,320030036131,14.0000000000
320034003,320030036451,1.0000000000
320034004,320030036093,12.0000000000
320034004,320030036461,19.0000000000
320034005,320030036132,38.0000000000
320034005,320030036133,16.0000000000
320034005,320030036432,16.0000000000
320034005,320030036441,12.0000000000
320034005,320030036451,8.0000000000
320034005,320030036462,13.0000000000
320034007,320030045002,2.0000000000
320034007,320030045004,8.0000000000
320034007,320030046011,7.0000000000
320034007,320030046013,8.0000000000
320034007,320030046021,2.0000000000
320034008,320030044011,0.0000638384
320034008,320030045002,8.0000000000
320034008,320030045003,11.9999361616
320034008,320030046013,5.0000000000
320034008,320030046022,6.0000000000
320034009,320030042002,7.0000000000
320034009,320030042004,12.0000000000
320034010,320030043011,5.0000000000
320034010,320030043012,9.0000000000
320034011,320030044011,8.9322856893
320034011,320030044012,13.0677143107
320034011,320030044013,12.0000000000
320034011,320030044021,2.0000000000
320034011,320030044022,4.0000000000
320034011,320030044023,7.0000000000
320034012,320030045001,3.0000000000
320034013,320030045001,3.0000000000
320034013,320030045004,1.0000000000
320034014,320030044022,0.0003625159
320034014,320030045001,4.9996374841
320034015,320030037002,5.9999999999
320034015,320030038001,18.3001918567
320034015,320030038002,9.0000000000
320034015,320030038003,0.6998081433
320034015,320030038004,1.0000000000
320034015,320030038005,2.0000000000
320034015,320030044013,1.0000000000
320034015,320030044021,2.0000000000
320034015,320030044022,7.0000000000
320034016,320030037002,7.8311382625
320034016,320030045001,1.1688617375
320034017,320030036171,35.9999999999
320034017,320030037001,31.0000000000
320034018,320030003021,0.0006291725
320034018,320030036161,21.0000000000
320034018,320030036162,5.0000000000
320034018,320030036163,9.4296534039
320034018,320030036164,15.5697174235
320034019,320030036162,2.0000000000
320034020,320030037001,6.9999938349
320034020,320030037002,9.0000061651
320034021,320030038002,4.0000000000
320034021,320030038003,10.0000000000
320034022,320030038003,1.0000000000
320034022,320030038004,1.0000000000
320034023,320030038002,2.0000000000
320034024,320030038005,3.0000000000
320034024,320030043021,5.0000000000
320034024,320030043022,2.0000000000
320034024,320030043024,2.0000000000
320034025,320030043021,6.0000000000
320034025,320030043022,2.0000000000
320034025,320030043023,3.0000000000
320034026,320030042001,6.0000000000
320034026,320030042003,10.0000000000
320034026,320030042004,2.0000000000
320034026,320030042005,3.0000000000
320034027,320030042001,4.0000000000
320034027,320030042005,6.0000000000
320034028,320030003011,19.0000000000
320034029,320030035001,19.0000000000
320034029,320030035002,19.0000000000
320034030,320030003022,4.0000000000
320034030,320030003024,10.0000000000
320034031,320030002013,6.0000000000
320034031,320030003021,6.0000000000
320034032,320030034301,12.0000000000
320034032,320030034302,12.0000000000
320034032,320030034311,10.0000000000
320034032,320030034312,4.0000000000
320034032,320030034313,4.0000000000
320034033,320030001015,5.0000000000
320034035,320030001015,6.0000000000
320034035,320030002011,5.0000000000
320034035,320030002012,1.0000000000
320034036,320030002011,7.0000000000
320034036,320030002012,1.0000000000
320034036,320030002013,5.0000000000
320034037,320030002013,5.0000000000
320034037,320030003012,39.0000000000
320034037,320030003013,46.0000000000
320034037,320030003022,6.0000000000
320034037,320030003023,13.0000000000
320034037,320030003025,14.0000000000
320034038,320030004011,13.0000000000
320034038,320030004012,5.0000000000
320034038,320030004023,3.0000000000
320034038,320030007001,1.0000000000
320034038,320030007003,16.0000000000
320034039,320030004021,4.0000000000
320034039,320030004022,4.0000000000
320034039,320030004023,5.9999531895
320034039,320030004031,7.0000468105
320034039,320030004032,8.0000000000
320034039,320030004033,7.0000000000
320034040,320030005101,2.0000000000
320034040,320030005103,14.0000000000
320034040,320030005104,10.0000000000
320034042,320030005241,5.0000000000
320034042,320030005242,3.0000000000
320034042,320030005243,3.0000000000
320034043,320030005221,2.0000000000
320034044,320030005221,3.0000000000
320034044,320030005222,1.9111002544
320034044,320030005231,7.0000000000
320034044,320030005232,4.0888997456
320034045,320030005231,4.0000000000
320034046,320030005222,1.8981160387
320034046,320030005223,2.0000000000
320034046,320030005232,2.1018839613
320034047,320030005202,4.0000000000
320034048,320030005201,14.0000000000
320034048,320030005202,6.0000000000
320034048,320030005212,4.0000000000
320034048,320030005214,2.0000000000
320034049,320030005211,1.0000000000
320034049,320030005212,10.0000000000
320034049,320030005213,3.0000000000
320034049,320030005214,6.0000000000
320034050,320030005211,1.0000000000
320034050,320030005213,1.0000000000
320034051,320030004031,13.9541960784
320034051,320030004033,8.0458039216
320034051,320030006001,2.0000000000
320034051,320030007003,16.0000000000
320034051,320030007004,14.0000000000
320034052,320030004033,2.0000000000
320034052,320030006001,3.0000000000
320034053,320030006001,5.0000000000
320034053,320030006002,21.0000000000
320034054,320030007003,1.0000000000
320034054,320030007004,7.0000000000
320034054,320030079001,16.0000000000
320034054,320030079002,21.0000000000
320034054,320030079003,8.0000000000
320034055,320030003012,0.0953535902
320034055,320030007001,5.8757518813
320034055,320030007002,10.1242481187
320034055,320030007003,2.0000000000
320034055,320030079001,3.0000000000
320034055,320030079002,3.0000000000
320034055,320030079003,29.9046464098
320034056,320030002031,0.2306498111
320034056,320030002033,3.0000000000
320034056,320030002034,0.7693501890
320034057,320030002033,3.0000000000
320034058,320030002013,0.1989180279
320034058,320030002031,0.8010819721
320034059,320030002042,7.0755527000
320034059,320030011001,24.9258472672
320034059,320030011002,11.0000000000
320034059,320030011003,9.9986000328
320034060,320030002041,4.0000000000
320034060,320030002042,3.0000000001
320034061,320030047152,1.0000000000
320034062,320030047141,1.0000000001
320034062,320030047161,14.0000000000
320034062,320030047162,11.0000000000
320034063,320030047142,10.0000000001
320034064,320030047142,8.0000000000
320034065,320030047141,12.0000000000
320034066,320030047133,1.0000000000
320034067,320030047131,5.0000000000
320034067,320030047132,0.0000216257
320034067,320030047133,1.0000000000
320034067,320030047134,5.9999868145
320034067,320030047171,8.9999888299
320034067,320030047172,0.0000027299
320034068,320030047071,7.0000000000
320034068,320030047072,4.0000000000
320034068,320030047171,4.0000000000
320034068,320030047172,5.0000000000
320034069,320030005231,7.0000000000
320034071,320030034302,1.0000000000
320034072,320030034302,1.0000000000
320034073,320030034312,1.5663631361
320034073,320030034313,0.4336368639
320035001,320030005184,4.0000000000
320035002,320030005181,5.0000000001
320035002,320030005182,8.0003458053
320035002,320030005183,13.0000000000
320035002,320030005184,2.0000000000
320035002,320030005185,3.9996541948
320035003,320030015013,1.0000000000
320035004,320030014011,14.9999531454
320035004,320030014012,0.0000468546
320035004,320030015011,2.0000000000
320035005,320030014011,1.0000000000
320035005,320030014021,11.0000000000
320035005,320030014022,1.0000000000
320035005,320030014024,12.9783354783
320035005,320030018011,0.0216645217
320035006,320030014011,6.0000000000
320035006,320030014012,15.0000000000
320035006,320030014022,5.0000000000
320035006,320030014023,8.0000000000
320035007,320030014022,12.0000000000
320035007,320030014023,8.0000000000
320035008,320030013001,13.0000000000
320035008,320030013002,2.0000000000
320035008,320030013004,3.0000000000
320035008,320030013005,8.0000000000
320035008,320030014012,8.0000000000
320035009,320030013002,11.0000000000
320035009,320030013003,2.0000000000
320035010,320030012002,11.0000000000
320035010,320030012003,4.0000000000
320035010,320030013003,7.0000000000
320035011,320030012001,17.0000000000
320035011,320030013004,6.0000000000
320035011,320030013005,6.0000000000
320035012,320030012001,0.0000456350
320035012,320030012002,9.9999543650
320035012,320030013003,3.0000000000
320035012,320030013004,4.0000000000
320035013,320030011002,0.0000031227
320035013,320030012001,2.9987651427
320035013,320030012003,15.0012317346
320035014,320030002042,0.0000049982
320035014,320030022013,9.9999950017
320035015,320030049213,9.0000000000
320035015,320030049214,10.0000000000
320035016,320030049211,5.0000000000
320035016,320030049212,9.0000000000
320035017,320030049112,3.0000000000
320035017,320030049121,4.2798746863
320035017,320030049122,6.9999563125
320035017,320030049123,2.7201253137
320035017,320030049214,0.0000436875
320035018,320030049241,9.0000000000
320035018,320030049242,5.0000000000
320035018,320030049243,7.0000000000
320035019,320030016111,24.0000000000
320035019,320030016113,21.0000000000
320035020,320030016091,1.0000000000
320035020,320030016092,3.0000000000
320035020,320030016093,1.0000000000
320035020,320030016101,15.0000000000
320035020,320030016102,8.0000000000
320035020,320030016112,12.0000000000
320035021,320030016102,32.0000000000
320035021,320030016112,32.0000000000
320035022,320030015021,1.0000000000
320035022,320030015022,1.0000000000
320035022,320030015023,0.3426262428
320035022,320030016082,2.0000000000
320035022,320030016091,3.0000000000
320035022,320030016092,6.6573737573
320035022,320030016093,18.0000000000
320035022,320030016094,7.0000000000
320035023,320030015022,5.0000000000
320035023,320030015023,1.0000000000
320035024,320030015021,1.0000000000
320035024,320030015024,2.0000000000
320035025,320030018011,11.0000000000
320035025,320030018012,4.5299073349
320035025,320030018014,0.2592028603
320035025,320030018015,0.2108898047
320035026,320030018014,4.9999904664
320035026,320030018015,2.0000095336
320035027,320030018013,3.0000000000
320035027,320030018014,7.0000000000
320035028,320030016081,12.0445969397
320035028,320030016082,7.9554030603
320035029,320030016141,0.1411638158
320035029,320030016142,1.3178490754
320035029,320030016151,5.3079052720
320035029,320030016152,1.0000000000
320035029,320030016153,5.2330818369
320035030,320030016131,13.0000000000
320035030,320030016133,1.0000000000
320035032,320030016132,7.9999724198
320035032,320030016133,9.0000275802
320035033,320030049242,8.0000000000
320035034,320030049111,11.0000000000
320035034,320030049112,3.9999999999
320035035,320030050061,0.1421582282
320035035,320030050062,0.4378365441
320035035,320030050063,15.0000000000
320035035,320030050064,0.1907327740
320035035,320030050065,0.2292724537
320035036,320030016072,13.0000000000
320035036,320030016073,10.0000000000
320035037,320030016072,1.0000000000
320035037,320030017091,11.0000000000
320035037,320030017101,10.0000000000
320035038,320030017101,4.0000000000
320035039,320030017101,4.0000000000
320035040,320030017091,5.0000000000
320035041,320030017081,1.0000000000
320035041,320030017082,18.0000000000
320035042,320030017081,9.9999867448
320035042,320030017082,2.0000000000
320035042,320030018015,0.0000132552
320035043,320030017062,14.0000000000
320035044,320030015011,2.0000000000
320035044,320030015012,7.0000000000
320035044,320030015013,6.0000000000
320035044,320030015022,10.0000000000
320035046,320030022013,8.0000000001
320035046,320030023021,16.0000000000
320035046,320030029953,0.4641677327
320035046,320030067001,3.5358322673
320035047,320030020001,4.0000000000
320035047,320030020002,1.0000000000
320035047,320030020003,2.0000000000
320035047,320030023031,1.0000000000
320035048,320030023021,4.0000000000
320035049,320030020001,2.0000000000
320035049,320030020002,5.0000000000
320035050,320030020003,4.0000000000
320035051,320030019011,1.4648445898
320035051,320030019012,8.0000000000
320035051,320030019013,1.5351554102
320035051,320030019014,8.0000000000
320035052,320030019021,2.0000000000
320035053,320030019021,6.0000000000
320035053,320030019022,3.0000000000
320035053,320030019023,11.0000000000
320035055,320030019022,5.0000000000
320035055,320030019023,5.0000000000
320035056,320030018042,3.0000000000
320035056,320030018043,2.0000000000
320035057,320030017071,1.0000000000
320035057,320030018031,9.0000000000
320035057,320030018042,6.0000000000
320035058,320030018031,3.0000000000
320035058,320030018032,2.0000000000
320035059,320030018011,8.0000000000
320035059,320030018041,4.0000000000
320035060,320030017071,4.0000000000
320035060,320030018032,6.0000000000
320035060,320030018041,2.0000000000
320035062,320030017061,6.0000000000
320035062,320030017062,5.0000000000
320035062,320030017081,6.0000000000
320035063,320030017071,10.0000000000
320035064,320030017061,3.9999702963
320035064,320030017071,0.0000297037
320035065,320030025011,3.0000000000
320035065,320030025013,5.0000000000
320035066,320030025011,13.0000000000
