blkidfp00,neutral_id,alloc_weight,assign_method
320019503003013,2,1.0000000000,overlap_full
320019503005017,2,1.0000000000,overlap_full
320019503005019,2,1.0000000000,overlap_full
320019503004013,2,1.0000000000,overlap_full
320019503003017,2,1.0000000000,overlap_full
320019503006026,2,1.0000000000,overlap_full
320019502002058,2,1.0000000000,overlap_full
320019503003023,2,1.0000000000,overlap_full
320019503003024,2,1.0000000000,overlap_full
320019503007007,2,1.0000000000,overlap_full
320019503005032,2,1.0000000000,overlap_full
320019503007055,2,1.0000000000,overlap_full
320019503002014,2,1.0000000000,overlap_full
320019502003036,2,1.0000000000,overlap_full
320019501002038,2,1.0000000000,overlap_full
320019506001046,2,1.0000000000,overlap_full
320019506001050,2,1.0000000000,overlap_full
320019506001026,2,1.0000000000,overlap_full
320019501001563,2,1.0000000000,overlap_full
320019501001586,2,1.0000000000,overlap_full
320019501001014,2,1.0000000000,overlap_full
320019501001546,2,1.0000000000,overlap_full
320019501001540,2,1.0000000000,overlap_full
320019505002070,2,1.0000000000,overlap_full
320019506002029,2,1.0000000000,overlap_full
320019501002196,2,1.0000000000,overlap_full
320019505001086,2,1.0000000000,overlap_full
320019505002044,2,1.0000000000,overlap_full
320019505001083,2,1.0000000000,overlap_full
320019505001090,2,1.0000000000,overlap_full
320019503006015,2,1.0000000000,overlap_full
320019503006011,2,1.0000000000,overlap_full
320019503007029,2,1.0000000000,overlap_full
320019501002028,2,1.0000000000,overlap_full
320019502002095,2,1.0000000000,overlap_full
320019505001012,2,1.0000000000,overlap_full
320019502003221,2,1.0000000000,overlap_full
320019501002078,2,1.0000000000,overlap_full
320019502003242,2,1.0000000000,overlap_full
320019502003241,2,1.0000000000,overlap_full
320019502003240,2,1.0000000000,overlap_full
320019502003231,2,1.0000000000,overlap_full
320019501002101,2,1.0000000000,overlap_full
320019502003224,2,1.0000000000,overlap_full
320019501002187,2,1.0000000000,overlap_full
320019501002118,2,1.0000000000,overlap_full
320019506001190,2,1.0000000000,overlap_full
320019506001030,2,1.0000000000,overlap_full
320019506001218,2,1.0000000000,overlap_full
320019506001022,2,1.0000000000,overlap_full
320019506001217,2,1.0000000000,overlap_full
320019501001008,2,1.0000000000,overlap_full
320019501001005,2,1.0000000000,overlap_full
320019501001006,2,1.0000000000,overlap_full
320019501001544,2,1.0000000000,overlap_full
320019501001543,2,1.0000000000,overlap_full
320019501001461,2,1.0000000000,overlap_full
320019501001242,2,1.0000000000,overlap_full
320019501001592,2,1.0000000000,overlap_full
320019501001587,2,1.0000000000,overlap_full
320019501001411,2,1.0000000000,overlap_full
320019501001187,2,1.0000000000,overlap_full
320019501001199,2,1.0000000000,overlap_full
320019502002034,2,1.0000000000,overlap_full
320019505002046,2,1.0000000000,overlap_full
320019506001152,2,1.0000000000,overlap_full
320019506001151,2,1.0000000000,overlap_full
320019505001060,2,1.0000000000,overlap_full
320019506002035,2,1.0000000000,overlap_full
320019505001065,2,1.0000000000,overlap_full
320019505002050,2,1.0000000000,overlap_full
320019505001085,2,1.0000000000,overlap_full
320019505001040,2,1.0000000000,overlap_full
320019506001135,2,1.0000000000,overlap_full
320019506001137,2,1.0000000000,overlap_full
320019503006048,2,1.0000000000,overlap_full
320019502002086,2,1.0000000000,overlap_full
320019505001047,2,1.0000000000,overlap_full
320019506001204,2,1.0000000000,overlap_full
320019502001014,2,1.0000000000,overlap_full
320019502001003,2,1.0000000000,overlap_full
320019502003018,2,1.0000000000,overlap_full
320019502003108,2,1.0000000000,overlap_full
320019502003050,2,1.0000000000,overlap_full
320019506001092,2,1.0000000000,overlap_full
320019506001101,2,1.0000000000,overlap_full
320019506001102,2,1.0000000000,overlap_full
320019506002001,2,1.0000000000,overlap_full
320019506002002,2,1.0000000000,overlap_full
320019506002000,2,1.0000000000,overlap_full
320019506001044,2,1.0000000000,overlap_full
320019506001074,2,1.0000000000,overlap_full
320019501001405,2,1.0000000000,overlap_full
320019506001039,2,1.0000000000,overlap_full
320019505002995,2,1.0000000000,overlap_full
320019505002048,2,1.0000000000,overlap_full
320019505001084,2,1.0000000000,overlap_full
320019503006027,2,1.0000000000,overlap_full
320019503006006,2,1.0000000000,overlap_full
320019503006008,2,1.0000000000,overlap_full
320019502002035,2,1.0000000000,overlap_full
320019502002010,2,1.0000000000,overlap_full
320019503007058,2,1.0000000000,overlap_full
320019503007054,2,1.0000000000,overlap_full
320019503006004,2,1.0000000000,overlap_full
320019502002051,2,1.0000000000,overlap_full
320019502002002,2,1.0000000000,overlap_full
