blkidfp00,district_id,assign_method
320019503003013,02,centroid
320019503005017,02,centroid
320019503005019,02,centroid
320019503004013,02,centroid
320019503003017,02,centroid
320019503006026,02,centroid
320019502002058,02,centroid
320019503003023,02,centroid
320019503003024,02,centroid
320019503007007,02,centroid
320019503005032,02,centroid
320019503007055,02,centroid
320019503002014,02,centroid
320019502003036,02,centroid
320019501002038,02,centroid
320019506001046,02,centroid
320019506001050,02,centroid
320019506001026,02,centroid
320019501001563,02,centroid
320019501001586,02,centroid
320019501001014,02,centroid
320019501001546,02,centroid
320019501001540,02,centroid
320019505002070,02,centroid
320019506002029,02,centroid
320019501002196,02,centroid
320019505001086,02,centroid
320019505002044,02,centroid
320019505001083,02,centroid
320019505001090,02,centroid
320019503006015,02,centroid
320019503006011,02,centroid
320019503007029,02,centroid
320019501002028,02,centroid
320019502002095,02,centroid
320019505001012,02,centroid
320019502003221,02,centroid
320019501002078,02,centroid
320019502003242,02,centroid
320019502003241,02,centroid
320019502003240,02,centroid
320019502003231,02,centroid
320019501002101,02,centroid
320019502003224,02,centroid
320019501002187,02,centroid
320019501002118,02,centroid
320019506001190,02,centroid
320019506001030,02,centroid
320019506001218,02,centroid
320019506001022,02,centroid
320019506001217,02,centroid
320019501001008,02,centroid
320019501001005,02,centroid
320019501001006,02,centroid
320019501001544,02,centroid
320019501001543,02,centroid
320019501001461,02,centroid
320019501001242,02,centroid
320019501001592,02,centroid
320019501001587,02,centroid
320019501001411,02,centroid
320019501001187,02,centroid
320019501001199,02,centroid
320019502002034,02,centroid
320019505002046,02,centroid
320019506001152,02,centroid
320019506001151,02,centroid
320019505001060,02,centroid
320019506002035,02,centroid
320019505001065,02,centroid
320019505002050,02,centroid
320019505001085,02,centroid
320019505001040,02,centroid
320019506001135,02,centroid
320019506001137,02,centroid
320019503006048,02,centroid
320019502002086,02,centroid
320019505001047,02,centroid
320019506001204,02,centroid
320019502001014,02,centroid
320019502001003,02,centroid
320019502003018,02,centroid
320019502003108,02,centroid
320019502003050,02,centroid
320019506001092,02,centroid
320019506001101,02,centroid
320019506001102,02,centroid
320019506002001,02,centroid
320019506002002,02,centroid
320019506002000,02,centroid
320019506001044,02,centroid
320019506001074,02,centroid
320019501001405,02,centroid
320019506001039,02,centroid
320019505002995,02,centroid
320019505002048,02,centroid
320019505001084,02,centroid
320019503006027,02,centroid
320019503006006,02,centroid
320019503006008,02,centroid
320019502002035,02,centroid
320019502002010,02,centroid
320019503007058,02,centroid
320019503007054,02,centroid
320019503006004,02,centroid
320019502002051,02,centroid
320019502002002,02,centroid
320019506001216,02,centroid
320019506001157,02,centroid
320019506001184,02,centroid
320019506001181,02,centroid
320019506002019,02,centroid
320019506001200,02,centroid
320019502003019,02,centroid
320019502003047,02,centroid
320019502003189,02,centroid
320019503007032,02,centroid
320019503007031,02,centroid
320019503007003,02,centroid
320019503004029,02,centroid
320019505002078,02,centroid
320019501002201,02,centroid
320019502003228,02,centroid
320019506001010,02,centroid
320019506001008,02,centroid
320019506001011,02,centroid
320019506001078,02,centroid
320019502003074,02,centroid
320019503006051,02,centroid
320019506001215,02,centroid
320019502003102,02,centroid
320019502003154,02,centroid
320019505002992,02,centroid
320019505001008,02,centroid
320019505001993,02,centroid
320019505002049,02,centroid
320019506001016,02,centroid
320019506001020,02,centroid
320019506001021,02,centroid
320019501001570,02,centroid
320019501001568,02,centroid
320019501001561,02,centroid
320019506001049,02,centroid
320019506001999,02,centroid
320019506001087,02,centroid
320019501001577,02,centroid
320019506001998,02,centroid
320019501001581,02,centroid
320019506001042,02,centroid
320019501002046,02,centroid
320019502003076,02,centroid
320019502003078,02,centroid
320019506001171,02,centroid
320019502003073,02,centroid
320019506001136,02,centroid
320019502003214,02,centroid
320019502003225,02,centroid
320019502003230,02,centroid
320019501002158,02,centroid
320019501002161,02,centroid
320019501002162,02,centroid
320019501001249,02,centroid
320019501001257,02,centroid
320019501001247,02,centroid
320019501001240,02,centroid
320019501001599,02,centroid
320019501001531,02,centroid
320019501001407,02,centroid
320019501001311,02,centroid
320019501001982,02,centroid
320019501001197,02,centroid
320019501001412,02,centroid
320019501001605,02,centroid
320019501001536,02,centroid
320019505002057,02,centroid
320019505001022,02,centroid
320019505001026,02,centroid
320019506001199,02,centroid
320019501002030,02,centroid
320019502003069,02,centroid
320019502003092,02,centroid
320019502003090,02,centroid
320019506002058,02,centroid
320019505002091,02,centroid
320019503002002,02,centroid
320019503006009,02,centroid
320019501002015,02,centroid
320019503006018,02,centroid
