vtdidfp00,blk2010ge,alloc_weight
320010010,320019503025024,1.0000000000
320010010,320019503025025,1.0000000000
320010010,320019503025026,1.0000000000
320010010,320019503025028,0.0722995970
320010010,320019505002101,1.0000000000
320010010,320019505002104,1.0000000000
320010010,320019505002107,0.6906095751
320010010,320019505002108,0.3093904249
320010010,320019505002115,1.0000000000
320010015,320019503021000,1.0000000000
320010015,320019503021001,1.0000000000
320010015,320019503021002,1.0000000000
320010015,320019503021003,2.0000000000
320010015,320019503021004,1.0000000000
320010015,320019503021006,1.0000000000
320010015,320019503021007,1.0000000000
320010015,320019503021008,2.0000000000
320010015,320019503021009,1.0000000000
320010015,320019503021012,1.0000000000
320010015,320019503021013,1.0000000000
320010015,320019503021014,1.0000000000
320010015,320019503021016,1.0000000000
320010015,320019503022000,1.0000000000
320010015,320019503022001,1.0000000000
320010015,320019503022002,0.3333333333
320010015,320019503022003,0.6666666667
320010015,320019503022004,3.0000000000
320010015,320019503022005,2.0000000000
320010015,320019503022006,0.6578947368
320010015,320019503022007,0.5723270440
320010015,320019503022008,0.3421052632
320010015,320019503022009,0.2075471698
320010015,320019503022010,0.1069182390
320010015,320019503022011,0.1132075472
320010015,320019503022012,1.0000000000
320010015,320019503022013,1.0000000000
320010015,320019503022014,1.0000000000
320010015,320019503022015,0.3684210526
320010015,320019503022016,1.0000000000
320010015,320019503022017,1.0000000000
320010015,320019503022018,0.6315789474
320010015,320019503022019,1.0000000000
320010015,320019503022020,0.5428571429
320010015,320019503022021,0.4571428571
320010015,320019503022022,0.3913043478
320010015,320019503022023,0.6086956522
320010015,320019503022024,0.4130434783
320010015,320019503022025,0.5869565217
320010015,320019503022026,1.0000000000
320010015,320019503022027,0.4358974359
320010015,320019503022028,0.5454545455
320010015,320019503022029,0.4545454545
320010015,320019503022030,0.3703703704
320010015,320019503022031,0.6296296296
320010015,320019503022032,0.6071428571
320010015,320019503022033,0.4411764706
320010015,320019503022034,0.5588235294
320010015,320019503022035,0.5641025641
320010015,320019503022036,0.3928571429
320010015,320019507002000,1.0000000000
320010020,320019501001602,0.1968253968
320010020,320019501001604,1.0000000000
320010020,320019501001616,0.4095238095
320010020,320019501001617,0.1523809524
320010020,320019501001618,0.1682539683
320010020,320019501001811,0.0730158730
320010020,320019503011000,0.5000000000
320010020,320019503011001,0.6666666667
320010020,320019503011014,0.3333333333
320010020,320019503011015,0.5000000000
320010020,320019503011016,1.0000000000
320010020,320019503011047,1.0000000000
320010020,320019503011048,1.0000000000
320010020,320019503013001,3.0000000000
320010020,320019503013005,0.4074074074
320010020,320019503013006,0.5925925926
320010020,320019503013007,1.0000000000
320010020,320019503013008,1.0000000000
320010020,320019503013009,1.0000000000
320010020,320019503013010,1.1180317566
320010020,320019503013011,0.0095628681
320010020,320019503013012,1.8504052891
320010020,320019503013013,0.0220000862
320010020,320019503013014,1.0000000000
320010020,320019503013015,3.0000000000
320010020,320019503013016,1.0000000000
320010020,320019503013017,1.0000000000
320010020,320019503013018,1.0000000000
320010020,320019503013019,1.0000000000
320010020,320019503013020,1.0000000000
320010020,320019503013021,1.1885314859
320010020,320019503013022,1.0000000000
320010020,320019503013023,1.0000000000
320010020,320019503013024,0.1633400322
320010020,320019503013025,0.6481284819
320010020,320019503013026,0.6692307692
320010020,320019503013027,1.0000000000
320010020,320019503013029,1.0000000000
320010020,320019503013030,1.0000000000
320010020,320019503013031,1.0000000000
320010020,320019503013032,1.0000000000
320010020,320019503013033,1.0000000000
320010020,320019503013034,1.0000000000
320010020,320019503013035,0.3307692308
320010020,320019503013036,1.0000000000
320010020,320019503013037,0.3230769231
320010020,320019503013038,0.6769230769
320010020,320019503013048,1.0000000000
320010020,320019503013068,1.0000000000
320010020,320019503013070,1.0000000000
320010025,320019503011007,0.1055118110
320010025,320019503011008,1.0000000000
320010025,320019503011009,1.0000000000
320010025,320019503011019,1.0000000000
320010025,320019503011020,1.0000000000
320010025,320019503011021,1.0000000000
320010025,320019503011022,1.0000000000
320010025,320019503011023,1.0000000000
320010025,320019503011024,1.0000000000
320010025,320019503011025,0.2845244610
320010025,320019503011026,0.4206858184
320010025,320019503011027,0.6764705882
320010025,320019503011028,2.0000000000
320010025,320019503011029,1.0000000000
320010025,320019503011030,1.0000000000
320010025,320019503011031,1.0000000000
320010025,320019503011032,0.6181818182
320010025,320019503011033,0.3818181818
320010025,320019503011034,0.3235294118
320010025,320019503011035,1.0000000000
320010025,320019503011036,0.0178625935
320010025,320019503011037,0.0153186275
320010025,320019503011038,1.0000000000
320010025,320019503011039,0.5172413793
320010025,320019503011040,0.4827586207
320010025,320019503011041,1.0000000000
320010025,320019503011042,1.0000000000
320010025,320019503011043,1.0000000000
320010025,320019503011044,1.0000000000
320010025,320019503011045,1.0000000000
320010025,320019503011046,1.0000000000
320010025,320019503013028,1.0000000000
320010025,320019503013039,0.2688172043
320010025,320019503013040,0.7311827957
320010025,320019503013053,1.0000000000
320010025,320019503013054,1.0000000000
320010025,320019503013055,1.0000000000
320010025,320019503013056,1.0000000000
320010025,320019503013059,1.0000000000
320010025,320019503013060,1.0000000000
320010025,320019503024008,0.8944881890
320010025,320019503024009,1.0000000000
320010025,320019503024010,0.5666666667
320010025,320019503024011,0.5714285714
320010025,320019503024012,0.4285714286
320010025,320019503024013,0.4333333333
320010025,320019503024014,0.5000000000
320010025,320019503024015,0.5652173913
320010025,320019503024016,0.4347826087
320010025,320019503024017,0.5000000000
320010025,320019503024018,1.0000000000
320010025,320019503024019,0.7154755390
320010025,320019503024020,0.5793141816
320010025,320019503024021,0.3636363636
320010025,320019503024022,0.4642857143
320010025,320019503024023,0.5714285714
320010025,320019503024024,0.4285714286
320010025,320019503024025,0.5357142857
320010025,320019503024026,0.6363636364
320010025,320019503024027,0.6176470588
320010025,320019503024028,0.9821374065
320010025,320019503024029,1.0000000000
320010025,320019503024030,1.0000000000
320010025,320019503024031,0.3823529412
320010025,320019503024032,0.9846813725
320010025,320019503024033,1.0000000000
320010025,320019503024034,0.4074074074
320010025,320019503024035,0.6031746032
320010025,320019503024036,0.5925925926
320010025,320019503024037,0.3968253968
320010025,320019503024038,0.8945976772
320010025,320019503024039,0.1054023228
320010030,320019503021008,0.0154936741
320010030,320019503021015,0.5848089469
320010030,320019503021016,4.9845063259
320010030,320019503021017,0.4750000000
320010030,320019503021018,0.5250000000
320010030,320019503021019,0.2876712329
320010030,320019503021020,0.7123287671
320010030,320019503021021,1.0000000000
320010030,320019503021022,1.0000000000
320010030,320019503021023,0.8756476684
320010030,320019503021024,0.5529411765
320010030,320019503021025,0.5111111111
320010030,320019503021026,0.4509011207
320010030,320019503021027,0.3793103448
320010030,320019503021028,0.6206896552
320010030,320019503021030,0.2387123580
320010030,320019503021031,0.4470588235
320010030,320019503021032,0.0518134715
320010030,320019503021034,0.2777777778
320010030,320019503021035,1.0000000000
320010030,320019503021038,0.7222222222
320010030,320019503021039,0.4888888889
320010030,320019503021040,1.0000000000
320010030,320019503021041,0.6184210526
320010030,320019503021042,1.0000000000
320010030,320019503021043,1.0000000000
320010030,320019503021044,1.0000000000
320010030,320019503021045,1.0000000000
320010030,320019503021046,1.0000000000
320010030,320019503021047,1.0000000000
320010030,320019503021048,1.0000000000
320010030,320019503021049,0.0725388601
320010030,320019503021050,0.3815789474
320010030,320019503021051,1.0000000000
320010030,320019503021052,0.4242424242
320010030,320019503021053,0.5777777778
320010030,320019503021054,0.5757575758
320010030,320019503021055,1.0000000000
320010030,320019503021056,1.0000000000
320010030,320019503021057,1.0000000000
320010030,320019503021058,1.0000000000
320010030,320019503021059,1.0000000000
320010030,320019503021061,0.4151910531
320010030,320019503021062,2.0000000000
320010030,320019503021067,0.7575757576
320010030,320019503021068,0.5903614458
320010030,320019503021069,0.4096385542
320010030,320019503021070,0.4222222222
320010030,320019503021071,1.0000000000
320010030,320019503021074,1.3103865212
320010030,320019503021075,0.5531914894
320010030,320019503021076,0.4468085106
320010030,320019503021078,1.0000000000
320010030,320019503021083,0.2073823940
320010030,320019503021085,0.7926176060
320010030,320019503021087,0.2424242424
320010030,320019503021088,1.0000000000
320010035,320019503023000,1.0000000000
320010035,320019503023001,0.0790099738
320010035,320019503023002,0.0516092376
320010035,320019503023003,0.4667498767
320010035,320019503023004,0.0138313646
320010035,320019503023016,1.3848309347
320010035,320019503023019,0.0000002612
320010035,320019503023034,0.0033255688
320010035,320019503023035,0.0006427826
320010035,320019503025006,1.0000000000
320010035,320019503025008,1.0000000000
320010035,320019503025009,1.7198608618
320010035,320019503025011,0.0350173923
320010035,320019503025012,0.2451217459
320010035,320019506002006,0.0193586535
320010035,320019506002018,0.0058919710
320010035,320019506002069,1.0000000000
320010035,320019506003007,0.7024035179
320010035,320019506003008,0.2723458576
320010035,320019506003009,3.4587640717
320010035,320019506003010,2.5412359283
320010035,320019506003011,1.9462952653
320010035,320019506003012,1.0000000000
320010035,320019506003013,2.0000000000
320010035,320019506003014,1.0000000000
320010035,320019506003015,1.0000000000
320010035,320019506003016,1.0000000000
320010035,320019506003017,1.0003575207
320010035,320019506003018,0.0533472140
320010035,320019506003019,0.4133333333
320010035,320019506003020,1.0000000000
320010035,320019506003021,1.0000000000
320010035,320019506003022,1.0000000000
320010035,320019506003023,0.0400000000
320010035,320019506003029,1.0000000000
320010035,320019506003030,2.0000000000
320010035,320019506003033,2.0000000000
320010035,320019506003034,1.0000000000
320010035,320019506003035,2.0000000000
320010035,320019506003036,2.0000000000
320010035,320019506003037,0.5466666667
320010035,320019506003038,0.8171032357
320010035,320019506003039,1.0387520230
320010035,320019506003040,1.0000000000
320010035,320019506003041,1.0000000000
320010035,320019506003042,0.9612479770
320010035,320019506003043,1.1828967643
320010040,320019501002004,0.1288506379
320010040,320019501002005,2.7323871367
320010040,320019501002007,1.0000000000
320010040,320019501002008,1.0000000000
320010040,320019501002009,0.7500000000
320010040,320019501002010,1.0000000000
320010040,320019501002012,1.0000000000
320010040,320019501002013,1.0000000000
320010040,320019501002014,0.1387622254
320010040,320019501002015,0.2500000000
320010040,320019501002016,1.0000000000
320010040,320019501002017,2.0000000000
320010040,320019501002018,1.0000000000
320010040,320019501002019,1.0000000000
320010040,320019501002020,1.0000000000
320010040,320019503013041,1.6877702132
320010040,320019503013042,0.0073217813
320010040,320019503013043,0.0095703949
320010040,320019503013044,0.4059142465
320010040,320019503013045,0.0083861275
320010040,320019503013046,0.0198150274
320010040,320019503013047,0.0073570539
320010040,320019503013049,0.1063057337
320010040,320019503013050,1.0000000000
320010040,320019503013052,1.0000000000
320010040,320019503013057,0.0329662553
320010040,320019503013058,0.2075303497
320010040,320019503013061,0.2326757593
320010040,320019503013062,0.0549380689
320010040,320019503013063,0.0000005747
320010040,320019503013064,0.0033500415
320010040,320019503013065,0.0056782694
320010040,320019503013066,0.0361539477
320010040,320019503013067,0.0536889583
320010040,320019503013069,0.0004382063
320010040,320019503013071,0.2906466526
320010040,320019503013072,0.6135873776
320010040,320019503013073,0.0165135606
320010040,320019503013074,0.1148027990
320010040,320019503013075,0.0137818485
320010040,320019503013076,0.0307895230
320010040,320019503013077,0.0016298007
320010040,320019503013078,0.0046704156
320010040,320019503013079,0.6568151334
320010040,320019503013080,0.1034642246
320010040,320019503013081,0.2397206420
320010040,320019503013082,0.0296333736
320010040,320019503013083,0.0040836393
320010040,320019503024038,0.3470038779
320010040,320019503024039,0.6529961221
320010040,320019503024040,1.0000000000
320010040,320019503024041,1.0000000000
320010040,320019503024042,0.7799003322
320010040,320019503024043,0.2200996678
320010045,320019501001043,0.1989389515
320010045,320019501001044,0.0089086917
320010045,320019501001045,1.0000000000
320010045,320019501001046,2.9354200198
320010045,320019501001047,1.0000000000
320010045,320019501001048,1.0000000000
320010045,320019501001049,1.0000000000
320010045,320019501001050,1.0000000000
320010045,320019501001051,1.0000000000
320010045,320019501001052,0.0645799802
320010045,320019501001053,1.0000000000
320010045,320019501001054,0.2253147179
320010045,320019501001055,1.0000000000
320010045,320019501001056,1.0000000000
320010045,320019501001057,1.0000000000
320010045,320019501001058,0.8490935821
320010045,320019501001059,0.1509064179
320010045,320019501001060,0.6681193356
320010045,320019501001061,1.0000000000
320010045,320019501001062,1.0000000000
320010045,320019501001063,0.3229032216
320010045,320019501001064,0.0003704348
320010045,320019501001065,0.6770967784
320010045,320019501001066,1.0000000000
320010045,320019501001067,1.0000000000
320010045,320019501001068,1.0000000000
320010045,320019501001069,1.0000000000
320010045,320019501001071,1.0000000000
320010045,320019501001072,1.0000000000
320010045,320019501001074,0.4174939566
320010045,320019501001075,0.3571913255
320010045,320019501001076,0.1236625864
320010045,320019501001822,1.8412151483
320010045,320019501001823,1.0000000000
320010045,320019501001824,1.0000000000
320010045,320019501001825,0.9381357810
320010045,320019501001826,0.0618642190
320010045,320019501001827,1.0000000000
320010045,320019501001828,1.0000000000
320010045,320019501001829,1.0000000000
320010045,320019501001830,1.0000000000
320010045,320019501001831,0.1587848517
320010045,320019501001832,1.0000000000
320010045,320019501001833,1.0000000000
320010045,320019501001834,1.0000000000
320010045,320019501001835,1.0000000000
320010045,320019501001841,1.0000000000
320010045,320019501001849,1.0000000000
320010045,320019501001856,1.0000000000
320010045,320019501001861,1.0000000000
320010045,320019501001864,1.0000000000
320010045,320019501001867,1.0000000000
320010045,320019503012001,1.0000000000
320010045,320019503012002,1.0000000000
320010045,320019503012003,1.0000000000
320010045,320019503012004,1.0000000000
320010045,320019503012005,2.0000000000
320010045,320019503012008,1.0000000000
320010045,320019503012009,1.0000000000
320010045,320019503012012,1.0000000000
320010045,320019503012052,1.0000000000
320010045,320019505001083,1.0000000000
320010045,320019505001084,1.0000000000
320010045,320019505001085,1.0000000000
320010045,320019505001088,0.6538461538
320010045,320019505001090,0.3461538462
320010045,320019505001091,1.0000000000
320010045,320019505001092,1.0000000000
320010045,320019505001093,1.0000000000
320010045,320019505001094,2.0000000000
320010045,320019505001097,1.0000000000
320010045,320019505001098,1.0000000000
320010045,320019505001099,1.0000000000
320010045,320019505002000,1.0000000000
320010045,320019505002001,1.0000000000
320010045,320019505002002,1.0000000000
320010045,320019505002003,1.0000000000
320010045,320019505002004,1.0000000000
320010045,320019505002005,1.0000000000
320010045,320019505002006,1.0000000000
320010045,320019505002007,1.0000000000
320010045,320019505002008,2.0000000000
320010045,320019505002009,1.0000000000
320010045,320019505002010,2.0000000000
320010045,320019505002011,1.0000000000
320010045,320019505002012,6.0000000000
320010045,320019505002013,1.0000000000
320010045,320019505002014,1.0000000000
320010045,320019505002017,1.0000000000
320010045,320019505002018,1.0000000000
320010045,320019505002019,1.0000000000
320010045,320019505002020,1.0000000000
320010045,320019505002021,1.0000000000
320010045,320019505002022,1.0000000000
320010045,320019505002023,1.0000000000
320010045,320019505002024,1.0000000000
320010045,320019505002025,1.0000000000
320010045,320019505002026,1.0000000000
320010045,320019505002027,1.0000000000
320010045,320019505002028,1.0000000000
320010045,320019505002029,1.0000000000
320010045,320019505002030,1.0000000000
320010045,320019505002031,1.0000000000
320010045,320019505002032,1.0000000000
320010045,320019505002033,1.0000000000
320010045,320019505002035,1.0000000000
320010045,320019505002036,1.0000000000
320010045,320019505002037,0.5047868790
320010045,320019505002038,2.0000000000
320010045,320019505002039,1.0000000000
320010045,320019505002040,1.2620206493
320010045,320019505002041,0.0360562056
320010045,320019505002042,0.2098140457
320010045,320019505002043,1.0000000000
320010045,320019505002044,1.0005339520
320010045,320019505002047,1.0000000000
320010045,320019505002048,1.0000000000
320010045,320019505002049,0.9873222204
320010045,320019505002051,1.0000000000
320010045,320019505002052,1.0000000000
320010045,320019505002053,1.0000000000
320010045,320019505002055,1.0000000000
320010045,320019505002056,1.0000000000
320010045,320019505002058,1.0000000000
320010045,320019505002059,2.9994660480
320010045,320019505002060,1.0000000000
320010045,320019505002061,1.0000000000
320010045,320019505002062,1.0000000000
320010045,320019505002063,1.0000000000
320010045,320019505002064,1.0000000000
320010045,320019505002065,1.7096606800
320010045,320019505002066,0.0599883550
320010045,320019505002067,1.0000000000
320010045,320019505002068,1.0000000000
320010045,320019505002069,0.5037723205
320010045,320019505002070,1.2552930914
320010045,320019505002071,1.0000000000
320010045,320019505002072,1.0000000000
320010045,320019505002073,1.0000000000
320010045,320019505002074,1.0000000000
320010045,320019505002075,0.2409345881
320010045,320019505002076,0.8657223577
320010045,320019505002077,0.1325442561
320010045,320019505002078,1.0000000000
320010045,320019505002079,1.0000000000
320010045,320019505002080,2.0000000000
320010045,320019505002081,1.0000000000
320010045,320019505002082,1.0000000000
320010045,320019505002084,1.0000000000
320010045,320019505002086,1.8208249570
320010045,320019505002087,0.1791750430
320010045,320019505002088,1.0000000000
320010045,320019505002089,2.0000000000
320010045,320019505002090,0.9090909091
320010045,320019505002091,0.0909090909
320010045,320019505002092,1.0000000000
320010045,320019505002093,2.0000000000
320010045,320019505002094,1.0000000000
320010045,320019505002095,1.0000000000
320010045,320019505002096,0.1458896684
320010045,320019505002097,1.0352543145
320010045,320019505002098,0.0916139701
320010045,320019505002099,1.0000000000
320010045,320019505002100,0.0620124953
320010045,320019505002102,1.0000000000
320010045,320019505002103,2.0000000000
320010045,320019505002105,0.2303509650
320010045,320019505002106,0.0017333861
320010045,320019505002109,0.1370440597
320010045,320019505002110,0.8629559403
320010045,320019505002111,1.0000000000
320010045,320019505002112,1.0000000000
320010045,320019505002113,1.0000000000
320010045,320019505002114,1.0000000000
320010045,320019505002116,1.0000000000
320010045,320019505002117,1.0000000000
320010045,320019505002118,0.6652295517
320010045,320019505002119,1.0000000000
320010045,320019505002120,1.0000000000
320010045,320019505002121,6.0000000000
320010045,320019505002122,1.0000000000
320010045,320019505002123,1.0000000000
320010045,320019505002124,1.0000000000
320010045,320019505002125,1.0000000000
320010045,320019505002126,1.0000000000
320010045,320019505002127,1.0000000000
320010045,320019505002128,2.0000000000
320010045,320019505002129,1.0000000000
320010045,320019505002130,1.0000000000
320010045,320019505002131,1.0000000000
320010045,320019505002132,1.0000000000
320010045,320019505002133,1.0000000000
320010045,320019505002134,1.0000000000
320010045,320019506001000,0.3103225405
320010045,320019506001001,0.0243209989
320010045,320019506001004,0.4789225989
320010045,320019506001072,1.0000000000
320010045,320019506001074,0.1864338617
320010050,320019506002000,1.0000000000
320010050,320019506002001,1.0000000000
320010050,320019506002002,1.0000000000
320010050,320019506002003,1.0000000000
320010050,320019506002004,1.0000000000
320010050,320019506002005,1.0000000000
320010050,320019506002006,0.8452796950
320010050,320019506002007,0.0164977006
320010050,320019506002008,1.0000000000
320010050,320019506002009,0.0521134103
320010050,320019506002010,1.0000000000
320010050,320019506002011,1.0000000000
320010050,320019506002012,1.0000000000
320010050,320019506002013,1.0000000000
320010050,320019506002014,0.0851003340
320010050,320019506002015,1.0000000000
320010050,320019506002016,1.0000000000
320010050,320019506002017,1.0000000000
320010050,320019506002019,1.0000000000
320010050,320019506002020,0.0008497959
320010050,320019506002021,1.9542843262
320010050,320019506002022,0.0138583459
320010050,320019506002023,0.0016708526
320010050,320019506002024,1.0000000000
320010050,320019506002025,1.0000000000
320010050,320019506002026,1.0000000000
320010050,320019506002027,0.2707977349
320010050,320019506002028,0.9721575265
320010050,320019506002029,0.0305374730
320010050,320019506002030,1.0000000000
320010050,320019506002031,0.9993054310
320010050,320019506002032,0.1822773342
320010050,320019506002033,1.5466997150
320010050,320019506002034,0.0277166917
320010050,320019506002035,1.4743642120
320010050,320019506002036,1.5256357880
320010050,320019506002044,1.0006945690
320010050,320019506002045,0.9148936170
320010050,320019506002066,0.0851063830
320010050,320019506003000,2.0000000000
320010050,320019506003001,1.0000000000
320010050,320019506003002,1.0000000000
320010050,320019506003003,0.9998380049
320010050,320019506003004,0.1449168234
320010050,320019506003005,0.2174352131
320010050,320019506003006,1.0000000000
320010050,320019506003007,0.0001590642
320010050,320019506003024,1.0000000000
320010050,320019506003025,1.0000000000
320010050,320019506003026,0.6378099585
320010050,320019506003027,1.0000000000
320010050,320019506003028,1.0000000000
320010050,320019506003031,1.0000000000
320010050,320019506003032,1.0000000000
320010055,320019507002001,0.2747216062
320010055,320019507002002,0.0416480903
320010055,320019507002003,1.0000000000
320010055,320019507002004,0.1596706177
320010055,320019507002005,1.0041034954
320010055,320019507002006,0.3672125075
320010055,320019507002007,0.3123143006
320010055,320019507002008,2.8403293823
320010055,320019507002009,1.0000000000
320010055,320019507002010,0.4844344563
320010055,320019507002011,0.1801414561
320010055,320019507002012,0.8562057091
320010055,320019507002013,1.0000000000
320010055,320019507002014,1.0000000000
320010055,320019507002015,1.0000000000
320010055,320019507002016,1.0000000000
320010055,320019507002017,0.2830188679
320010055,320019507002019,0.0998081041
320010055,320019507002020,2.1698886955
320010055,320019507002021,1.0000000000
320010055,320019507002022,1.0000000000
320010055,320019507002023,0.7169811321
320010055,320019507002024,1.0000000000
320010055,320019507002025,0.0657272880
320010055,320019507002026,0.6608342088
320010055,320019507002028,0.0760567058
320010055,320019507002029,0.3878891998
320010055,320019507002030,0.4507772021
320010055,320019507002031,0.0190141765
320010055,320019507002032,0.7679171024
320010055,320019507002033,0.1541793280
320010055,320019507002034,0.0778454336
320010055,320019507002035,1.0000000000
320010055,320019507002036,1.0000000000
320010055,320019507002037,1.0000000000
320010055,320019507002038,1.0000000000
320010055,320019507002039,1.0527306734
320010055,320019507002040,1.0000000000
320010055,320019507002041,1.0000000000
320010055,320019507002042,1.0000000000
320010055,320019507002043,1.0000000000
320010055,320019507002044,1.0000000000
320010055,320019507002045,0.5492227979
320010055,320019507002046,1.0000581360
320010055,320019507002048,1.0000000000
320010055,320019507002049,1.0000000000
320010055,320019507002050,0.8560507988
320010055,320019507002051,0.0912185277
320010055,320019507004054,1.0000000000
320010060,320019501001414,1.0000000000
320010060,320019501001420,1.0000000000
320010060,320019501001585,1.9778528837
320010060,320019501001586,0.0026017682
320010060,320019501001587,1.0000000000
320010060,320019501001588,1.0000000000
320010060,320019501001593,1.0000000000
320010060,320019501001594,1.0000000000
320010060,320019501001595,0.8315789474
320010060,320019501001596,1.0000000000
320010060,320019501001597,0.0631578947
320010060,320019501001598,0.0736842105
320010060,320019501001599,0.0315789474
320010060,320019501001600,1.9801493581
320010060,320019501001601,0.0032833513
320010060,320019501001603,1.0000000000
320010060,320019501001605,2.0000000000
320010060,320019501001606,1.0000000000
320010060,320019501001607,0.0165672906
320010060,320019501001608,1.0000000000
320010060,320019501001609,1.0000000000
320010060,320019501001610,2.0000000000
320010060,320019501001611,1.0000000000
320010060,320019501001612,1.0000000000
320010060,320019501001613,1.0000000000
320010060,320019501001614,1.0000000000
320010060,320019501001615,1.0000000000
320010060,320019501001619,1.0000000000
320010060,320019501001620,1.0000000000
320010060,320019501001621,1.0000000000
320010060,320019501001622,0.2219427853
320010060,320019501001624,1.0000000000
320010060,320019501001627,0.5342515445
320010060,320019501001628,0.0022761888
320010060,320019501001663,1.0000000000
320010060,320019501001669,0.4634722667
320010060,320019501001671,1.0000000000
320010060,320019501001672,0.8570725886
320010060,320019501001673,1.0000000000
320010060,320019501001674,0.9981638066
320010060,320019501001675,1.0000000000
320010060,320019501001677,0.0021912163
320010060,320019501001678,0.0054037555
320010060,320019501001679,1.0000000000
320010060,320019501001680,2.0000000000
320010060,320019501001681,1.0000000000
320010060,320019501001682,1.0000000000
320010060,320019501001683,1.0000000000
320010060,320019501001684,1.0000000000
320010060,320019501001685,1.0000000000
320010060,320019501001686,2.0000000000
320010060,320019501001687,1.2236515194
320010060,320019501001688,1.0000000000
320010060,320019501001689,1.0000000000
320010060,320019501001691,1.0000000000
320010060,320019501001692,0.7763484806
320010060,320019501001694,1.0000000000
320010060,320019501001696,0.1311101758
320010060,320019501001697,1.0000000000
320010060,320019501001698,0.0031582484
320010060,320019501001699,0.0086589871
320010060,320019501001700,1.0000000000
320010060,320019501001701,0.4844490025
320010060,320019501001702,0.5155509975
320010060,320019501001703,0.8396535661
320010060,320019501001704,0.0000153216
320010060,320019501001705,0.0013340557
320010060,320019501001706,0.0001111568
320010060,320019501001707,1.0000000000
320010060,320019501001708,0.0002024236
320010060,320019501001709,1.0000000000
320010060,320019501001710,0.0225812178
320010060,320019501001718,0.0408736244
320010060,320019501001719,1.0952439557
320010060,320019501001742,0.0273397638
