geoid10,district_id,assign_method
3200539,017,centroid
3200540,017,centroid
3200523,017,centroid
3200534,017,centroid
3200522,017,centroid
3200533,017,centroid
3200530,017,centroid
3200529,017,centroid
3200527,017,centroid
3200531,017,centroid
3200528,017,centroid
3200532,017,centroid
3201906,017,centroid
3201901,017,centroid
3201903,017,centroid
3201902,017,centroid
3201904,017,centroid
3201905,017,centroid
3201925,017,centroid
3201912,017,centroid
3201921,017,centroid
3201908,017,centroid
3201916,017,centroid
3201918,017,centroid
3201920,017,centroid
3201934,017,centroid
3201940,017,centroid
3201931,017,centroid
3201907,017,centroid
3201919,017,centroid
3201917,017,centroid
3201915,017,centroid
3201913,017,centroid
3201914,017,centroid
3201909,017,centroid
3201910,017,centroid
3201911,017,centroid
3201922,017,centroid
3201924,017,centroid
3201926,017,centroid
3201923,017,centroid
3201928,017,centroid
3201927,017,centroid
3201929,017,centroid
3201930,017,centroid
3201932,017,centroid
3201933,017,centroid
3201935,017,centroid
3201936,017,centroid
3200107,017,centroid
3201937,017,centroid
3201938,017,centroid
3200101,017,centroid
3200102,017,centroid
3200501,017,centroid
3200516,017,centroid
3200525,017,centroid
3200519,017,centroid
3201939,017,centroid
3200103,017,centroid
3200109,017,centroid
3200104,017,centroid
3200105,017,centroid
3200106,017,centroid
3200115,017,centroid
3200111,017,centroid
3200112,017,centroid
3200512,017,centroid
3200515,017,centroid
3200502,017,centroid
3200514,017,centroid
3200517,017,centroid
3200508,017,centroid
3200108,017,centroid
3200110,017,centroid
3200118,017,centroid
3200113,017,centroid
3200116,017,centroid
3200117,017,centroid
3200119,017,centroid
3200114,017,centroid
3200115-03,017,centroid
3200115-07,017,centroid
3200518,017,centroid
3200503,017,centroid
3200504,017,centroid
3200115-01,017,centroid
3200115-02,017,centroid
3200115-04,017,centroid
3200115-05,017,centroid
3200115-06,017,centroid
3200115-09,017,centroid
3200115-10,017,centroid
3200107-01,017,centroid
3200507,017,centroid
3200513,017,centroid
3200505,017,centroid
3200526,017,centroid
3200541,017,centroid
3200108-01,017,centroid
3200108-02,017,centroid
3200112-01,017,centroid
3200112-02,017,centroid
3200112-03,017,centroid
3200108-03,017,centroid
3200115-08,017,centroid
3200538,017,centroid
3200537,017,centroid
3200536,017,centroid
3200535,017,centroid
3200506,017,centroid
3200509,017,centroid
3200520,017,centroid
3200510,017,centroid
3200524,017,centroid
3200511,017,centroid
3200521,017,centroid
32005ZZZZZZ,017,centroid
320330030,019,centroid
320330020,019,centroid
320330015,019,centroid
320330035,019,centroid
320330010,019,centroid
320330045,019,centroid
320330050,019,centroid
320330040,019,centroid
320330005,019,centroid
320330025,019,centroid
320311035,013,centroid
320311033,013,centroid
320311014,015,centroid
320314006,013,centroid
320313011,013,centroid
320313001,013,centroid
320311028,013,centroid
320318203,016,centroid
320312049,013,centroid
320318275,016,centroid
320312004,013,centroid
320312039,015,centroid
320312007,013,centroid
320313005,013,centroid
320318234,013,centroid
320313034,013,centroid
320313006,013,centroid
320313031,013,centroid
320315006,015,centroid
320313015,013,centroid
320314000,013,centroid
320314012,015,centroid
320316203,013,centroid
320311002,015,centroid
320315016,015,centroid
320319522,015,centroid
320317100,015,centroid
320319108,014,centroid
320317524,014,centroid
320316519,014,centroid
320317306,015,centroid
320317543,014,centroid
320314043,015,centroid
320319503,015,centroid
320314015,014,centroid
320319525,015,centroid
320317414,014,centroid
320316202,013,centroid
320317305,015,centroid
320317501,015,centroid
320313017,013,centroid
320313003,013,centroid
320313000,013,centroid
320317512,013,centroid
320317308,013,centroid
320316207,013,centroid
320313021,013,centroid
320313037,013,centroid
320315027,013,centroid
320315055,015,centroid
320315029,015,centroid
320311027,015,centroid
320311017,013,centroid
320319112,015,centroid
320312006,013,centroid
320312051,013,centroid
320312011,013,centroid
320312010,013,centroid
320312028,015,centroid
320312002,013,centroid
320317539,014,centroid
320317529,014,centroid
320319516,014,centroid
320317538,014,centroid
320317525,014,centroid
320319520,014,centroid
320319527,014,centroid
320319111,016,centroid
320316423,014,centroid
320316425,014,centroid
320316404,014,centroid
320313026,013,centroid
320314039,014,centroid
320317537,015,centroid
320315047,016,centroid
320315054,016,centroid
320315039,016,centroid
320318268,016,centroid
320319109,016,centroid
320311047,015,centroid
320319504,015,centroid
320318130,015,centroid
320318118,015,centroid
320318265,016,centroid
320317508,015,centroid
320319514,015,centroid
320319412,014,centroid
320319227,016,centroid
320319228,016,centroid
320319240,016,centroid
320318288,016,centroid
320319234,016,centroid
320319233,016,centroid
320319237,016,centroid
320319224,016,centroid
320319223,016,centroid
320319236,016,centroid
320319222,016,centroid
320312024,016,centroid
320319533,014,centroid
320319217,016,centroid
320317429,014,centroid
320319418,014,centroid
320319419,014,centroid
320313009,013,centroid
320311003,015,centroid
320311006,013,centroid
320318280,015,centroid
320319103,013,centroid
320315020,013,centroid
320314013,013,centroid
320319212,016,centroid
320313010,013,centroid
320312009,015,centroid
320312017,015,centroid
320318205,016,centroid
320312021,015,centroid
320313022,013,centroid
320313024,013,centroid
320313028,015,centroid
320312008,013,centroid
320313029,013,centroid
320314014,015,centroid
320317507,015,centroid
320317551,015,centroid
320314023,015,centroid
320317307,015,centroid
320315012,015,centroid
320315026,015,centroid
320315014,015,centroid
320316411,014,centroid
320316302,013,centroid
320317540,014,centroid
320318230,016,centroid
320316300,013,centroid
320316400,013,centroid
320314028,014,centroid
320317416,014,centroid
320318111,016,centroid
320319106,016,centroid
320317509,015,centroid
320317531,014,centroid
320319521,014,centroid
320317422,014,centroid
320319404,014,centroid
320316505,013,centroid
320316509,013,centroid
320312000,013,centroid
320311036,013,centroid
320311037,013,centroid
320311019,013,centroid
320315056,013,centroid
320311039,013,centroid
320315057,013,centroid
320313014,013,centroid
320314029,014,centroid
320317411,014,centroid
320319414,014,centroid
320319415,014,centroid
320319405,014,centroid
320314045,014,centroid
320314019,014,centroid
320318119,016,centroid
320318112,016,centroid
320318121,016,centroid
320318255,016,centroid
320316402,014,centroid
320317433,013,centroid
320316304,013,centroid
320316313,013,centroid
320314046,015,centroid
320312053,016,centroid
320319211,016,centroid
320317310,014,centroid
320319300,014,centroid
320315052,016,centroid
320315050,016,centroid
320315049,015,centroid
320318503,015,centroid
320318502,015,centroid
320318129,015,centroid
320318211,016,centroid
320318258,016,centroid
320318257,016,centroid
320318206,016,centroid
320318239,016,centroid
320319241,016,centroid
320317430,014,centroid
320317427,014,centroid
320317567,015,centroid
320319119,015,centroid
320315023,015,centroid
320319530,014,centroid
320318287,016,centroid
320317428,014,centroid
320319121,016,centroid
320319538,014,centroid
320319229,016,centroid
320319420,014,centroid
320319421,014,centroid
320319423,014,centroid
320319424,014,centroid
320319422,014,centroid
320319425,014,centroid
320316316,014,centroid
320315032,015,centroid
320312026,015,centroid
320319202,015,centroid
320318216,016,centroid
320311012,015,centroid
320318101,015,centroid
320318124,015,centroid
320312030,015,centroid
320313016,015,centroid
320312025,015,centroid
320319214,016,centroid
320312050,015,centroid
320313033,013,centroid
320319208,016,centroid
320319200,016,centroid
320313038,016,centroid
320312045,016,centroid
320314016,015,centroid
320317557,014,centroid
320315018,015,centroid
320311045,015,centroid
320311057,015,centroid
320316511,014,centroid
320314048,014,centroid
320314031,014,centroid
320314026,014,centroid
320317535,015,centroid
320316103,013,centroid
320312031,016,centroid
320318220,016,centroid
320318231,016,centroid
320318245,016,centroid
320318223,016,centroid
320316504,013,centroid
320316211,013,centroid
320316109,013,centroid
320316105,013,centroid
320316106,013,centroid
320319407,014,centroid
320319518,014,centroid
320317421,014,centroid
320311016,015,centroid
320311043,015,centroid
320311010,015,centroid
320312040,015,centroid
320312013,015,centroid
320311009,015,centroid
320319406,014,centroid
320319408,014,centroid
320317413,014,centroid
320317417,014,centroid
320316301,013,centroid
320316308,013,centroid
320316314,013,centroid
320316303,013,centroid
320316306,013,centroid
320316112,013,centroid
320319301,014,centroid
320314021,014,centroid
320314011,015,centroid
320314010,015,centroid
320314008,015,centroid
320317510,015,centroid
320311053,015,centroid
320318500,015,centroid
320311040,015,centroid
320318501,015,centroid
320318237,016,centroid
320318238,016,centroid
320318271,016,centroid
320318207,016,centroid
320317424,014,centroid
320319537,016,centroid
320319114,015,centroid
320319231,016,centroid
320319230,016,centroid
320317558,015,centroid
320317566,015,centroid
320319305,015,centroid
320316309,014,centroid
320316315,014,centroid
320319400,016,centroid
320311018,013,centroid
320311000,013,centroid
320311026,015,centroid
320311032,015,centroid
320311038,015,centroid
320311013,015,centroid
320311049,015,centroid
320311048,015,centroid
320311050,015,centroid
320313012,013,centroid
320313007,013,centroid
320313004,013,centroid
320312005,013,centroid
320313002,013,centroid
320316107,013,centroid
320318225,016,centroid
320318200,016,centroid
320319207,013,centroid
320312023,016,centroid
320319238,016,centroid
320314037,014,centroid
320314024,014,centroid
320318202,016,centroid
320317309,013,centroid
320315022,015,centroid
320315024,015,centroid
320312057,016,centroid
320312059,016,centroid
320315007,015,centroid
