district_id,unit_count,share_of_units
001,365,0.0060004274
002,1140,0.0187410610
003,1310,0.0215357806
004,1209,0.0198753884
005,1116,0.0183465124
006,1262,0.0207466833
007,887,0.0145818606
008,744,0.0122310082
009,544,0.0089431028
010,1268,0.0208453205
011,250,0.0041098818
012,894,0.0146969373
013,1892,0.0311035855
014,11758,0.1932959608
015,1774,0.0291637213
016,2899,0.0476581894
017,10556,0.1735356491
018,919,0.0151079255
019,16581,0.2725838005
020,2476,0.0407042693
021,985,0.0161929343
