blkidfp00,district_id,assign_method
320019503003013,038,centroid
320019503005017,038,centroid
320019503005019,038,centroid
320019503004013,038,centroid
320019503003017,038,centroid
320019503006026,038,centroid
320019502002058,038,centroid
320019503003023,038,centroid
320019503003024,038,centroid
320019503007007,038,centroid
320019503005032,038,centroid
320019503007055,038,centroid
320019503002014,038,centroid
320019502003036,038,centroid
320019501002038,038,centroid
320019506001046,038,centroid
320019506001050,038,centroid
320019506001026,038,centroid
320019501001563,038,centroid
320019501001586,038,centroid
320019501001014,038,centroid
320019501001546,038,centroid
320019501001540,038,centroid
320019505002070,038,centroid
320019506002029,038,centroid
320019501002196,038,centroid
320019505001086,038,centroid
320019505002044,038,centroid
320019505001083,038,centroid
320019505001090,038,centroid
320019503006015,038,centroid
320019503006011,038,centroid
320019503007029,038,centroid
320019501002028,038,centroid
320019502002095,038,centroid
320019505001012,038,centroid
320019502003221,038,centroid
320019501002078,038,centroid
320019502003242,038,centroid
320019502003241,038,centroid
320019502003240,038,centroid
320019502003231,038,centroid
320019501002101,038,centroid
320019502003224,038,centroid
320019501002187,038,centroid
320019501002118,038,centroid
320019506001190,038,centroid
320019506001030,038,centroid
320019506001218,038,centroid
320019506001022,038,centroid
320019506001217,038,centroid
320019501001008,038,centroid
320019501001005,038,centroid
320019501001006,038,centroid
320019501001544,038,centroid
320019501001543,038,centroid
320019501001461,038,centroid
320019501001242,038,centroid
320019501001592,038,centroid
320019501001587,038,centroid
320019501001411,038,centroid
320019501001187,038,centroid
320019501001199,038,centroid
320019502002034,038,centroid
320019505002046,038,centroid
320019506001152,038,centroid
320019506001151,038,centroid
320019505001060,038,centroid
320019506002035,038,centroid
320019505001065,038,centroid
320019505002050,038,centroid
320019505001085,038,centroid
320019505001040,038,centroid
320019506001135,038,centroid
320019506001137,038,centroid
320019503006048,038,centroid
320019502002086,038,centroid
320019505001047,038,centroid
320019506001204,038,centroid
320019502001014,038,centroid
320019502001003,038,centroid
320019502003018,038,centroid
320019502003108,038,centroid
320019502003050,038,centroid
320019506001092,038,centroid
320019506001101,038,centroid
320019506001102,038,centroid
320019506002001,038,centroid
320019506002002,038,centroid
320019506002000,038,centroid
320019506001044,038,centroid
320019506001074,038,centroid
320019501001405,038,centroid
320019506001039,038,centroid
320019505002995,038,centroid
320019505002048,038,centroid
320019505001084,038,centroid
320019503006027,038,centroid
320019503006006,038,centroid
320019503006008,038,centroid
320019502002035,038,centroid
320019502002010,038,centroid
320019503007058,038,centroid
320019503007054,038,centroid
320019503006004,038,centroid
320019502002051,038,centroid
320019502002002,038,centroid
320019506001216,038,centroid
320019506001157,038,centroid
320019506001184,038,centroid
320019506001181,038,centroid
320019506002019,038,centroid
320019506001200,038,centroid
320019502003019,038,centroid
320019502003047,038,centroid
320019502003189,038,centroid
320019503007032,038,centroid
320019503007031,038,centroid
320019503007003,038,centroid
320019503004029,038,centroid
320019505002078,038,centroid
320019501002201,038,centroid
320019502003228,038,centroid
320019506001010,038,centroid
320019506001008,038,centroid
320019506001011,038,centroid
320019506001078,038,centroid
320019502003074,038,centroid
320019503006051,038,centroid
320019506001215,038,centroid
320019502003102,038,centroid
320019502003154,038,centroid
320019505002992,038,centroid
320019505001008,038,centroid
320019505001993,038,centroid
320019505002049,038,centroid
320019506001016,038,centroid
320019506001020,038,centroid
320019506001021,038,centroid
320019501001570,038,centroid
320019501001568,038,centroid
320019501001561,038,centroid
320019506001049,038,centroid
320019506001999,038,centroid
320019506001087,038,centroid
320019501001577,038,centroid
320019506001998,038,centroid
320019501001581,038,centroid
320019506001042,038,centroid
320019501002046,038,centroid
320019502003076,038,centroid
320019502003078,038,centroid
320019506001171,038,centroid
320019502003073,038,centroid
320019506001136,038,centroid
320019502003214,038,centroid
320019502003225,038,centroid
320019502003230,038,centroid
320019501002158,038,centroid
320019501002161,038,centroid
320019501002162,038,centroid
320019501001249,038,centroid
320019501001257,038,centroid
320019501001247,038,centroid
320019501001240,038,centroid
320019501001599,038,centroid
320019501001531,038,centroid
320019501001407,038,centroid
320019501001311,038,centroid
320019501001982,038,centroid
320019501001197,038,centroid
320019501001412,038,centroid
320019501001605,038,centroid
320019501001536,038,centroid
320019505002057,038,centroid
320019505001022,038,centroid
320019505001026,038,centroid
320019506001199,038,centroid
320019501002030,038,centroid
320019502003069,038,centroid
320019502003092,038,centroid
320019502003090,038,centroid
320019506002058,038,centroid
320019505002091,038,centroid
320019503002002,038,centroid
320019503006009,038,centroid
320019501002015,038,centroid
320019503006018,038,centroid
320019503001001,038,centroid
320019503001003,038,centroid
320019503001002,038,centroid
320019506001164,038,centroid
320019502002081,038,centroid
320019502003008,038,centroid
320019501002198,038,centroid
320019502003072,038,centroid
320019502003009,038,centroid
320019502001012,038,centroid
320019502001092,038,centroid
320019502003055,038,centroid
320019505002088,038,centroid
320019506002049,038,centroid
320019506002066,038,centroid
320019505002086,038,centroid
320019501001173,038,centroid
320019501001993,038,centroid
320019501001585,038,centroid
320019501001537,038,centroid
320019501001234,038,centroid
320019501001235,038,centroid
320019501001182,038,centroid
320019501001203,038,centroid
320019503007059,038,centroid
320019503007057,038,centroid
320019503006042,038,centroid
320019501001507,038,centroid
320019501002027,038,centroid
320019501002211,038,centroid
320019502003105,038,centroid
320019502003106,038,centroid
320019505001044,038,centroid
320019505002043,038,centroid
320019505001994,038,centroid
320019506002050,038,centroid
320019502003041,038,centroid
320019502003040,038,centroid
320019502001000,038,centroid
320019502001007,038,centroid
