blkidfp00,district_id,assign_method
320019503003013,017,centroid
320019503005017,017,centroid
320019503005019,017,centroid
320019503004013,017,centroid
320019503003017,017,centroid
320019503006026,017,centroid
320019502002058,017,centroid
320019503003023,017,centroid
320019503003024,017,centroid
320019503007007,017,centroid
320019503005032,017,centroid
320019503007055,017,centroid
320019503002014,017,centroid
320019502003036,017,centroid
320019501002038,017,centroid
320019506001046,017,centroid
320019506001050,017,centroid
320019506001026,017,centroid
320019501001563,017,centroid
320019501001586,017,centroid
320019501001014,017,centroid
320019501001546,017,centroid
320019501001540,017,centroid
320019505002070,017,centroid
320019506002029,017,centroid
320019501002196,017,centroid
320019505001086,017,centroid
320019505002044,017,centroid
320019505001083,017,centroid
320019505001090,017,centroid
320019503006015,017,centroid
320019503006011,017,centroid
320019503007029,017,centroid
320019501002028,017,centroid
320019502002095,017,centroid
320019505001012,017,centroid
320019502003221,017,centroid
320019501002078,017,centroid
320019502003242,017,centroid
320019502003241,017,centroid
320019502003240,017,centroid
320019502003231,017,centroid
320019501002101,017,centroid
320019502003224,017,centroid
320019501002187,017,centroid
320019501002118,017,centroid
320019506001190,017,centroid
320019506001030,017,centroid
320019506001218,017,centroid
320019506001022,017,centroid
320019506001217,017,centroid
320019501001008,017,centroid
320019501001005,017,centroid
320019501001006,017,centroid
320019501001544,017,centroid
320019501001543,017,centroid
320019501001461,017,centroid
320019501001242,017,centroid
320019501001592,017,centroid
320019501001587,017,centroid
320019501001411,017,centroid
320019501001187,017,centroid
320019501001199,017,centroid
320019502002034,017,centroid
320019505002046,017,centroid
320019506001152,017,centroid
320019506001151,017,centroid
320019505001060,017,centroid
320019506002035,017,centroid
320019505001065,017,centroid
320019505002050,017,centroid
320019505001085,017,centroid
320019505001040,017,centroid
320019506001135,017,centroid
320019506001137,017,centroid
320019503006048,017,centroid
320019502002086,017,centroid
320019505001047,017,centroid
320019506001204,017,centroid
320019502001014,017,centroid
320019502001003,017,centroid
320019502003018,017,centroid
320019502003108,017,centroid
320019502003050,017,centroid
320019506001092,017,centroid
320019506001101,017,centroid
320019506001102,017,centroid
320019506002001,017,centroid
320019506002002,017,centroid
320019506002000,017,centroid
320019506001044,017,centroid
320019506001074,017,centroid
320019501001405,017,centroid
320019506001039,017,centroid
320019505002995,017,centroid
320019505002048,017,centroid
320019505001084,017,centroid
320019503006027,017,centroid
320019503006006,017,centroid
320019503006008,017,centroid
320019502002035,017,centroid
320019502002010,017,centroid
320019503007058,017,centroid
320019503007054,017,centroid
320019503006004,017,centroid
320019502002051,017,centroid
320019502002002,017,centroid
320019506001216,017,centroid
320019506001157,017,centroid
320019506001184,017,centroid
320019506001181,017,centroid
320019506002019,017,centroid
320019506001200,017,centroid
320019502003019,017,centroid
320019502003047,017,centroid
320019502003189,017,centroid
320019503007032,017,centroid
320019503007031,017,centroid
320019503007003,017,centroid
320019503004029,017,centroid
320019505002078,017,centroid
320019501002201,017,centroid
320019502003228,017,centroid
320019506001010,017,centroid
320019506001008,017,centroid
320019506001011,017,centroid
320019506001078,017,centroid
320019502003074,017,centroid
320019503006051,017,centroid
320019506001215,017,centroid
320019502003102,017,centroid
320019502003154,017,centroid
320019505002992,017,centroid
320019505001008,017,centroid
320019505001993,017,centroid
320019505002049,017,centroid
320019506001016,017,centroid
320019506001020,017,centroid
320019506001021,017,centroid
320019501001570,017,centroid
320019501001568,017,centroid
320019501001561,017,centroid
320019506001049,017,centroid
320019506001999,017,centroid
320019506001087,017,centroid
320019501001577,017,centroid
320019506001998,017,centroid
320019501001581,017,centroid
320019506001042,017,centroid
320019501002046,017,centroid
320019502003076,017,centroid
320019502003078,017,centroid
320019506001171,017,centroid
320019502003073,017,centroid
320019506001136,017,centroid
320019502003214,017,centroid
320019502003225,017,centroid
320019502003230,017,centroid
320019501002158,017,centroid
320019501002161,017,centroid
320019501002162,017,centroid
320019501001249,017,centroid
320019501001257,017,centroid
320019501001247,017,centroid
320019501001240,017,centroid
320019501001599,017,centroid
320019501001531,017,centroid
320019501001407,017,centroid
320019501001311,017,centroid
320019501001982,017,centroid
320019501001197,017,centroid
320019501001412,017,centroid
320019501001605,017,centroid
320019501001536,017,centroid
320019505002057,017,centroid
320019505001022,017,centroid
320019505001026,017,centroid
320019506001199,017,centroid
320019501002030,017,centroid
320019502003069,017,centroid
320019502003092,017,centroid
320019502003090,017,centroid
320019506002058,017,centroid
320019505002091,017,centroid
320019503002002,017,centroid
320019503006009,017,centroid
320019501002015,017,centroid
320019503006018,017,centroid
320019503001001,017,centroid
320019503001003,017,centroid
320019503001002,017,centroid
320019506001164,017,centroid
320019502002081,017,centroid
320019502003008,017,centroid
320019501002198,017,centroid
320019502003072,017,centroid
320019502003009,017,centroid
320019502001012,017,centroid
320019502001092,017,centroid
320019502003055,017,centroid
320019505002088,017,centroid
320019506002049,017,centroid
320019506002066,017,centroid
320019505002086,017,centroid
320019501001173,017,centroid
320019501001993,017,centroid
320019501001585,017,centroid
320019501001537,017,centroid
320019501001234,017,centroid
320019501001235,017,centroid
320019501001182,017,centroid
320019501001203,017,centroid
320019503007059,017,centroid
320019503007057,017,centroid
320019503006042,017,centroid
320019501001507,017,centroid
320019501002027,017,centroid
320019501002211,017,centroid
320019502003105,017,centroid
320019502003106,017,centroid
320019505001044,017,centroid
320019505002043,017,centroid
320019505001994,017,centroid
320019506002050,017,centroid
320019502003041,017,centroid
320019502003040,017,centroid
320019502001000,017,centroid
320019502001007,017,centroid
320019502001083,017,centroid
320019502001084,017,centroid
320019502003217,017,centroid
320019503006020,017,centroid
320019502003232,017,centroid
320019506001038,017,centroid
320019506001063,017,centroid
320019506001007,017,centroid
320019501001352,017,centroid
320019501001548,017,centroid
320019501001254,017,centroid
320019501001243,017,centroid
320019501001192,017,centroid
320019501001527,017,centroid
320019501001532,017,centroid
320019501001983,017,centroid
320019501001313,017,centroid
320019501001990,017,centroid
320019502003103,017,centroid
320019505001074,017,centroid
320019505002994,017,centroid
320019505002993,017,centroid
320019505002026,017,centroid
320019505001087,017,centroid
320019505001011,017,centroid
320019505001029,017,centroid
320019505001027,017,centroid
320019505002081,017,centroid
320019402001031,017,centroid
320019402001029,017,centroid
320019505001017,017,centroid
320019502003044,017,centroid
320019502001190,017,centroid
320019502003147,017,centroid
320019501002098,017,centroid
320019501002077,017,centroid
320019502003243,017,centroid
320019502003235,017,centroid
320019502003234,017,centroid
320019501002184,017,centroid
320019501002149,017,centroid
320019502003222,017,centroid
320019501002081,017,centroid
320019501002097,017,centroid
320019501002106,017,centroid
320019506001079,017,centroid
320019506001084,017,centroid
320019506001108,017,centroid
320019501001996,017,centroid
320019501001416,017,centroid
320019506001035,017,centroid
320019506001060,017,centroid
320019506001070,017,centroid
320019506001068,017,centroid
320019505002056,017,centroid
320019502003081,017,centroid
320019505002087,017,centroid
320019503007062,017,centroid
320019505001031,017,centroid
320019505001036,017,centroid
320019505001069,017,centroid
320019505001068,017,centroid
320019505001997,017,centroid
320019503006016,017,centroid
320019502001195,017,centroid
320019506001041,017,centroid
320019506001029,017,centroid
320019506001062,017,centroid
320019506001066,017,centroid
320019506001052,017,centroid
320019501002171,017,centroid
320019501002172,017,centroid
320019402001014,017,centroid
320019501002155,017,centroid
320019506001143,017,centroid
320019506001155,017,centroid
320019506001209,017,centroid
320019503001025,017,centroid
320019506002076,017,centroid
320019506001191,017,centroid
320019502002029,017,centroid
320019501001530,017,centroid
320019501001238,017,centroid
320019501001207,017,centroid
320019501001205,017,centroid
320019501001208,017,centroid
320019501001178,017,centroid
320019501001213,017,centroid
320019501001355,017,centroid
320019501001343,017,centroid
320019501001373,017,centroid
320019501001391,017,centroid
320019501001303,017,centroid
320019402001023,017,centroid
320019402001024,017,centroid
320019505001033,017,centroid
320019505001018,017,centroid
320019501001482,017,centroid
320019505001061,017,centroid
320019501002110,017,centroid
320019505002100,017,centroid
320019505002105,017,centroid
320019505002124,017,centroid
320019505002110,017,centroid
320019505001049,017,centroid
320019505002106,017,centroid
320019506002084,017,centroid
320019503001054,017,centroid
320019503002012,017,centroid
320019503003006,017,centroid
320019503003004,017,centroid
320019503005002,017,centroid
320019501002112,017,centroid
320019501002116,017,centroid
320019501002137,017,centroid
320019501002125,017,centroid
320019501002178,017,centroid
320019505002016,017,centroid
320019501001206,017,centroid
320019501001215,017,centroid
320019501001364,017,centroid
320019501001377,017,centroid
320019501001376,017,centroid
320019501001229,017,centroid
320019501001384,017,centroid
320019501001402,017,centroid
320019501001367,017,centroid
320019501001978,017,centroid
320019502002030,017,centroid
320019506002055,017,centroid
320019506002026,017,centroid
320019503007018,017,centroid
320019503001048,017,centroid
320019503007051,017,centroid
320019503006047,017,centroid
320019402001019,017,centroid
320019402001028,017,centroid
320019402001027,017,centroid
320019505001024,017,centroid
320019503006002,017,centroid
320019506001116,017,centroid
320019503007064,017,centroid
320019501002148,017,centroid
320019501002151,017,centroid
320019501002190,017,centroid
320019501002139,017,centroid
320019501002146,017,centroid
320019501002070,017,centroid
320019501002091,017,centroid
320019501002024,017,centroid
320019402001010,017,centroid
320019506001077,017,centroid
320019501001196,017,centroid
320019501001185,017,centroid
320019501001171,017,centroid
320019501001170,017,centroid
320019501001168,017,centroid
320019501001153,017,centroid
320019501001159,017,centroid
320019501001177,017,centroid
320019505001023,017,centroid
320019505001028,017,centroid
320019506001121,017,centroid
320019501001485,017,centroid
320019501001484,017,centroid
320019505002117,017,centroid
320019505001051,017,centroid
320019502002063,017,centroid
320019505002990,017,centroid
320019505002112,017,centroid
320019505002116,017,centroid
320019501001516,017,centroid
320019501001470,017,centroid
320019502002023,017,centroid
320019501001508,017,centroid
320019501002067,017,centroid
320019501001506,017,centroid
320019505001053,017,centroid
320019501001491,017,centroid
320019506001194,017,centroid
