district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,79405,20957,58408,29947,15269,178,6942,695,1882,1182,541,1670,145,844,8616,16598,58213,13054,45133,23903,11641,130,6087,470,1005,533,537,767,148,775,6839,12319
2,68361,10268,58059,39840,4726,66,8825,803,975,803,501,1581,12,576,10402,5542,53973,7126,46821,33075,3676,81,7250,626,630,452,363,733,7,445,7976,4135
3,64618,24278,40341,24145,10615,127,2481,316,948,750,245,721,101,474,3201,11479,48622,15603,33028,21308,7724,111,1949,237,589,448,228,454,61,401,2390,8234
4,77468,18295,59104,37803,10693,328,4971,287,1395,1299,590,1631,113,1059,6596,12097,59163,11672,47483,32082,7941,299,4106,264,798,591,406,908,25,788,5047,8552
5,69815,13434,56390,32327,9270,374,9466,225,1052,1563,235,1808,32,652,11269,10868,56353,9540,46816,27877,7216,263,8186,195,791,872,226,1089,33,533,9285,8121
6,58094,29274,28806,6775,16720,633,1686,384,921,1222,332,67,99,1057,1750,18075,39094,17018,22061,5723,12435,493,1489,192,570,706,312,65,101,891,1549,13273
7,67929,26419,41489,15933,18331,166,2812,1157,861,894,518,410,316,1015,3215,19536,48590,16439,32130,14074,12840,113,2477,655,620,543,274,229,243,630,2702,13626
8,72755,12292,60469,22965,9620,155,21005,946,1842,1887,275,1808,60,493,22811,11566,55798,8841,46970,19818,6687,158,16442,807,1135,731,259,883,63,482,17318,7485
9,70857,10467,60403,30713,8203,412,15213,755,1493,1869,242,1498,26,682,16708,10099,54486,7620,46878,25060,5985,375,12435,714,671,720,202,733,8,589,13154,6715
10,63185,22719,40475,22530,9000,361,4934,224,1301,902,420,573,149,919,5536,10046,47004,13532,33496,20155,6498,179,4072,191,819,635,341,469,75,586,4564,7198
11,52317,30146,22203,9516,7768,227,2670,216,252,888,325,283,129,685,2956,8748,36488,17638,18876,8833,6535,199,1917,189,119,456,302,262,113,626,2179,7074
12,66474,27483,38942,23688,5910,44,6201,35,910,660,215,1099,130,388,7291,6703,49770,17471,32261,19887,4797,42,5438,46,511,402,211,820,98,349,6250,5298
13,76826,13674,63179,44909,7498,107,5001,671,1212,1231,414,2060,139,657,7056,8875,58317,9160,49135,36022,5784,102,3948,475,611,855,298,946,133,512,4899,6792
14,58154,31800,26221,14422,6795,114,2246,266,937,709,157,301,236,509,2605,7693,39411,17951,21429,12659,5025,76,1971,139,479,376,144,279,238,462,2313,5585
15,52972,17088,35848,17129,9974,115,5059,583,780,1346,264,566,132,513,5557,11465,42656,10955,31668,15967,8295,108,4728,557,516,742,237,522,115,461,5170,9165
16,66469,16758,49681,25905,10302,125,7937,878,1281,1767,624,749,49,808,8673,12131,52767,11054,41691,23838,7604,93,6803,615,847,699,598,514,42,742,7319,8360
17,76343,24093,52333,22269,19798,208,5075,489,2035,956,186,1055,145,534,6134,20892,54420,15066,39419,18172,13895,189,4250,414,1186,520,188,441,97,481,4695,14493
18,60896,23520,37397,18969,8755,111,5647,136,761,1299,257,917,488,890,6571,10580,45810,14846,30960,17324,6420,100,4528,135,579,722,181,599,322,634,5131,7501
19,73227,13396,59823,51219,2728,269,2115,279,723,1210,450,858,16,735,2967,3958,56904,8360,48540,42533,2147,192,1824,275,413,442,280,453,13,485,2265,2610
20,63557,24099,39606,23957,7387,355,4170,445,919,984,344,905,129,824,5080,8543,47831,14635,33237,22087,5408,287,3363,319,406,365,309,509,136,729,3876,5964
21,71909,13396,58522,39922,4745,538,6975,824,1588,1371,365,2166,9,900,9127,6118,56834,9048,47780,33805,3750,344,6181,473,934,510,348,1350,18,700,7501,4283
22,78280,13876,64403,49679,3468,407,5940,330,1186,935,438,1861,54,899,7818,4455,61411,8555,52858,42228,2948,242,4892,324,571,480,322,737,55,621,5646,3469
23,74763,8385,66389,51362,3156,208,7662,283,1047,608,543,1438,24,770,9113,3801,61706,6168,55552,44177,2743,190,5905,263,544,429,479,742,25,692,6655,3199
24,62426,18605,43825,34627,2525,719,3108,459,386,503,492,952,8,1226,4043,3067,50453,11174,39270,31551,2217,607,2701,346,307,294,471,756,15,1105,3456,2529
25,66685,10851,55831,46923,1675,497,3776,175,797,474,444,1115,5,932,4879,2123,53336,6638,46714,39647,1423,432,3330,182,486,169,343,685,4,764,4010,1591
26,72891,9027,63857,54503,1166,252,4246,465,263,678,665,1564,65,986,5811,1920,57861,5641,52211,45540,1060,204,2940,437,187,540,500,786,23,728,3735,1628
27,70185,20657,49485,40740,1753,300,2589,247,804,1245,861,927,25,1198,3507,3040,53437,11969,41447,34737,1663,288,2292,176,452,466,703,575,28,1031,2861,2208
28,57304,31991,25327,11255,10110,309,1328,278,503,586,374,283,303,988,1615,10996,37003,17631,19382,9816,6703,94,1205,255,295,301,326,200,181,602,1406,7185
29,72806,14472,58349,38963,8248,433,6296,594,771,1289,545,1205,129,1077,7479,9611,56367,9957,46437,31948,6321,342,5305,249,528,691,409,607,135,862,5906,7093
30,60829,21629,39220,30145,1994,250,3438,801,501,483,877,748,23,1145,4204,2460,46879,13806,33057,26713,1445,218,2631,354,308,140,787,473,17,1013,3111,1608
31,72588,13761,58836,50871,924,326,3594,597,339,633,820,664,29,1176,4268,1606,55528,9393,46159,40767,712,289,2776,384,152,161,555,337,20,867,3125,865
32,72725,15652,57093,48619,1311,2528,1398,227,587,496,1060,786,33,3616,2189,1842,54316,9826,44497,39206,802,1961,1021,137,266,253,609,250,13,2582,1260,1041
33,73091,15253,57832,51483,1153,2168,686,85,113,379,1221,469,38,3436,1155,1569,54647,8852,45790,41023,989,1685,531,81,63,190,958,201,46,2698,728,1225
34,68533,23789,44759,29607,5970,103,5266,516,743,1055,195,1240,68,367,6503,7089,50855,13842,37026,25350,4809,79,4573,440,533,245,219,728,53,351,5298,5105
35,76263,12686,63566,35654,6348,138,14950,843,2293,1178,351,1709,53,543,16662,7581,56842,8348,48482,28054,4826,150,11889,502,1441,381,215,958,51,416,12852,5256
36,84820,13382,71424,54716,5471,502,4943,877,861,1635,775,1465,128,1397,6420,7237,66792,8853,57934,45482,4537,469,4062,738,408,784,644,723,33,1138,4795,5341
37,72415,12932,59503,42217,7292,206,5135,523,1381,899,343,1244,206,746,6385,8389,60763,9275,51479,37795,5558,214,4517,478,899,625,282,934,135,635,5447,6329
38,72294,11654,60668,52309,1276,2188,1030,61,511,832,1564,903,25,3778,1935,2133,56291,7654,48666,42282,1163,1742,943,66,297,471,1252,497,9,3014,1436,1640
