district,CVAP_TOT24
1,56869
2,53616
3,48717
4,59375
5,56686
6,39141
7,48612
8,55208
9,54640
10,47233
11,36466
12,49975
13,57539
14,39165
15,42831
16,53017
17,54818
18,45683
19,57182
20,47754
21,56176
22,61706
23,62191
24,50341
25,53064
26,57926
27,54182
28,36534
29,56190
30,46662
31,55542
32,54094
33,54554
34,50919
35,57157
36,68353
37,60704
38,56262
39,59456
40,56138
41,57507
42,53357
