2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Clark,3759 - LAS,"Supreme Court Justice, Seat G",None Of These Candidates,192
Clark,3759 - LAS,"Supreme Court Justice, Seat C",None Of These Candidates,196
Clark,3759 - LAS,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",221
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",269
Clark,3759 - LAS,CLARK COUNTY QUESTION NO. 2,Yes,286
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",343
Clark,3759 - LAS,COUNTY COMMISSION DISTRICT C,"Lake, Craig O.",349
Clark,3759 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Clinton, James",350
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",355
Clark,3759 - LAS,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",392
Clark,3759 - LAS,"District Court Judge, District 8, Department 14","Escobar, Adriana",401
Clark,3759 - LAS,"U.S. Representative in Congress, District 4","Horsford, Steven A.",403
Clark,3759 - LAS,"District Court Judge, District 8, Department 14","Davidson, Michael D.",406
Clark,3759 - LAS,"State Senate, District 6","Yerushalmi, Benny",409
Clark,3759 - LAS,United States Senator,"Berkley, Shelley",411
Clark,3759 - LAS,"District Court Judge, District 8, Department 20","Tao, Jerry",413
Clark,3759 - LAS,President and Vice President of the United States,"Obama, Barack",449
Clark,3759 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Tew, Patrice",452
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",460
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",460
Clark,3759 - LAS,State Question No. 1,No,468
Clark,3759 - LAS,"State Assembly, District 37","Conklin, Marcus",473
Clark,3759 - LAS,"State Assembly, District 37","Duncan, Wesley",487
Clark,3759 - LAS,State Question No. 1,Yes,492
Clark,3759 - LAS,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",495
Clark,3759 - LAS,United States Senator,"Heller, Dean",500
Clark,3759 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",524
Clark,3759 - LAS,President and Vice President of the United States,"Romney, Mitt",531
Clark,3759 - LAS,"State Senate, District 6","Hutchison, Mark",554
Clark,3759 - LAS,COUNTY COMMISSION DISTRICT C,"Brown, Larry",588
Clark,3759 - LAS,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",658
Clark,3759 - LAS,"Supreme Court Justice, Seat C","Cherry, Michael A.",678
Clark,3759 - LAS,"Supreme Court Justice, Seat G","Saitta, Nancy M.",689
Clark,3759 - LAS,"Supreme Court Justice, Seat F","Douglas, Michael L.",693
Clark,3759 - LAS,CLARK COUNTY QUESTION NO. 2,No,698
Clark,3760 - LAS,President and Vice President of the United States,"GOODE, VIRGIL",5
Clark,3760 - LAS,President and Vice President of the United States,None Of These Candidates,6
Clark,3760 - LAS,President and Vice President of the United States,"JOHNSON, GARY",13
Clark,3760 - LAS,COUNTY COMMISSION DISTRICT C,"Barnhill, Brad Lee",33
Clark,3760 - LAS,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",35
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Peyton, Troy E.",40
Clark,3760 - LAS,United States Senator,None Of These Candidates,45
Clark,3760 - LAS,United States Senator,"VANDERBEEK, DAVID LORY",51
Clark,3760 - LAS,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",52
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Gale, Bruce L.",57
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",57
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Kelley, Robert A.",59
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Watkins, John G.",64
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",103
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Lee, Chris",105
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",117
Clark,3760 - LAS,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",129
Clark,3760 - LAS,"District Court Judge, District 8, Department  5","Jefferson, Phung",154
Clark,3760 - LAS,"Supreme Court Justice, Seat G",None Of These Candidates,239
Clark,3760 - LAS,"Supreme Court Justice, Seat F",None Of These Candidates,240
Clark,3760 - LAS,"Supreme Court Justice, Seat C",None Of These Candidates,246
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",272
Clark,3760 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Clinton, James",317
Clark,3760 - LAS,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",318
Clark,3760 - LAS,CLARK COUNTY QUESTION NO. 2,Yes,321
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",326
Clark,3760 - LAS,COUNTY COMMISSION DISTRICT C,"Lake, Craig O.",330
Clark,3760 - LAS,"District Court Judge, District 8, Department 14","Davidson, Michael D.",358
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",361
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",366
Clark,3760 - LAS,State Question No. 1,No,379
Clark,3760 - LAS,"District Court Judge, District 8, Department 14","Escobar, Adriana",387
Clark,3760 - LAS,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",388
Clark,3760 - LAS,"State Assembly, District 37","Duncan, Wesley",403
Clark,3760 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Tew, Patrice",410
Clark,3760 - LAS,United States Senator,"Heller, Dean",411
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",415
Clark,3760 - LAS,President and Vice President of the United States,"Romney, Mitt",415
Clark,3760 - LAS,"District Court Judge, District 8, Department 20","Tao, Jerry",420
Clark,3760 - LAS,United States Senator,"Berkley, Shelley",442
Clark,3760 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",449
Clark,3760 - LAS,"State Senate, District 6","Yerushalmi, Benny",450
Clark,3760 - LAS,"U.S. Representative in Congress, District 4","Horsford, Steven A.",453
Clark,3760 - LAS,"State Senate, District 6","Hutchison, Mark",464
Clark,3760 - LAS,"State Assembly, District 37","Conklin, Marcus",502
Clark,3760 - LAS,State Question No. 1,Yes,527
Clark,3760 - LAS,President and Vice President of the United States,"Obama, Barack",530
Clark,3760 - LAS,COUNTY COMMISSION DISTRICT C,"Brown, Larry",541
Clark,3760 - LAS,"Supreme Court Justice, Seat C","Cherry, Michael A.",578
Clark,3760 - LAS,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",582
Clark,3760 - LAS,"Supreme Court Justice, Seat G","Saitta, Nancy M.",590
Clark,3760 - LAS,"Supreme Court Justice, Seat F","Douglas, Michael L.",592
Clark,3760 - LAS,CLARK COUNTY QUESTION NO. 2,No,602
Clark,3761 - LAS,President and Vice President of the United States,"GOODE, VIRGIL",1
Clark,3761 - LAS,President and Vice President of the United States,"JOHNSON, GARY",4
Clark,3761 - LAS,President and Vice President of the United States,None Of These Candidates,7
Clark,3761 - LAS,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",9
Clark,3761 - LAS,"U.S. Representative in Congress, District 1","Vaughan, Stan",13
Clark,3761 - LAS,COUNTY COMMISSION DISTRICT C,"Barnhill, Brad Lee",20
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Peyton, Troy E.",25
Clark,3761 - LAS,United States Senator,None Of These Candidates,25
Clark,3761 - LAS,United States Senator,"VANDERBEEK, DAVID LORY",35
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",37
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Gale, Bruce L.",38
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Kelley, Robert A.",45
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Watkins, John G.",47
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",62
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Lee, Chris",78
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",83
Clark,3761 - LAS,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",94
Clark,3761 - LAS,"District Court Judge, District 8, Department  5","Jefferson, Phung",105
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",159
Clark,3761 - LAS,"Supreme Court Justice, Seat G",None Of These Candidates,161
Clark,3761 - LAS,"Supreme Court Justice, Seat F",None Of These Candidates,163
Clark,3761 - LAS,"Supreme Court Justice, Seat C",None Of These Candidates,167
Clark,3761 - LAS,COUNTY COMMISSION DISTRICT C,"Lake, Craig O.",177
Clark,3761 - LAS,"U.S. Representative in Congress, District 1","Edwards, Chris",219
Clark,3761 - LAS,CLARK COUNTY QUESTION NO. 2,Yes,221
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",228
Clark,3761 - LAS,United States Senator,"Heller, Dean",235
Clark,3761 - LAS,"State Board of Education, District 1","Darby, Forrest",239
Clark,3761 - LAS,"State Assembly, District 34","Harrington, Clark",243
Clark,3761 - LAS,"District Court Judge, District 8, Department 20","Tao, Jerry",245
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",246
Clark,3761 - LAS,President and Vice President of the United States,"Romney, Mitt",250
Clark,3761 - LAS,"District Court Judge, District 8, Department 14","Davidson, Michael D.",251
Clark,3761 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Clinton, James",252
Clark,3761 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Tew, Patrice",252
Clark,3761 - LAS,"State Board of Education, District 1","Gonzales-Black, Alexis",253
Clark,3761 - LAS,"District Court Judge, District 8, Department 14","Escobar, Adriana",257
Clark,3761 - LAS,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",263
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",264
Clark,3761 - LAS,"State Senate, District 6","Hutchison, Mark",266
Clark,3761 - LAS,State Question No. 1,No,276
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",291
Clark,3761 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",344
Clark,3761 - LAS,State Question No. 1,Yes,361
Clark,3761 - LAS,"State Senate, District 6","Yerushalmi, Benny",382
Clark,3761 - LAS,United States Senator,"Berkley, Shelley",387
Clark,3761 - LAS,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",389
Clark,3761 - LAS,"State Assembly, District 34","Horne, William C.",398
Clark,3761 - LAS,"Supreme Court Justice, Seat C","Cherry, Michael A.",411
Clark,3761 - LAS,"Supreme Court Justice, Seat F","Douglas, Michael L.",412
Clark,3761 - LAS,"U.S. Representative in Congress, District 1","Titus, Dina",416
Clark,3761 - LAS,"Supreme Court Justice, Seat G","Saitta, Nancy M.",423
Clark,3761 - LAS,President and Vice President of the United States,"Obama, Barack",429
Clark,3761 - LAS,CLARK COUNTY QUESTION NO. 2,No,435
Clark,3761 - LAS,COUNTY COMMISSION DISTRICT C,"Brown, Larry",442
Clark,3762 - LAS,President and Vice President of the United States,"GOODE, VIRGIL",1
Clark,3762 - LAS,President and Vice President of the United States,None Of These Candidates,1
Clark,3762 - LAS,President and Vice President of the United States,"JOHNSON, GARY",6
Clark,3762 - LAS,"U.S. Representative in Congress, District 1","Vaughan, Stan",13
Clark,3762 - LAS,COUNTY COMMISSION DISTRICT C,"Barnhill, Brad Lee",21
Clark,3762 - LAS,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",21
Clark,3762 - LAS,United States Senator,None Of These Candidates,26
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Peyton, Troy E.",29
Clark,3762 - LAS,United States Senator,"VANDERBEEK, DAVID LORY",37
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Watkins, John G.",39
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Gale, Bruce L.",49
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Kelley, Robert A.",55
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",57
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",70
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",75
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",78
Clark,3762 - LAS,"District Court Judge, District 8, Department  4","Lee, Chris",91
Clark,3762 - LAS,"District Court Judge, District 8, Department  5","Jefferson, Phung",150
Clark,3762 - LAS,"Supreme Court Justice, Seat G",None Of These Candidates,189
Clark,3762 - LAS,"Supreme Court Justice, Seat F",None Of These Candidates,194
Clark,3762 - LAS,COUNTY COMMISSION DISTRICT C,"Lake, Craig O.",199
Clark,3762 - LAS,"Supreme Court Justice, Seat C",None Of These Candidates,199
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",216
Clark,3762 - LAS,"U.S. Representative in Congress, District 1","Edwards, Chris",238
Clark,3762 - LAS,CLARK COUNTY QUESTION NO. 2,Yes,240
Clark,3762 - LAS,"State Assembly, District 34","Harrington, Clark",242
Clark,3762 - LAS,United States Senator,"Heller, Dean",244
Clark,3762 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Tew, Patrice",246
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",251
Clark,3762 - LAS,President and Vice President of the United States,"Romney, Mitt",253
Clark,3762 - LAS,"District Court Judge, District 8, Department 14","Escobar, Adriana",256
Clark,3762 - LAS,"District Court Judge, District 8, Department 20","Tao, Jerry",257
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",263
Clark,3762 - LAS,"State Board of Education, District 1","Gonzales-Black, Alexis",263
Clark,3762 - LAS,"State Board of Education, District 1","Darby, Forrest",266
Clark,3762 - LAS,"State Senate, District 6","Hutchison, Mark",275
Clark,3762 - LAS,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT E","Clinton, James",275
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",278
Clark,3762 - LAS,"District Court Judge, District 8, Department 14","Davidson, Michael D.",284
Clark,3762 - LAS,State Question No. 1,No,292
Clark,3762 - LAS,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",293
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",294
Clark,3762 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",318
Clark,3762 - LAS,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",391
Clark,3762 - LAS,State Question No. 1,Yes,391
Clark,3762 - LAS,United States Senator,"Berkley, Shelley",402
Clark,3762 - LAS,"State Senate, District 6","Yerushalmi, Benny",403
Clark,3762 - LAS,"U.S. Representative in Congress, District 1","Titus, Dina",417
Clark,3762 - LAS,"Supreme Court Justice, Seat C","Cherry, Michael A.",427
Clark,3762 - LAS,"State Assembly, District 34","Horne, William C.",430
Clark,3762 - LAS,"Supreme Court Justice, Seat F","Douglas, Michael L.",430
Clark,3762 - LAS,"Supreme Court Justice, Seat G","Saitta, Nancy M.",435
Clark,3762 - LAS,COUNTY COMMISSION DISTRICT C,"Brown, Larry",451
Clark,3762 - LAS,CLARK COUNTY QUESTION NO. 2,No,457
Clark,3762 - LAS,President and Vice President of the United States,"Obama, Barack",460
Clark,3763 - LAS,CLARK COUNTY QUESTION NO. 2,No,0
Clark,3763 - LAS,CLARK COUNTY QUESTION NO. 2,Yes,0
Clark,3763 - LAS,COUNTY COMMISSION DISTRICT C,"Barnhill, Brad Lee",0
Clark,3763 - LAS,COUNTY COMMISSION DISTRICT C,"Brown, Larry",0
Clark,3763 - LAS,COUNTY COMMISSION DISTRICT C,"Lake, Craig O.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Gale, Bruce L.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Kelley, Robert A.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Lee, Chris",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Peyton, Troy E.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  4","Watkins, John G.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",0
Clark,3763 - LAS,"District Court Judge, District 8, Department  5","Jefferson, Phung",0
Clark,3763 - LAS,"District Court Judge, District 8, Department 14","Davidson, Michael D.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department 14","Escobar, Adriana",0
Clark,3763 - LAS,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",0
Clark,3763 - LAS,"District Court Judge, District 8, Department 20","Tao, Jerry",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",0
Clark,3763 - LAS,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",0
